"ADRESSE_POSTALE_TEXT","TEXT_1","IMAGE_1/_title","SITE_INTERNET_LINK","shop_name","IMAGE_1","TEXT_3","SITE_INTERNET_LINK/_text","IMAGE_1/_alt","TEXT_4"
"1 rue de Verdun","Franprix l'ILE ST DENIS","Franprix","http://www.franprix.fr/","Franprix l'ILE ST DENIS","http://images.grandes-enseignes.com/Franprix.png","93450 l'ILE ST DENIS","Site Internet","Franprix",NA
"CC Les 4 Temps Le Parvis de LA DÉFENSE,","Auchan La Défense","Auchan","http://www.auchan.fr/magasins/la-defense/31/accueil/","Auchan La Défense","http://images.grandes-enseignes.com/Auchan.png","92800 PUTEAUX","Site Internet","Auchan","Tel. 01 41 02 30 30 -"
"82 bd Marcel Sembat","Franprix SAINT DENIS","Franprix","http://www.franprix.fr/","Franprix SAINT DENIS","http://images.grandes-enseignes.com/Franprix.png","93200 SAINT DENIS","Site Internet","Franprix",NA
"20 bd Jean Jaurès","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"18 rue Monmousseau","Franprix IVRY SUR SEINE","Franprix","http://www.franprix.fr/","Franprix IVRY SUR SEINE","http://images.grandes-enseignes.com/Franprix.png","94200 IVRY SUR SEINE","Site Internet","Franprix",NA
"49-51 rue du Général de Gaulle","Simply Market LA GARENNE COLOMBES","Simply-Market","http://www.simplymarket.fr/la-garenne-colombes/","Simply Market LA GARENNE COLOMBES","http://images.grandes-enseignes.com/Simply-Market.png","92250 LA GARENNE COLOMBES","Site Internet","Simply-Market",NA
"20 av. Pierre Grenier","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"106 - 108 rue du Point du Jour","Carrefour City Boulogne Point du Jour","Carrefour-City","http://www.carrefour.fr/magasin/city-boulogne-point-du-jour","Carrefour City Boulogne Point du Jour","http://images.grandes-enseignes.com/Carrefour-City.png","92100 BOULOGNE BILLANCOURT","Site Internet","Carrefour-City","Tel. 01 46 08 33 16 -"
"187 bd Jean Jaurès","Monoprix BOULOGNE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-boulogne-boulogne-billancourt-122.html","Monoprix BOULOGNE","http://images.grandes-enseignes.com/Monoprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Monoprix","Tel. 01 46 03 25 09 -"
"81 route de la Reine","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"C.cial des Epinettes 54 rue D'Erevan","Franprix ISSY LES MOULINEAUX","Franprix","http://www.franprix.fr/","Franprix ISSY LES MOULINEAUX","http://images.grandes-enseignes.com/Franprix.png","92130 ISSY LES MOULINEAUX","Site Internet","Franprix",NA
"143 rue de fontenay","Carrefour City Vincennes","Carrefour-City","http://www.carrefour.fr/magasin/city-vincennes","Carrefour City Vincennes","http://images.grandes-enseignes.com/Carrefour-City.png","94300 Vincennes","Site Internet","Carrefour-City",NA
"60/62 Avenue de Paris","Monoprix VIGNERON","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-vigneron-vincennes-1001.html","Monoprix VIGNERON","http://images.grandes-enseignes.com/Monoprix.png","94300 VINCENNES","Site Internet","Monoprix","Tel. 01 49 57 91 80 -"
"80 av. Marceau","Franprix COURBEVOIE","Franprix","http://www.franprix.fr/","Franprix COURBEVOIE","http://images.grandes-enseignes.com/Franprix.png","92400 COURBEVOIE","Site Internet","Franprix",NA
"231 Boulevard Jean Jaures","Simply Market BOULOGNE","Simply-Market","http://www.simplymarket.fr/boulogne/","Simply Market BOULOGNE","http://images.grandes-enseignes.com/Simply-Market.png","92100 BOULOGNE","Site Internet","Simply-Market",NA
"17 rue des Vallées","Franprix COLOMBES","Franprix","http://www.franprix.fr/","Franprix COLOMBES","http://images.grandes-enseignes.com/Franprix.png","92700 COLOMBES","Site Internet","Franprix",NA
"250 bis bd Jean Jaurès","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"1 rue du Général Leclerc","Franprix CHARENTON","Franprix","http://www.franprix.fr/","Franprix CHARENTON","http://images.grandes-enseignes.com/Franprix.png","94220 CHARENTON","Site Internet","Franprix",NA
"13-15 rue des Vignerons","Franprix VINCENNES","Franprix","http://www.franprix.fr/","Franprix VINCENNES","http://images.grandes-enseignes.com/Franprix.png","94300 VINCENNES","Site Internet","Franprix",NA
"4 rue des Meuniers","Franprix MONTREUIL","Franprix","http://www.franprix.fr/","Franprix MONTREUIL","http://images.grandes-enseignes.com/Franprix.png","93100 MONTREUIL","Site Internet","Franprix",NA
"5 rue Tony Garnier","Monoprix BOULOGNE les Passages","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-boulogne-les-passages-boulogne-billancourt-303.html","Monoprix BOULOGNE les Passages","http://images.grandes-enseignes.com/Monoprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Monoprix","Tel. 01 41 31 92 50 -"
"75 rue de Paris","Monoprix CHARENTON","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-charenton-charenton-le-pont-109.html","Monoprix CHARENTON","http://images.grandes-enseignes.com/Monoprix.png","94220 CHARENTON LE PONT","Site Internet","Monoprix","Tel. 01 43 68 14 55 -"
"34 rue de la République","Franprix SAINT DENIS","Franprix","http://www.franprix.fr/","Franprix SAINT DENIS","http://images.grandes-enseignes.com/Franprix.png","93200 SAINT DENIS","Site Internet","Franprix",NA
"19 av de la résistance","Monoprix MONTREUIL","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-montreuil-montreuil-522.html","Monoprix MONTREUIL","http://images.grandes-enseignes.com/Monoprix.png","93100 MONTREUIL","Site Internet","Monoprix","Tel. 01 41 72 05 80 -"
"Boulevard Charles De Gaulle 39","Lidl Villeneuve La Garenne","Lidl","http://www.lidl.fr/","Lidl Villeneuve La Garenne","http://images.grandes-enseignes.com/Lidl.png","92390 Villeneuve La Garenne","Site Internet","Lidl",NA
"49 bd Rouget de l'Isle","Franprix MONTREUIL SOUS BOIS","Franprix","http://www.franprix.fr/","Franprix MONTREUIL SOUS BOIS","http://images.grandes-enseignes.com/Franprix.png","93100 MONTREUIL SOUS BOIS","Site Internet","Franprix",NA
"11-13 bis rue Carnot","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"Angle rue de Verdun et rue A. Briand RN 20","Casino Drive Bagneux","Casino-Drive","http://www.casinodrive.fr/ecommerce/GC-catalog/fr/WE92967/","Casino Drive Bagneux","http://images.grandes-enseignes.com/Casino-Drive.png","92220 Bagneux","Site Internet","Casino-Drive","Service: Drive"
"14 av Léonard de Vinci","Monoprix VINCI","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-vinci-courbevoie-216.html","Monoprix VINCI","http://images.grandes-enseignes.com/Monoprix.png","92400 COURBEVOIE","Site Internet","Monoprix","Tel. 01 46 91 92 60 -"
"97 rue de la Republique","Simply Market ROMAINVILLE","Simply-Market","http://www.simplymarket.fr/romainville/","Simply Market ROMAINVILLE","http://images.grandes-enseignes.com/Simply-Market.png","93230 ROMAINVILLE","Site Internet","Simply-Market",NA
"30 av.de l'Arche","Franprix COURBEVOIE","Franprix","http://www.franprix.fr/","Franprix COURBEVOIE","http://images.grandes-enseignes.com/Franprix.png","92400 COURBEVOIE","Site Internet","Franprix",NA
"6 bis rue Voltaire","Franprix LA GARENNE COLOMBES","Franprix","http://www.franprix.fr/","Franprix LA GARENNE COLOMBES","http://images.grandes-enseignes.com/Franprix.png","92250 LA GARENNE COLOMBES","Site Internet","Franprix",NA
"53 bd de la République","Monoprix LA GARENNE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-la-garenne-la-garenne-colombes-85.html","Monoprix LA GARENNE","http://images.grandes-enseignes.com/Monoprix.png","92250 LA GARENNE COLOMBES","Site Internet","Monoprix","Tel. 01 42 42 20 15 -"
"1 A 15 RUE SAINT DENIS","Leader Price LA COURNEUVE","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=8217&ville=la-courneuve&cp=93120","Leader Price LA COURNEUVE","http://images.grandes-enseignes.com/Leader-Price.png","93120 LA COURNEUVE","Site Internet","Leader-Price","Tel. 01 48 36 01 72 -"
"24 rue Couste","Simply Market CACHAN","Simply-Market","http://www.simplymarket.fr/cachan/","Simply Market CACHAN","http://images.grandes-enseignes.com/Simply-Market.png","94230 CACHAN","Site Internet","Simply-Market",NA
"44 rue du Midi","Monoprix VINCENNES","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-vincennes-vincennes-1153.html","Monoprix VINCENNES","http://images.grandes-enseignes.com/Monoprix.png","94300 VINCENNES","Site Internet","Monoprix","Tel. 01 43 28 04 26 -"
"99 rue de Fontenay","Franprix VINCENNES","Franprix","http://www.franprix.fr/","Franprix VINCENNES","http://images.grandes-enseignes.com/Franprix.png","94300 VINCENNES","Site Internet","Franprix",NA
"Centre Commercial des 3 Moulins,","Auchan Issy Les Moulineaux","Auchan","http://www.auchan.fr/magasins/issy-les-moulineaux/66/accueil/","Auchan Issy Les Moulineaux","http://images.grandes-enseignes.com/Auchan.png","92130 ISSY LES MOULINEAUX","Site Internet","Auchan","Tel. 01 46 29 49 00 -"
"4/6 place du Caquet","Carrefour Saint Denis","Carrefour","http://www.carrefour.fr/magasin/saint-denis","Carrefour Saint Denis","http://images.grandes-enseignes.com/Carrefour.png","93207 SAINT DENIS CEDEX","Site Internet","Carrefour","Tel. 01 48 13 98 79 -"
"4 Rue de Montreuil","U Express","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","U Express","http://images.grandes-enseignes.com/Magasins-U.png","94300 Vincennes","Site Internet","Magasins-U","Tel. 01 43 98 98 06 -"
"C.Cial du Pont de Pie 10 rue Racine et","Franprix BOBIGNY","Franprix","http://www.franprix.fr/","Franprix BOBIGNY","http://images.grandes-enseignes.com/Franprix.png","93000 BOBIGNY","Site Internet","Franprix",NA
"1 rue Froide","Franprix BAGNEUX","Franprix","http://www.franprix.fr/","Franprix BAGNEUX","http://images.grandes-enseignes.com/Franprix.png","92220 BAGNEUX","Site Internet","Franprix",NA
"rue de la Cerisaie","Franprix COLOMBES","Franprix","http://www.franprix.fr/","Franprix COLOMBES","http://images.grandes-enseignes.com/Franprix.png","92700 COLOMBES","Site Internet","Franprix",NA
"3 AVENUE DE LA REDOUTE","Carrefour Market ASNIERES SUR SEINE","Carrefour-Market","http://www.carrefour.fr/magasin/market-asnieres-sur-seine","Carrefour Market ASNIERES SUR SEINE","http://images.grandes-enseignes.com/Carrefour-Market.png","92600 ASNIERES SUR SEINE","Site Internet","Carrefour-Market","Tel. 01 41 21 84 84 -"
"4 rue Honore Estienne d'Orves","Franprix SURESNES","Franprix","http://www.franprix.fr/","Franprix SURESNES","http://images.grandes-enseignes.com/Franprix.png","92150 SURESNES","Site Internet","Franprix",NA
"186 rue de la Convention","Franprix LA COURNEUVE","Franprix","http://www.franprix.fr/","Franprix LA COURNEUVE","http://images.grandes-enseignes.com/Franprix.png","93120 LA COURNEUVE","Site Internet","Franprix",NA
"80 av. Jean Baptiste Clément","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"38 rue de Strasbourg","INTERMARCHE EXPRESS Vincennes","Intermarche","http://www.intermarche.com/magasin_accueil/sa-madrigale-vincennes-94300","INTERMARCHE EXPRESS Vincennes","http://images.grandes-enseignes.com/Intermarche.png","94300 Vincennes","Site Internet","Intermarche","Tel. 01 43 65 37 37 -"
"85 av. Charles de Gaulle","Franprix PUTEAUX","Franprix","http://www.franprix.fr/","Franprix PUTEAUX","http://images.grandes-enseignes.com/Franprix.png","92800 PUTEAUX","Site Internet","Franprix",NA
"ZAC coeur de ville","Carrefour Market Montreuil coeur de ville","Carrefour-Market","http://www.carrefour.fr/magasin/market-montreuil-coeur-de-ville","Carrefour Market Montreuil coeur de ville","http://images.grandes-enseignes.com/Carrefour-Market.png","93100 Montreuil","Site Internet","Carrefour-Market","Tel. 01 43 62 17 40 -"
"130/140 Route de la Reine","Monoprix BOULOGNE LES TOITS","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-boulogne-les-toits-boulogne-billancourt-1304.html","Monoprix BOULOGNE LES TOITS","http://images.grandes-enseignes.com/Monoprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Monoprix","Tel. 01 41 22 99 60 -"
"56 bis av. du Maréchal de Lattre De Tassigny","Franprix SAINT MAURICE","Franprix","http://www.franprix.fr/","Franprix SAINT MAURICE","http://images.grandes-enseignes.com/Franprix.png","94410 SAINT MAURICE","Site Internet","Franprix",NA
"67-81 avenue du Général Leclerc.","Carrefour Market Boulogne Billancourt","Carrefour-Market","http://www.carrefour.fr/magasin/market-boulogne-billancourt","Carrefour Market Boulogne Billancourt","http://images.grandes-enseignes.com/Carrefour-Market.png","92100 Boulogne Billancourt.","Site Internet","Carrefour-Market","Tel. 01 46 94 14 00 -"
"101 BOULEVARD STALINGRAD","Carrefour Market Vitry sur Seine","Carrefour-Market","http://www.carrefour.fr/magasin/market-vitry-sur-seine","Carrefour Market Vitry sur Seine","http://images.grandes-enseignes.com/Carrefour-Market.png","94407 VITRY SUR SEINE","Site Internet","Carrefour-Market","Tel. 01 43 90 29 60 -"
"26 av. du Pont Royal","Franprix CACHAN","Franprix","http://www.franprix.fr/","Franprix CACHAN","http://images.grandes-enseignes.com/Franprix.png","94230 CACHAN","Site Internet","Franprix",NA
"73 bd de la République","Franprix LA GARENNE COLOMBES","Franprix","http://www.franprix.fr/","Franprix LA GARENNE COLOMBES","http://images.grandes-enseignes.com/Franprix.png","92250 LA GARENNE COLOMBES","Site Internet","Franprix",NA
"85-87 rue de Strasbourg","Franprix SAINT DENIS","Franprix","http://www.franprix.fr/","Franprix SAINT DENIS","http://images.grandes-enseignes.com/Franprix.png","93200 SAINT DENIS","Site Internet","Franprix",NA
"I38 RUE GABRIEL PERI","Carrefour Market CHATILLON","Carrefour-Market","http://www.carrefour.fr/magasin/market-chatillon","Carrefour Market CHATILLON","http://images.grandes-enseignes.com/Carrefour-Market.png","92320 CHATILLON","Site Internet","Carrefour-Market","Tel. 01 46 54 32 54 -"
"4 ALLEE JULES FERRY","Carrefour Market SURESNES Ferry","Carrefour-Market","http://www.carrefour.fr/magasin/market-suresnes-ferry","Carrefour Market SURESNES Ferry","http://images.grandes-enseignes.com/Carrefour-Market.png","92150 SURESNES","Site Internet","Carrefour-Market","Tel. 01 45 06 28 00 -"
"24-26 Rue Albert Petit,","PETIT CASINO Bagneux","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-388.html","PETIT CASINO Bagneux","http://images.grandes-enseignes.com/Petit-Casino.png","92220 Bagneux","Site Internet","Petit-Casino","Tel. 01 41 17 40 38 -"
"245 rue de Stalingrad","Leader Price BOBIGNY","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7627&ville=bobigny&cp=93000","Leader Price BOBIGNY","http://images.grandes-enseignes.com/Leader-Price.png","93000 BOBIGNY","Site Internet","Leader-Price","Tel. 01 49 92 30 88 -"
"35 av. Général Leclerc","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"7-11 bd Paul Vaillant Couturier","Franprix VILLEJUIF","Franprix","http://www.franprix.fr/","Franprix VILLEJUIF","http://images.grandes-enseignes.com/Franprix.png","94800 VILLEJUIF","Site Internet","Franprix",NA
"71bis Rue Des Bas Rogers,","SPAR Suresnes","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-3428.html","SPAR Suresnes","http://images.grandes-enseignes.com/Spar.png","92150 Suresnes","Site Internet","Spar","Tel. 09 52 01 02 50 -"
"5 rue Berthelot","Franprix L ILE ST DENIS","Franprix","http://www.franprix.fr/","Franprix L ILE ST DENIS","http://images.grandes-enseignes.com/Franprix.png","93450 L ILE ST DENIS","Site Internet","Franprix",NA
"Rue De Stalingrad 225-245","Lidl Bobigny","Lidl","http://www.lidl.fr/","Lidl Bobigny","http://images.grandes-enseignes.com/Lidl.png","93000 Bobigny","Site Internet","Lidl",NA
"53 Avenue Paul Vaillant Couturier","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","93120 La Courneuve","Site Internet","Magasins-U","Tel. 01 43 11 18 00 -"
"38-40 rue Auguste Poulain","Franprix SAINT DENIS","Franprix","http://www.franprix.fr/","Franprix SAINT DENIS","http://images.grandes-enseignes.com/Franprix.png","93200 SAINT DENIS","Site Internet","Franprix",NA
"Route De Noisy","Lidl Romainville","Lidl","http://www.lidl.fr/","Lidl Romainville","http://images.grandes-enseignes.com/Lidl.png","93230 Romainville","Site Internet","Lidl",NA
"17 Rue Chevreul","Franprix SURESNES","Franprix","http://www.franprix.fr/","Franprix SURESNES","http://images.grandes-enseignes.com/Franprix.png","92150 SURESNES","Site Internet","Franprix",NA
"40 rue Franklin","Franprix MONTREUIL SOUS BOIS","Franprix","http://www.franprix.fr/","Franprix MONTREUIL SOUS BOIS","http://images.grandes-enseignes.com/Franprix.png","93100 MONTREUIL SOUS BOIS","Site Internet","Franprix",NA
"Rue Des Mourinoux 85","Lidl Asnieres Sur Seine","Lidl","http://www.lidl.fr/","Lidl Asnieres Sur Seine","http://images.grandes-enseignes.com/Lidl.png","92600 Asnieres Sur Seine","Site Internet","Lidl",NA
"110 rue Pierre Brossolette","Franprix CHATILLON","Franprix","http://www.franprix.fr/","Franprix CHATILLON","http://images.grandes-enseignes.com/Franprix.png","92320 CHATILLON","Site Internet","Franprix",NA
"143 Rue De Silly,","PETIT CASINO Boulogne Billancourt","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-378.html","PETIT CASINO Boulogne Billancourt","http://images.grandes-enseignes.com/Petit-Casino.png","92100 Boulogne Billancourt","Site Internet","Petit-Casino","Tel. 01 55 60 10 06 -"
"161 av.de Verdun","Franprix MEUDON","Franprix","http://www.franprix.fr/","Franprix MEUDON","http://images.grandes-enseignes.com/Franprix.png","92190 MEUDON","Site Internet","Franprix",NA
"5-11 rue Pierre Curie","Franprix PUTEAUX","Franprix","http://www.franprix.fr/","Franprix PUTEAUX","http://images.grandes-enseignes.com/Franprix.png","92800 PUTEAUX","Site Internet","Franprix",NA
"105 avenue de Verdun ZAC des sablons","INTERMARCHE EXPRESS Chatillon","Intermarche","http://www.intermarche.com/magasin_accueil/sas-bigem-chatillon-92320","INTERMARCHE EXPRESS Chatillon","http://images.grandes-enseignes.com/Intermarche.png","92320 Chatillon","Site Internet","Intermarche","Tel. 01 58 07 06 86 -"
"54 av. Gabriel Péri","Franprix MONTREUIL SOUS BOIS","Franprix","http://www.franprix.fr/","Franprix MONTREUIL SOUS BOIS","http://images.grandes-enseignes.com/Franprix.png","93100 MONTREUIL SOUS BOIS","Site Internet","Franprix",NA
"11 av.de Verdun","Franprix LA GARENNE COLOMBES","Franprix","http://www.franprix.fr/","Franprix LA GARENNE COLOMBES","http://images.grandes-enseignes.com/Franprix.png","92250 LA GARENNE COLOMBES","Site Internet","Franprix",NA
"64-66 rue Marcel Bontemps","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"13-15 rue Saint Denis","Franprix COLOMBES","Franprix","http://www.franprix.fr/","Franprix COLOMBES","http://images.grandes-enseignes.com/Franprix.png","92700 COLOMBES","Site Internet","Franprix",NA
"52 RUE MARX DORMOY","Leader Price FONTENAY AUX ROSES","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7689&ville=fontenay-aux-roses&cp=92260","Leader Price FONTENAY AUX ROSES","http://images.grandes-enseignes.com/Leader-Price.png","92260 FONTENAY AUX ROSES","Site Internet","Leader-Price","Tel. 01 41 13 78 29 -"
"47 Boulevard Jeanne D'arc,","PETIT CASINO Montreuil","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-258.html","PETIT CASINO Montreuil","http://images.grandes-enseignes.com/Petit-Casino.png","93100 Montreuil","Site Internet","Petit-Casino","Tel. 01 55 86 00 50 -"
"76 bd Senard","Franprix SAINT CLOUD","Franprix","http://www.franprix.fr/","Franprix SAINT CLOUD","http://images.grandes-enseignes.com/Franprix.png","92210 SAINT CLOUD","Site Internet","Franprix",NA
"41 Rue Du Ponant,","PETIT CASINO Villeneuve La Garenne","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-371.html","PETIT CASINO Villeneuve La Garenne","http://images.grandes-enseignes.com/Petit-Casino.png","92390 Villeneuve La Garenne","Site Internet","Petit-Casino","Tel. 01 41 47 25 32 -"
"9 rue de Sèvres","Franprix BOULOGNE BILLANCOURT","Franprix","http://www.franprix.fr/","Franprix BOULOGNE BILLANCOURT","http://images.grandes-enseignes.com/Franprix.png","92100 BOULOGNE BILLANCOURT","Site Internet","Franprix",NA
"Rue Eugène Renault","Casino MAISONS ALFORT","Casino","http://www.supercasino.fr/-maisons-alfort-.html","Casino MAISONS ALFORT","http://images.grandes-enseignes.com/Casino.png","94700 MAISONS ALFORT","Site Internet","Casino",NA
"8 avenue Georges Sand","Franprix SAINT DENIS","Franprix","http://www.franprix.fr/","Franprix SAINT DENIS","http://images.grandes-enseignes.com/Franprix.png","93200 SAINT DENIS","Site Internet","Franprix",NA
"CC PABLO PICASSO - 90 ROUTE DE MONTREUIL","Leader Price ROMAINVILLE/PICASSO","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=8106&ville=romainville&cp=93230","Leader Price ROMAINVILLE/PICASSO","http://images.grandes-enseignes.com/Leader-Price.png","93230 ROMAINVILLE/PICASSO","Site Internet","Leader-Price","Tel. 01 49 88 97 02 -"
"126 rue des Trois Fontanots","Franprix NANTERRE","Franprix","http://www.franprix.fr/","Franprix NANTERRE","http://images.grandes-enseignes.com/Franprix.png","92000 NANTERRE","Site Internet","Franprix",NA
"21 RUE JULES MICHELET","E.Leclerc COLOMBES DISTRIBUTION","Leclerc","http://www.e-leclerc.com/magasin/colombes-distribution","E.Leclerc COLOMBES DISTRIBUTION","http://images.grandes-enseignes.com/Leclerc.png","92700 COLOMBES","Site Internet","Leclerc","Tel. 01 46 49 44 00 -"
"85 rue Saint Denis","Monoprix COLOMBES","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-colombes-colombes-296.html","Monoprix COLOMBES","http://images.grandes-enseignes.com/Monoprix.png","92700 COLOMBES","Site Internet","Monoprix","Tel. 01 47 81 40 56 -"
"4 Rue Paul Vaillant Couturier","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","92140 Clamart","Site Internet","Magasins-U","Tel. 01 46 44 13 20 -"
"3 AVENUE DE L'EUROPE","Carrefour Market CACHAN","Carrefour-Market","http://www.carrefour.fr/magasin/market-cachan","Carrefour Market CACHAN","http://images.grandes-enseignes.com/Carrefour-Market.png","94230 CACHAN","Site Internet","Carrefour-Market","Tel. 01 46 64 02 91 -"
"5 rue Waldeck Rochet","Franprix LA COURNEUVE","Franprix","http://www.franprix.fr/","Franprix LA COURNEUVE","http://images.grandes-enseignes.com/Franprix.png","93120 LA COURNEUVE","Site Internet","Franprix",NA
"28-32 avenue de la redoute","Leader Price ASNIERES","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7573&ville=asnieres-sur-seine&cp=92600","Leader Price ASNIERES","http://images.grandes-enseignes.com/Leader-Price.png","92600 ASNIERES","Site Internet","Leader-Price","Tel. 01 47 92 14 81 -"
"28 rue Marc Sangnier","Franprix CACHAN","Franprix","http://www.franprix.fr/","Franprix CACHAN","http://images.grandes-enseignes.com/Franprix.png","94230 CACHAN","Site Internet","Franprix",NA
"Rue Dailly 9","Lidl Saint Cloud","Lidl","http://www.lidl.fr/","Lidl Saint Cloud","http://images.grandes-enseignes.com/Lidl.png","92210 Saint Cloud","Site Internet","Lidl",NA
"82 rue Saint Sténay","Carrefour Drancy","Carrefour","http://www.carrefour.fr/magasin/drancy","Carrefour Drancy","http://images.grandes-enseignes.com/Carrefour.png","93700 DRANCY","Site Internet","Carrefour","Tel. 01 48 35 63 79 -"
"4 Avenue Paul Signac","Marché U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Marché U","http://images.grandes-enseignes.com/Magasins-U.png","93100 Montreuil","Site Internet","Magasins-U","Tel. 01 41 63 12 90 -"
"11-13 av. Général Leclerc","Franprix BOURG LA REINE","Franprix","http://www.franprix.fr/","Franprix BOURG LA REINE","http://images.grandes-enseignes.com/Franprix.png","92340 BOURG LA REINE","Site Internet","Franprix",NA
"12 esplanade Charles de Gaulle","Franprix NANTERRE","Franprix","http://www.franprix.fr/","Franprix NANTERRE","http://images.grandes-enseignes.com/Franprix.png","92000 NANTERRE","Site Internet","Franprix",NA
"place du Moustier","Franprix SAINT CLOUD","Franprix","http://www.franprix.fr/","Franprix SAINT CLOUD","http://images.grandes-enseignes.com/Franprix.png","92210 SAINT CLOUD","Site Internet","Franprix",NA
"91 RUE BOUCICAUT","Carrefour Market FONTENAY AUX ROSES","Carrefour-Market","http://www.carrefour.fr/magasin/market-fontenay-aux-roses","Carrefour Market FONTENAY AUX ROSES","http://images.grandes-enseignes.com/Carrefour-Market.png","92260 FONTENAY AUX ROSES","Site Internet","Carrefour-Market","Tel. 01 46 60 39 61 -"
"7 av.de la République","Franprix VILLEJUIF","Franprix","http://www.franprix.fr/","Franprix VILLEJUIF","http://images.grandes-enseignes.com/Franprix.png","94800 VILLEJUIF","Site Internet","Franprix",NA
"3 av.de la République","Franprix VITRY SUR SEINE","Franprix","http://www.franprix.fr/","Franprix VITRY SUR SEINE","http://images.grandes-enseignes.com/Franprix.png","94400 VITRY SUR SEINE","Site Internet","Franprix",NA
"42 Rue De France","Marché U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Marché U","http://images.grandes-enseignes.com/Magasins-U.png","94300 Vincennes","Site Internet","Magasins-U","Tel. 01 43 65 00 92 -"
"Rue Jean-Pierre Timbaud","E.Leclerc Drive La Courneuve","Leclerc-Drive","http://www.leclercdrive.fr/","E.Leclerc Drive La Courneuve","http://images.grandes-enseignes.com/Leclerc-Drive.png","93120 La Courneuve","Site Internet","Leclerc-Drive","Service: Drive"
"46 bis bd Foch","Franprix EPINAY SUR SEINE","Franprix","http://www.franprix.fr/","Franprix EPINAY SUR SEINE","http://images.grandes-enseignes.com/Franprix.png","93800 EPINAY SUR SEINE","Site Internet","Franprix",NA
