"ADRESSE_POSTALE_TEXT","TEXT_1","IMAGE_1/_title","SITE_INTERNET_LINK","shop_name","IMAGE_1","TEXT_3","SITE_INTERNET_LINK/_text","IMAGE_1/_alt","TEXT_4"
"33 AVENUE VOLTAIRE","Carrefour Market FERNEY Voltaire","Carrefour-Market","http://www.carrefour.fr/magasin/market-ferney-voltaire","Carrefour Market FERNEY Voltaire","http://images.grandes-enseignes.com/Carrefour-Market.png","01210 FERNEY Voltaire","Site Internet","Carrefour-Market","Tel. 04 50 40 61 23 -"
"Rue Royale,","SHERPA Mijoux","Sherpa","http://annuaire.casino-proximite.fr/c/c/magasin-3299.html","SHERPA Mijoux","http://images.grandes-enseignes.com/Sherpa.png","01410 Mijoux","Site Internet","Sherpa","Tel. 04 50 41 32 26 -"
"ROUTE DE MEYRIN","E.Leclerc FERNEYDIS","Leclerc","http://www.e-leclerc.com/magasin/ferneydis","E.Leclerc FERNEYDIS","http://images.grandes-enseignes.com/Leclerc.png","01210 FERNEY VOLTAIRE","Site Internet","Leclerc","Tel. 04 50 42 80 00 -"
"CC La Poterie - 6 Chemin Brunette","Carrefour Ferney Voltaire","Carrefour","http://www.carrefour.fr/magasin/ferney-voltaire","Carrefour Ferney Voltaire","http://images.grandes-enseignes.com/Carrefour.png","01210 FERNEY VOLTAIRE","Site Internet","Carrefour","Tel. 04 50 40 85 26 -"
"Rue De Genève","Lidl Ferney Voltaire","Lidl","http://www.lidl.fr/","Lidl Ferney Voltaire","http://images.grandes-enseignes.com/Lidl.png","01210 Ferney Voltaire","Site Internet","Lidl",NA
"Rue de Genève","Carrefour Market SAINT GENIS POUILLY","Carrefour-Market","http://www.carrefour.fr/magasin/market-saint-genis-pouilly","Carrefour Market SAINT GENIS POUILLY","http://images.grandes-enseignes.com/Carrefour-Market.png","01630 SAINT GENIS POUILLY","Site Internet","Carrefour-Market","Tel. 04 50 42 24 60 -"
"6 Rue De Lyon,","VIVAL St Genis Pouilly","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1150.html","VIVAL St Genis Pouilly","http://images.grandes-enseignes.com/Vival.png","01630 St Genis Pouilly","Site Internet","Vival","Tel. 04 50 42 10 59 -"
"Immeuble Les Gentianes,","SHERPA Lelex","Sherpa","http://annuaire.casino-proximite.fr/c/c/magasin-3298.html","SHERPA Lelex","http://images.grandes-enseignes.com/Sherpa.png","01410 Lelex","Site Internet","Sherpa","Tel. 04 50 20 90 95 -"
"Angle Rues Stresemann Et Combe,","PETIT CASINO Thoiry","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-560.html","PETIT CASINO Thoiry","http://images.grandes-enseignes.com/Petit-Casino.png","01710 Thoiry","Site Internet","Petit-Casino","Tel. 04 50 20 89 43 -"
"Grande Rue,","PETIT CASINO Chalamont","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-574.html","PETIT CASINO Chalamont","http://images.grandes-enseignes.com/Petit-Casino.png","01320 Chalamont","Site Internet","Petit-Casino","Tel. 04 74 61 70 03 -"
"LIEU DIT ""LE PETIT ETANG""","Casino CHALAMONT","Casino","http://www.supercasino.fr/-CHALAMONT-.html","Casino CHALAMONT","http://images.grandes-enseignes.com/Casino.png","01320 CHALAMONT","Site Internet","Casino",NA
"23 Route De St Julien,","VIVAL Valleiry","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-4519.html","VIVAL Valleiry","http://images.grandes-enseignes.com/Vival.png","74520 Valleiry","Site Internet","Vival","Tel. 04 50 04 26 36 -"
"50 chemin des Grands Chavannoux ZAC","INTERMARCHE SUPER Vulbens","Intermarche","http://www.intermarche.com/magasin_accueil/sas-dorine-vulbens-74520","INTERMARCHE SUPER Vulbens","http://images.grandes-enseignes.com/Intermarche.png","74520 Vulbens","Site Internet","Intermarche","Tel. 04 50 04 38 09 -"
"Route des Vignes","INTERMARCHE SUPER Saint-Julien en Genevois","Intermarche","http://www.intermarche.com/magasin_accueil/sa-juju-saint-julien-en-genevois-74160","INTERMARCHE SUPER Saint-Julien en Genevois","http://images.grandes-enseignes.com/Intermarche.png","74160 Saint-Julien en Genevois","Site Internet","Intermarche","Tel. 04 50 35 04 44 -"
"5 RUE AMEDEE VIII DE SAVOIE","Carrefour Market Saint Julien En Genevois L Hopita","Carrefour-Market","http://www.carrefour.fr/magasin/market-saint-julien-en-genevois-l-hopital","Carrefour Market Saint Julien En Genevois L Hopita","http://images.grandes-enseignes.com/Carrefour-Market.png","74160 SAINT JULIEN EN GENEVOIS L'Hopital","Site Internet","Carrefour-Market","Tel. 04 50 35 19 00 -"
"4 Rue Magnin","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","39240 Arinthod","Site Internet","Magasins-U","Tel. 03 84 48 03 24 -"
"21 Rue Pasteur,","VIVAL Moirans En Montagne","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1236.html","VIVAL Moirans En Montagne","http://images.grandes-enseignes.com/Vival.png","39260 Moirans En Montagne","Site Internet","Vival","Tel. 03 84 33 24 78 -"
"Z.I. Lyon-Nord 10 rue Ampere","E.Leclerc GENAY","Leclerc","http://www.e-leclerc.com/magasin/genay","E.Leclerc GENAY","http://images.grandes-enseignes.com/Leclerc.png","69730 GENAY","Site Internet","Leclerc","Tel. 04 72 08 73 73 -"
"4 à 6, rue Pollet","Leader Price NEUVILLE","Leader-Price","http://www.leaderprice.fr/fiche-magasin?id=7116&ville=neuville-sur-saone&cp=69250","Leader Price NEUVILLE","http://images.grandes-enseignes.com/Leader-Price.png","69250 NEUVILLE","Site Internet","Leader-Price","Tel. 04 78 91 20 05 -"
"6 Rue De La Republique,","PETIT CASINO Neuville Sur Saone","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-323.html","PETIT CASINO Neuville Sur Saone","http://images.grandes-enseignes.com/Petit-Casino.png","69250 Neuville Sur Saone","Site Internet","Petit-Casino","Tel. 04 78 98 22 96 -"
"Zac De La Mendillonne,","SPAR St Germain Au Mont D'or","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-3671.html","SPAR St Germain Au Mont D'or","http://images.grandes-enseignes.com/Spar.png","69650 St Germain Au Mont D'or","Site Internet","Spar","Tel. 04 78 72 79 88 -"
"Pays Lionnais Rue du Lionnais","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","49220 Neuville","Site Internet","Magasins-U","Tel. 02 41 95 62 55 -"
"2 Place Jean Moulin,","PETIT CASINO Fontaines St Martin","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-347.html","PETIT CASINO Fontaines St Martin","http://images.grandes-enseignes.com/Petit-Casino.png","69270 Fontaines St Martin","Site Internet","Petit-Casino","Tel. 04 72 27 85 25 -"
"7 Rue De La Republique,","PETIT CASINO Couzon Au Mont D Or","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-345.html","PETIT CASINO Couzon Au Mont D Or","http://images.grandes-enseignes.com/Petit-Casino.png","69270 Couzon Au Mont D Or","Site Internet","Petit-Casino","Tel. 04 78 22 16 67 -"
"261 Quai Pierre Dupont","INTERMARCHE SUPER Rochetaillée-sur-Saone","Intermarche","http://www.intermarche.com/magasin_accueil/sa-soroda-rochetaillee-sur-saone-69270","INTERMARCHE SUPER Rochetaillée-sur-Saone","http://images.grandes-enseignes.com/Intermarche.png","69270 Rochetaillée-sur-Saone","Site Internet","Intermarche","Tel. 04 72 42 95 00 -"
"9 Rue Pierre Carbon,","PETIT CASINO Fontaines Sur Saone","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2823.html","PETIT CASINO Fontaines Sur Saone","http://images.grandes-enseignes.com/Petit-Casino.png","69270 Fontaines Sur Saone","Site Internet","Petit-Casino","Tel. 04 37 46 05 05 -"
"9 Route Neuve,","VIVAL St Romain Au Mont D'or","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1312.html","VIVAL St Romain Au Mont D'or","http://images.grandes-enseignes.com/Vival.png","69270 St Romain Au Mont D'or","Site Internet","Vival","Tel. 04 78 22 01 94 -"
"38 Le Promenoir,","VIVAL Chasselay","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1311.html","VIVAL Chasselay","http://images.grandes-enseignes.com/Vival.png","69380 Chasselay","Site Internet","Vival","Tel. 04 72 54 86 53 -"
"7 Place Du Griffon,","PETIT CASINO Limonest","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-4231.html","PETIT CASINO Limonest","http://images.grandes-enseignes.com/Petit-Casino.png","69760 Limonest","Site Internet","Petit-Casino","Tel. 04 78 64 92 14 -"
"50 Rue Montpellaz,","PETIT CASINO Rumilly","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-548.html","PETIT CASINO Rumilly","http://images.grandes-enseignes.com/Petit-Casino.png","74150 Rumilly","Site Internet","Petit-Casino","Tel. 04 50 64 55 34 -"
"Cc Des Bateliers,","VIVAL Aix Les Bains","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-2656.html","VIVAL Aix Les Bains","http://images.grandes-enseignes.com/Vival.png","73100 Aix Les Bains","Site Internet","Vival","Tel. 04 79 54 38 62 -"
"Route De Dommartin","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","71480 Cuiseaux","Site Internet","Magasins-U","Tel. 03 85 72 78 54 -"
"118 Rue De Geneve,","SPAR Gaillard","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-3868.html","SPAR Gaillard","http://images.grandes-enseignes.com/Spar.png","74240 Gaillard","Site Internet","Spar","Tel. 04 50 38 80 40 -"
"97 Route de Genève","Casino GAILLARD","Casino","http://www.supercasino.fr/-gaillard-.html","Casino GAILLARD","http://images.grandes-enseignes.com/Casino.png","74240 GAILLARD","Site Internet","Casino",NA
"41 Rue Du Jura,","VIVAL Ambilly","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1117.html","VIVAL Ambilly","http://images.grandes-enseignes.com/Vival.png","74100 Ambilly","Site Internet","Vival","Tel. 04 50 75 27 87 -"
"RUE ALBERT HENON","E.Leclerc VILLE LA GRAND","Leclerc","http://www.e-leclerc.com/magasin/ville-la-grand","E.Leclerc VILLE LA GRAND","http://images.grandes-enseignes.com/Leclerc.png","74100 VILLE LA GRAND","Site Internet","Leclerc","Tel. 04 50 87 00 42 -"
"5 Rue René Cassin ZAC de la Chatelaine","INTERMARCHE Gaillard","Intermarche","http://www.intermarche.com/magasin_accueil/sas-verinne-gaillard-74240","INTERMARCHE Gaillard","http://images.grandes-enseignes.com/Intermarche.png","74240 Gaillard","Site Internet","Intermarche","Tel. 04 50 39 71 11 -"
"10 rue de la Gare","Monoprix ANNEMASSE","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-annemasse-annemasse-2801.html","Monoprix ANNEMASSE","http://images.grandes-enseignes.com/Monoprix.png","74100 ANNEMASSE","Site Internet","Monoprix","Tel. 04 50 38 35 36 -"
"7 Rue Fernand David,","PETIT CASINO Annemasse","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-594.html","PETIT CASINO Annemasse","http://images.grandes-enseignes.com/Petit-Casino.png","74100 Annemasse","Site Internet","Petit-Casino","Tel. 04 50 92 11 85 -"
"216 Rue De Veyrier,","VIVAL Etrembieres","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1167.html","VIVAL Etrembieres","http://images.grandes-enseignes.com/Vival.png","74100 Etrembieres","Site Internet","Vival","Tel. 04 50 39 85 10 -"
"Rue Des Tournelles 21","Lidl Ville La Grand","Lidl","http://www.lidl.fr/","Lidl Ville La Grand","http://images.grandes-enseignes.com/Lidl.png","74100 Ville La Grand","Site Internet","Lidl",NA
"25 AVENUE FLORISSANT","Carrefour Market ANNEMASSE FLORISSANT","Carrefour-Market","http://www.carrefour.fr/magasin/market-annemasse-florissant","Carrefour Market ANNEMASSE FLORISSANT","http://images.grandes-enseignes.com/Carrefour-Market.png","74100 ANNEMASSE","Site Internet","Carrefour-Market","Tel. 04 50 95 08 74 -"
"Le Paradis","Lidl Etrembieres","Lidl","http://www.lidl.fr/","Lidl Etrembieres","http://images.grandes-enseignes.com/Lidl.png","74100 Etrembieres","Site Internet","Lidl",NA
"C.C. LE PERRIER - 21 Avenue de Verdun","Carrefour Market ANNEMASSE Le Perrier","Carrefour-Market","http://www.carrefour.fr/magasin/market-annemasse-le-perrier","Carrefour Market ANNEMASSE Le Perrier","http://images.grandes-enseignes.com/Carrefour-Market.png","74100 ANNEMASSE","Site Internet","Carrefour-Market","Tel. 04 50 37 12 68 -"
"806 Route Du Saleve,","PETIT CASINO Monnetier Mornex","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-615.html","PETIT CASINO Monnetier Mornex","http://images.grandes-enseignes.com/Petit-Casino.png","74560 Monnetier Mornex","Site Internet","Petit-Casino","Tel. 04 50 36 50 29 -"
"Place De L Eglise,","PETIT CASINO Fleurie","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-568.html","PETIT CASINO Fleurie","http://images.grandes-enseignes.com/Petit-Casino.png","69820 Fleurie","Site Internet","Petit-Casino","Tel. 04 74 04 10 00 -"
"ZA du Pré de Lit","Super U","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","Super U","http://images.grandes-enseignes.com/Magasins-U.png","71960 Prisse","Site Internet","Magasins-U","Tel. 03 85 50 91 11 -"
"62 Rue Du Pre,","PETIT CASINO St Claude","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2927.html","PETIT CASINO St Claude","http://images.grandes-enseignes.com/Petit-Casino.png","39200 St Claude","Site Internet","Petit-Casino","Tel. 03 84 41 01 90 -"
"11 Avenue De Belfort,","SPAR Saint Claude","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-3613.html","SPAR Saint Claude","http://images.grandes-enseignes.com/Spar.png","39200 Saint Claude","Site Internet","Spar","Tel. 03 84 45 05 68 -"
"Za Plan Dacier","Lidl St. Claude","Lidl","http://www.lidl.fr/","Lidl St. Claude","http://images.grandes-enseignes.com/Lidl.png","39200 St. Claude","Site Internet","Lidl",NA
"11 Rue De La Croix De La Teppe,","VIVAL Premanon","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1224.html","VIVAL Premanon","http://images.grandes-enseignes.com/Vival.png","39220 Premanon","Site Internet","Vival","Tel. 02 97 02 64 30 -"
"38 route de Lyon","INTERMARCHE SUPER Saint-Claude","Intermarche","http://www.intermarche.com/magasin_accueil/sa-torine-saint-claude-39200","INTERMARCHE SUPER Saint-Claude","http://images.grandes-enseignes.com/Intermarche.png","39200 Saint-Claude","Site Internet","Intermarche","Tel. 03 84 45 55 00 -"
"Zone Industrielle 10, chemin Petit","Auchan Drive - 69, Caluire","Auchan-Drive","http://www.auchandrive.fr/drive/magasin?shopId=527","Auchan Drive - 69, Caluire","http://images.grandes-enseignes.com/Auchan-Drive.png","69300 CALUIRE","Site Internet","Auchan-Drive","Tel. 04 81 07 67 42 -"
"71 Avenue General De Gaulle,","VIVAL Caluire Et Cuire","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1266.html","VIVAL Caluire Et Cuire","http://images.grandes-enseignes.com/Vival.png","69300 Caluire Et Cuire","Site Internet","Vival","Tel. 04 72 27 10 73 -"
"ZI 10 Chemin Petit,","Auchan Caluire","Auchan","http://www.auchan.fr/magasins/caluire/41/accueil/","Auchan Caluire","http://images.grandes-enseignes.com/Auchan.png","69300 CALUIRE","Site Internet","Auchan","Tel. 04 72 27 20 20 -"
"129 Grande Rue De St Clair,","VIVAL Caluire Et Cuire","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10684.html","VIVAL Caluire Et Cuire","http://images.grandes-enseignes.com/Vival.png","69300 Caluire Et Cuire","Site Internet","Vival","Tel. 04 78 23 59 52 -"
"1 place Marechal Foch","Simply Market CALUIRE","Simply-Market","http://www.simplymarket.fr/caluire/","Simply Market CALUIRE","http://images.grandes-enseignes.com/Simply-Market.png","69300 CALUIRE ET CUIRE","Site Internet","Simply-Market",NA
"2 Rue Du General De Gaulle,","PETIT CASINO Collonges Au Mont D'or","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2804.html","PETIT CASINO Collonges Au Mont D'or","http://images.grandes-enseignes.com/Petit-Casino.png","69660 Collonges Au Mont D'or","Site Internet","Petit-Casino","Tel. 04 72 42 91 04 -"
"66 Rue Jean Moulin,","VIVAL Caluire Et Cuire","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10882.html","VIVAL Caluire Et Cuire","http://images.grandes-enseignes.com/Vival.png","69300 Caluire Et Cuire","Site Internet","Vival",NA
"1 Place Louis Braille,","CASINO SHOP Caluire","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4646.html","CASINO SHOP Caluire","http://images.grandes-enseignes.com/Casino-Shop.png","69300 Caluire","Site Internet","Casino-Shop","Tel. 04 78 08 65 20 -"
"9 Avenue Condorcet,","PETIT CASINO Villeurbanne","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-393.html","PETIT CASINO Villeurbanne","http://images.grandes-enseignes.com/Petit-Casino.png","69100 Villeurbanne","Site Internet","Petit-Casino","Tel. 04 72 44 90 24 -"
"21 place Wilson et 12-14 av. Piaton","Franprix VILLEURBANNE","Franprix","http://www.franprix.fr/","Franprix VILLEURBANNE","http://images.grandes-enseignes.com/Franprix.png","69100 VILLEURBANNE","Site Internet","Franprix",NA
"2 Avenue Salvador Allende,","CASINO SHOP Villeurbanne","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4675.html","CASINO SHOP Villeurbanne","http://images.grandes-enseignes.com/Casino-Shop.png","69100 Villeurbanne","Site Internet","Casino-Shop","Tel. 04 72 43 96 05 -"
"Rue Charles Porch","Lidl Lyon","Lidl","http://www.lidl.fr/","Lidl Lyon","http://images.grandes-enseignes.com/Lidl.png","69009 Lyon","Site Internet","Lidl",NA
"47 Rue Francois Peisseil,","VIVAL Caluire Et Cuire","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-10880.html","VIVAL Caluire Et Cuire","http://images.grandes-enseignes.com/Vival.png","69300 Caluire Et Cuire","Site Internet","Vival",NA
"47 Rue Francois Peisseil,","PETIT CASINO Caluire Et Cuire","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-343.html","PETIT CASINO Caluire Et Cuire","http://images.grandes-enseignes.com/Petit-Casino.png","69300 Caluire Et Cuire","Site Internet","Petit-Casino","Tel. 04 72 27 19 19 -"
"20 Cours Andre Philip,","PETIT CASINO Villeurbanne","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2840.html","PETIT CASINO Villeurbanne","http://images.grandes-enseignes.com/Petit-Casino.png","69100 Villeurbanne","Site Internet","Petit-Casino","Tel. 04 37 43 11 17 -"
"31 bis cours Emile Zola","Casino VILLEURBANNE LES CHARPENNES","Casino","http://www.supercasino.fr/-villeurbanne-les-charpennes-.html","Casino VILLEURBANNE LES CHARPENNES","http://images.grandes-enseignes.com/Casino.png","69100 VILLEURBANNE","Site Internet","Casino",NA
"140 Avenue De Thiers,","SPAR Lyon","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-2812.html","SPAR Lyon","http://images.grandes-enseignes.com/Spar.png","69006 Lyon","Site Internet","Spar","Tel. 04 78 52 05 81 -"
"10 Bd Des Brotteaux,","CASINO SHOPPING Lyon","Casino-Shopping","http://annuaire.casino-proximite.fr/c/c/magasin-4277.html","CASINO SHOPPING Lyon","http://images.grandes-enseignes.com/Casino-Shopping.png","69006 Lyon","Site Internet","Casino-Shopping","Tel. 04 37 24 98 74 -"
"Cours Lafayette 272","Lidl Lyon","Lidl","http://www.lidl.fr/","Lidl Lyon","http://images.grandes-enseignes.com/Lidl.png","69003 Lyon","Site Internet","Lidl",NA
"Belle Combe 251 Cours Lafayette","U Express","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","U Express","http://images.grandes-enseignes.com/Magasins-U.png","69006 Lyon","Site Internet","Magasins-U","Tel. 04 37 24 21 92 -"
"27 Rue Hector Berlioz ZAC de SaintRambert","Casino LYON SAINT-RAMBERT","Casino","http://www.supercasino.fr/-lyon-saint-rambert-.html","Casino LYON SAINT-RAMBERT","http://images.grandes-enseignes.com/Casino.png","69009 LYON","Site Internet","Casino",NA
"28 Rue De Margnolles,","SPAR Caluire Et Cuire","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-2680.html","SPAR Caluire Et Cuire","http://images.grandes-enseignes.com/Spar.png","69300 Caluire Et Cuire","Site Internet","Spar","Tel. 04 78 29 25 02 -"
"16 rue Félix Jacquier","Franprix LYON","Franprix","http://www.franprix.fr/","Franprix LYON","http://images.grandes-enseignes.com/Franprix.png","69006 LYON","Site Internet","Franprix",NA
"29 cours Vitton","Franprix LYON","Franprix","http://www.franprix.fr/","Franprix LYON","http://images.grandes-enseignes.com/Franprix.png","69006 LYON","Site Internet","Franprix",NA
"38 avenue Garibaldi","Simply Market LYON GARIBALDI","Simply-Market","http://www.simplymarket.fr/lyon-garibaldi/","Simply Market LYON GARIBALDI","http://images.grandes-enseignes.com/Simply-Market.png","69006 LYON","Site Internet","Simply-Market",NA
"38 Av G. Pompidou,","PETIT CASINO Lyon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-4256.html","PETIT CASINO Lyon","http://images.grandes-enseignes.com/Petit-Casino.png","69003 Lyon","Site Internet","Petit-Casino","Tel. 04 72 34 00 14 -"
"9 Rue Bareme,","SPAR Lyon","Spar","http://annuaire.casino-proximite.fr/c/c/magasin-2683.html","SPAR Lyon","http://images.grandes-enseignes.com/Spar.png","69006 Lyon","Site Internet","Spar","Tel. 04 78 93 08 66 -"
"36 Rue Juliette Recamier,","CASINO SHOP Lyon","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4644.html","CASINO SHOP Lyon","http://images.grandes-enseignes.com/Casino-Shop.png","69006 Lyon","Site Internet","Casino-Shop","Tel. 04 78 65 00 66 -"
"31 rue Duquesne","Carrefour City Lyon Duquesne","Carrefour-City","http://www.carrefour.fr/magasin/city-lyon-duquesne","Carrefour City Lyon Duquesne","http://images.grandes-enseignes.com/Carrefour-City.png","69006 LYON","Site Internet","Carrefour-City","Tel. 04 72 43 03 85 -"
"51 Cours Franklin Roosevelt,","PETIT CASINO Lyon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-2805.html","PETIT CASINO Lyon","http://images.grandes-enseignes.com/Petit-Casino.png","69006 Lyon","Site Internet","Petit-Casino","Tel. 04 78 89 89 80 -"
"Centre commercial de la Part Dieu - 18 rue du Docteur Bouchut","Carrefour Lyon Part Dieu","Carrefour","http://www.carrefour.fr/magasin/lyon-part-dieu","Carrefour Lyon Part Dieu","http://images.grandes-enseignes.com/Carrefour.png","69431 LYON CEDEX 03","Site Internet","Carrefour","Tel. 04 72 44 65 79 -"
"10-12 Boulevard Viivier-Merle","Monoprix LYON LA PART DIEU","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-lyon-la-part-dieu-lyon-2326.html","Monoprix LYON LA PART DIEU","http://images.grandes-enseignes.com/Monoprix.png","69003 LYON","Site Internet","Monoprix","Tel. 04 37 72 40 00 -"
"2-8 rue Artaud 34 rue De Belfort","Franprix LYON","Franprix","http://www.franprix.fr/","Franprix LYON","http://images.grandes-enseignes.com/Franprix.png","69004 LYON","Site Internet","Franprix",NA
"14 Rue De Nuits,","PETIT CASINO Lyon","Petit-Casino","http://annuaire.casino-proximite.fr/c/c/magasin-348.html","PETIT CASINO Lyon","http://images.grandes-enseignes.com/Petit-Casino.png","69004 Lyon","Site Internet","Petit-Casino","Tel. 04 78 28 94 99 -"
"6ème 107 Rue Boileau","U Express","Magasins-U","http://www.magasins-u.com/portailu/national/pg_d_sysu_le_groupe_sig_nat","U Express","http://images.grandes-enseignes.com/Magasins-U.png","69006 Lyon","Site Internet","Magasins-U","Tel. 04 78 52 40 82 -"
"30 av. Du Maréchal Foch","Franprix LYON","Franprix","http://www.franprix.fr/","Franprix LYON","http://images.grandes-enseignes.com/Franprix.png","69006 LYON","Site Internet","Franprix",NA
"241 rue Paul Bert","INTERMARCHE EXPRESS Lyon","Intermarche","http://www.intermarche.com/magasin_accueil/sas-ovalie-lyon-69003","INTERMARCHE EXPRESS Lyon","http://images.grandes-enseignes.com/Intermarche.png","69003 Lyon","Site Internet","Intermarche","Tel. 04 78 53 02 24 -"
"Rue Pierre Brunier 21","Lidl Caluire","Lidl","http://www.lidl.fr/","Lidl Caluire","http://images.grandes-enseignes.com/Lidl.png","69300 Caluire","Site Internet","Lidl",NA
"65 avenue Maréchal Foch","Carrefour Carrefour Express Lyon Foch","Carrefour-Express","http://www.carrefour.fr/magasin/express-lyon-foch","Carrefour Carrefour Express Lyon Foch","http://images.grandes-enseignes.com/Carrefour-Express.png","69006 LYON","Site Internet","Carrefour-Express","Tel. 04 37 42 55 55 -"
"129 rue garibaldi","Monoprix BROTTEAUX","Monoprix","http://www.monoprix.fr/trouver-mon-magasin/monoprix-brotteaux-lyon-405.html","Monoprix BROTTEAUX","http://images.grandes-enseignes.com/Monoprix.png","69003 LYON","Site Internet","Monoprix","Tel. 04 78 60 20 15 -"
"107 Rue Vendome,","CASINO SHOP Lyon","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4667.html","CASINO SHOP Lyon","http://images.grandes-enseignes.com/Casino-Shop.png","69006 Lyon","Site Internet","Casino-Shop","Tel. 04 78 24 88 60 -"
"49 rue Cuvier","Franprix LYON","Franprix","http://www.franprix.fr/","Franprix LYON","http://images.grandes-enseignes.com/Franprix.png","69006 LYON","Site Internet","Franprix",NA
"40 avenue Lacassagne","Carrefour City Lyon Lacassagne","Carrefour-City","http://www.carrefour.fr/magasin/city-lyon-lacassagne","Carrefour City Lyon Lacassagne","http://images.grandes-enseignes.com/Carrefour-City.png","69003 LYON","Site Internet","Carrefour-City","Tel. 04 78 53 18 45 -"
"4 rue du Mail","Carrefour City Lyon Croix Rousse","Carrefour-City","http://www.carrefour.fr/magasin/city-lyon-croix-rousse","Carrefour City Lyon Croix Rousse","http://images.grandes-enseignes.com/Carrefour-City.png","69004 LYON","Site Internet","Carrefour-City","Tel. 04 78 98 64 73 -"
"4 Place Marechal Lyautey,","VIVAL Lyon","Vival","http://annuaire.casino-proximite.fr/c/c/magasin-1247.html","VIVAL Lyon","http://images.grandes-enseignes.com/Vival.png","69006 Lyon","Site Internet","Vival","Tel. 04 78 89 14 68 -"
"12 Place De La Croix Rousse,","CASINO SHOP Lyon","Casino-Shop","http://annuaire.casino-proximite.fr/c/c/magasin-4673.html","CASINO SHOP Lyon","http://images.grandes-enseignes.com/Casino-Shop.png","69004 Lyon","Site Internet","Casino-Shop","Tel. 04 72 07 65 19 -"
"74 rue De Bonnel","Franprix LYON","Franprix","http://www.franprix.fr/","Franprix LYON","http://images.grandes-enseignes.com/Franprix.png","69003 LYON","Site Internet","Franprix",NA
"37 RUE HENON","INTERMARCHE EXPRESS Lyon","Intermarche","http://www.intermarche.com/magasin_accueil/sas-hecane-lyon-69004","INTERMARCHE EXPRESS Lyon","http://images.grandes-enseignes.com/Intermarche.png","69004 Lyon","Site Internet","Intermarche","Tel. 04 37 92 02 02 -"
