"","CD_U2A","LB_U2A","CD_STR","CD_DEPT","LB_DEPT","CD_REGION","LB_REGION","VILLE","DEPT","coord.lat","coord.lng"
"335","U3803","Centre distribution St Quentin Fallavier",508,38,"DD DE L ISERE","82","RHONE-ALPES","St%20Quentin%20Fallavier","Is%C3%A8re",45.632449,5.111562
"336","U3804","Distribution CAP de Crolles",503,38,"DD DE L ISERE","82","RHONE-ALPES","Crolles","Is%C3%A8re",45.284906,5.882983
"337","U3805","Centre distribution de Vienne",508,38,"DD DE L ISERE","82","RHONE-ALPES","Vienne","Is%C3%A8re",45.525587,4.874339
"338","U3806","Centre distribution de Verpilliere",508,38,"DD DE L ISERE","82","RHONE-ALPES","Verpilliere","Is%C3%A8re",45.636822,5.143259
"339","U3807","Centre de distribution de Voiron",509,38,"DD DE L ISERE","82","RHONE-ALPES","Voiron","Is%C3%A8re",45.362713,5.591349
"340","U3808","Centre distribution Pont de Beauvoisin",506,38,"DD DE L ISERE","82","RHONE-ALPES","Pont%20Beauvoisin","Is%C3%A8re",45.5313399,5.6659546
"341","U3809","Centre distribution de La Tour du Pin",506,38,"DD DE L ISERE","82","RHONE-ALPES","La%20Tour%20Pin","Is%C3%A8re",45.5548,5.3859
"342","U3810","Samu social d'Echirolles",2190,38,"DD DE L ISERE","82","RHONE-ALPES","Echirolles","Is%C3%A8re",45.142151,5.718034
"343","U3811","Centre de distribution Villefontaine",502,38,"DD DE L ISERE","82","RHONE-ALPES","Villefontaine","Is%C3%A8re",45.613538,5.150093
"344","U3812","Centre distribution de St Marcellin",507,38,"DD DE L ISERE","82","RHONE-ALPES","St%20Marcellin","Is%C3%A8re",45.154119,5.3199379
"345","U3813","Centre Distribution Bourgoin Jallieu",502,38,"DD DE L ISERE","82","RHONE-ALPES","Bourgoin%20Jallieu","Is%C3%A8re",45.597108,5.27212
"346","U3814","Samu social Bourgoin Jallieu",502,38,"DD DE L ISERE","82","RHONE-ALPES","Bourgoin%20Jallieu","Is%C3%A8re",45.597108,5.27212
"347","U3815","Centre distribution Rives",509,38,"DD DE L ISERE","82","RHONE-ALPES","Rives","Is%C3%A8re",45.350083,5.504735
"348","U3816","Distribution CAP de La Mure",2190,38,"DD DE L ISERE","82","RHONE-ALPES","La%20Mure","Is%C3%A8re",44.906521,5.784528
"349","U3901","FERME ****CD Bletterans****",520,39,"DD DU JURA","43","FRANCHE-COMTE","%2A%2A%2A%2ABletterans%2A%2A%2A%2A","Jura",46.74712,5.452332
"350","U3902","Centre de distribution de Arinthod",513,39,"DD DU JURA","43","FRANCHE-COMTE","Arinthod","Jura",46.394543,5.565486
"351","U3903","Centre de distribution de Lons le Saunie",513,39,"DD DU JURA","43","FRANCHE-COMTE","Lons%20le%20Saunie","Jura",46.671361,5.550796
"352","U3904","Centre de distribution Orgelet",513,39,"DD DU JURA","43","FRANCHE-COMTE","Orgelet","Jura",46.522526,5.612965
"353","U3905","Centre de distribution de Saint Amour",513,39,"DD DU JURA","43","FRANCHE-COMTE","Saint%20Amour","Jura",46.4363219,5.345254
"354","U3906","Centre de distribution d'Arbois",510,39,"DD DU JURA","43","FRANCHE-COMTE","Arbois","Jura",46.902851,5.772342
"355","U3907","Epicerie sociale de Bletterans",520,39,"DD DU JURA","43","FRANCHE-COMTE","Bletterans","Jura",46.74712,5.452332
"356","U40","DD des Landes",45,40,"DD DES LANDES","72","AQUITAINE","Landes","Landes",46.015004,-0.5948369
"357","U4001","Centre de distribution de Mont de Marsan",525,40,"DD DES LANDES","72","AQUITAINE","Mont%20Marsan","Landes",43.893485,-0.499782
"358","U4002","Samu social de Peyrehorade",3961,40,"DD DES LANDES","72","AQUITAINE","Peyrehora","Landes",43.545627,-1.097208
"359","U4003","Distribution CAP Dax",524,40,"DD DES LANDES","72","AQUITAINE","Dax","Landes",43.708608,-1.051945
"360","U4004","Distribution CAP St Vincent Tyrosse",3961,40,"DD DES LANDES","72","AQUITAINE","St%20Vincent%20Tyrosse","Landes",43.6587109,-1.301187
"361","U4005","Distribution CAP de Parentis en Born",522,40,"DD DES LANDES","72","AQUITAINE","Parentis%20en%20Born","Landes",44.35262,-1.0729979
"362","U4006","Distribution CAP de St Martin Seignanx",3961,40,"DD DES LANDES","72","AQUITAINE","St%20Martin%20Seignanx","Landes",43.544854,-1.386248
"363","U4007","Distribution CAP de Mont de Marsan",525,40,"DD DES LANDES","72","AQUITAINE","Mont%20Marsan","Landes",43.893485,-0.499782
"364","U4101","Centre de distribution de Vendome",532,41,"\N","\N","\N","Vendome","Loir-et-Cher",47.792551,1.065343
"365","U4201","Centre de distribution de St Etienne",540,42,"DD DE LA LOIRE","82","RHONE-ALPES","St%20Etienne","Loire",45.439695,4.3871779
"366","U4202","Centre de distribution de Montbrison",536,42,"DD DE LA LOIRE","82","RHONE-ALPES","Montbrison","Loire",45.60745,4.063338
"367","U4203","Centre de distribution Sury-le-Comtal",536,42,"DD DE LA LOIRE","82","RHONE-ALPES","Sury-le-Comtal","Loire",45.538092,4.1831889
"368","U4204","Centre de distribution de Firminy",541,42,"DD DE LA LOIRE","82","RHONE-ALPES","Firminy","Loire",45.387638,4.287617
"369","U4205","Centre de distribution de Veauche",540,42,"\N","\N","\N","Veauche","Loire",45.561668,4.278078
"370","U4301","Centre Distribution de Puy en Velay",2672,43,"DT DE LA HAUTE-LOIRE","83","AUVERGNE","Puy%20en%20Velay","Haute-Loire",45.042768,3.882936
"371","U4302","Centre de Distribution de Saint Sigolene",2670,43,"DT DE LA HAUTE-LOIRE","83","AUVERGNE","Saint%20Sigolene","Haute-Loire",45.2458359,4.2189198
"372","U4303","Centre de Distribution de Bas en Basset",48,43,"DT DE LA HAUTE-LOIRE","83","AUVERGNE","Bas%20en%20Basset","Haute-Loire",45.305846,4.109558
"373","U44","DD Loire-Atlantique",49,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Loire-Atlantique","Loire-Atlantique",47.1574188,-1.6062316
"374","U4401","Centre de distribution du Pontchateau",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Pontchateau","Loire-Atlantique",47.436929,-2.089536
"375","U4402","Centre de distribution Vallet",3827,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Vallet","Loire-Atlantique",47.160929,-1.265138
"376","U4403","Centre de distribution Reze",3827,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Reze","Loire-Atlantique",47.190616,-1.569382
"377","U4404","Centre de distribution Nantes Trebuchet",558,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Nantes%20Trebuchet","Loire-Atlantique",47.2204186,-1.5454157
"378","U4405","Centre de distribution Batz sur Mer",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Batz%20sur%20Mer","Loire-Atlantique",47.277641,-2.479422
"379","U4406","Epicerie sociale de Carquefou",558,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Carquefou","Loire-Atlantique",47.296241,-1.486812
"380","U4407","Centre distribution de St Nazaire",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","St%20Nazaire","Loire-Atlantique",47.2734979,-2.213848
"381","U4408","Centre de distribution de Paimboeuf",563,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Paimboeuf","Loire-Atlantique",47.28741,-2.031545
"382","U4409","Centre de  distribution de St Michel C/C",563,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","distribution%20St%20Michel%20C%2FC","Loire-Atlantique",47.2780468,-1.8157647
"383","U4410","Distribution CAP Ancenis",554,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Ancenis","Loire-Atlantique",47.365464,-1.177491
"384","U4411","Distribution de CAP de Chateaubriant",556,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Chateaubriant","Loire-Atlantique",47.720948,-1.3762239
"385","U4412","Centre de distribution de Savenay",555,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Savenay","Loire-Atlantique",47.358852,-1.944482
"386","U4413","Centre distribution de la Turballe",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","la%20Turballe","Loire-Atlantique",47.348472,-2.511759
"387","U4414","Centre distribution de Guerande",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Gueran","Loire-Atlantique",47.275886,-2.4862807
"388","U4415","Centre distribution de Croisic",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Croisic","Loire-Atlantique",47.275886,-2.4862807
"389","U4416","A DEFINIR",555,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","NON RENSEIGNE","Loire-Atlantique",NA,NA
"390","U4417","Distribution ambulante St Nazaire",561,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","ambulante%20St%20Nazaire","Loire-Atlantique",47.2734979,-2.213848
"391","U4418","Centre de distribution de Blain",555,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Blain","Loire-Atlantique",47.475279,-1.764935
"392","U4419","Centre distribution Grandchamp Fontaines",555,44,"DD DE LA LOIRE-ATLANTIQUE","52","PAYS-DE-LA-LOIRE","Grandchamp%20Fontaines","Loire-Atlantique",47.364384,-1.605706
"393","U4501","Centre de distribution d'Orleans",570,45,"DT DU LOIRET","24","CENTRE","Orleans","Loiret",47.902964,1.909251
"394","U4502","Samu social d'Orleans",570,45,"DT DU LOIRET","24","CENTRE","Orleans","Loiret",47.902964,1.909251
"395","U4503","Centre distribution de Montargis",569,45,"DT DU LOIRET","24","CENTRE","Montargis","Loiret",47.99729,2.736291
"396","U4504","Centre distribution de St Jean le Blanc",570,45,"DT DU LOIRET","24","CENTRE","St%20Jean%20le%20Blanc","Loiret",47.893057,1.915628
"397","U46","DD du Lot",51,46,"DD DU LOT","73","MIDI-PYRENEES","Lot","Lot",44.4587391,1.5028941
"398","U4601","Centre de distribution de Saint-Cere",580,46,"DD DU LOT","73","MIDI-PYRENEES","Saint-Cere","Lot",44.859439,1.892482
"399","U4602","Centre de distribution de Cahors",572,46,"DD DU LOT","73","MIDI-PYRENEES","Cahors","Lot",44.4475229,1.441989
"400","U4603","Samu social de Cahors",572,46,"DD DU LOT","73","MIDI-PYRENEES","Cahors","Lot",44.4475229,1.441989
"401","U4604","Centre de distribution de Figeac",573,46,"DD DU LOT","73","MIDI-PYRENEES","Figeac","Lot",44.608288,2.032871
"402","U4605","Distribution de CAP de Souillac",581,46,"DD DU LOT","73","MIDI-PYRENEES","Souillac","Lot",44.893626,1.478613
"403","U4606","Distribution de CAP de Luzech",578,46,"DD DU LOT","73","MIDI-PYRENEES","Luzech","Lot",44.476911,1.289267
"404","U47","DD Lot-et-Garonne",52,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Lot-et-Garonne","Lot-et-Garonne",44.2022183,0.6206705
"405","U4701","Centre de distribution Marmande",588,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Marman","Lot-et-Garonne",44.500484,0.159869
"406","U4702","Samu social de Tonneins",590,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Tonneins","Lot-et-Garonne",44.391183,0.308179
"407","U4703","Samu social de Marmande",588,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Marman","Lot-et-Garonne",44.500484,0.159869
"408","U4704","Centre de distribution d'Agen",583,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Agen","Lot-et-Garonne",44.203142,0.616363
"409","U4705","Distribution CAP Tonneins",590,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Tonneins","Lot-et-Garonne",44.391183,0.308179
"410","U4706","Centre de distribution de Villereal",592,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Villereal","Lot-et-Garonne",44.6370239,0.742623
"411","U4707","Centre de distribution d'Aiguillon",584,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Aiguillon","Lot-et-Garonne",44.301656,0.338664
"412","U4708","Samu social d'Agen",583,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Agen","Lot-et-Garonne",44.203142,0.616363
"413","U4709","Samu de Villeneuve sur Lot",591,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Villeneuve%20sur%20Lot","Lot-et-Garonne",44.4082053,0.7072568
"414","U4710","Centre distribution Villeneuve sur Lot",591,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Villeneuve%20sur%20Lot","Lot-et-Garonne",44.4082053,0.7072568
"415","U4711","Centre de distribution de Tonneins",590,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Tonneins","Lot-et-Garonne",44.391183,0.308179
"416","U4712","Centre de distribution de Miramont",593,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Miramont","Lot-et-Garonne",44.339429,0.158189
"417","U4713","Espace Parent/Enfant de Nerac",589,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Parent%2FEnfant%20Nerac","Lot-et-Garonne",44.136103,0.340128
"418","U4714","Centre de distribution de Castillonnes",592,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","Castillonnes","Lot-et-Garonne",44.652901,0.591713
"419","U4715","A DEFINIR",591,47,"DD DU LOT-ET-GARONNE","72","AQUITAINE","NON RENSEIGNE","Lot-et-Garonne",NA,NA
"420","U4801","Centre distribution Saint Chely d'Apcher",599,48,"DD DE LA LOZERE","91","LANGUEDOC-ROUSSILLON","Saint%20Chely%20d%27Apcher","Loz%C3%A8re",44.801726,3.275227
"421","U4802","Centre de distribution Langogne",596,48,"DD DE LA LOZERE","91","LANGUEDOC-ROUSSILLON","Langogne","Loz%C3%A8re",44.727236,3.855416
"422","U4803","Centre distribution la Canourgue",597,48,"DD DE LA LOZERE","91","LANGUEDOC-ROUSSILLON","la%20Canourgue","Loz%C3%A8re",44.431036,3.214921
"423","U4804","Centre distribution de Mende",598,48,"DD DE LA LOZERE","91","LANGUEDOC-ROUSSILLON","Men","Loz%C3%A8re",44.5001313,3.5334654
"424","U49","Distribution CAP DD Maine et Loire",54,49,"DD DU MAINE-ET-LOIRE","52","PAYS-DE-LA-LOIRE","Maine%20et%20Loire","Maine-et-Loire",47.457509,-0.559879
"425","U4901","Centre de distribution de Saumur",603,49,"DD DU MAINE-ET-LOIRE","52","PAYS-DE-LA-LOIRE","Saumur","Maine-et-Loire",47.260135,-0.080893
"426","U4902","Centre distribution d'Angers",600,49,"DD DU MAINE-ET-LOIRE","52","PAYS-DE-LA-LOIRE","Angers","Maine-et-Loire",47.478419,-0.563166
"427","U50","DD de la Manche",55,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Manche","Manche",49.646095,-1.576902
"428","U5001","Centre distribution de Periers",613,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Periers","Manche",49.1857789,-1.408952
"429","U5002","Centre distribution de Saint Lo",615,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Saint%20Lo","Manche",49.1154686,-1.0828136
"430","U5003","Centre distribution de Valognes",616,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Valognes","Manche",49.509594,-1.469216
"431","U5004","Centre distribution de Cherbourg",608,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Cherbourg","Manche",49.6337308,-1.622137
"432","U5005","Samu social de Cherbourg",608,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Cherbourg","Manche",49.6337308,-1.622137
"433","U5006","Point alimentation bebe de Granville",3681,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","bebe%20Granville","Manche",48.837579,-1.597302
"434","U5007","Espace bebe maman d'Avranches",3681,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Avranches","Manche",48.686843,-1.36166
"435","U5008","Centre de distribution Coutances",609,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Coutances","Manche",49.047808,-1.4452609
"436","U5009","Centre de distribution Sourdeval",3698,50,"DD DE LA MANCHE","25","BASSE-NORMANDIE","Sourdeval","Manche",48.724336,-0.923823
"437","U5101","FERMER CD de Reims",623,51,"\N","\N","\N","Reims","Marne",49.258329,4.031696
"438","U5102","Centre distribution Chalons en Champagne",619,51,"DD DE LA MARNE","21","CHAMPAGNE-ARDENNE","Chalons%20en%20Champagne","Marne",48.956682,4.363073
"439","U5201","Centre distribution de Chaumont",4058,52,"DT DE LA HAUTE-MARNE","21","CHAMPAGNE-ARDENNE","Chaumont","Haute-Marne",48.113748,5.1392559
"440","U5202","Centre de distribution de Joinville",4059,52,"DT DE LA HAUTE-MARNE","21","CHAMPAGNE-ARDENNE","Joinville","Haute-Marne",48.4434759,5.137688
"441","U5203","Centre distribution de Saint Dizier",4060,52,"DT DE LA HAUTE-MARNE","21","CHAMPAGNE-ARDENNE","Saint%20Dizier","Haute-Marne",48.637692,4.947418
"442","U5301","Centre de distribution de Laval",635,53,"DD DE LA MAYENNE","52","PAYS-DE-LA-LOIRE","Laval","Mayenne",48.0785146,-0.7669906
"443","U5401","Centre de distribution de Jarny",639,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Jarny","Meurthe-et-Moselle",49.151784,5.8858499
"444","U5402","Centre distribution Dombasle sur Meurthe",640,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Dombasle%20sur%20Meurthe","Meurthe-et-Moselle",48.623019,6.34964
"445","U5403","Centre distribution St Nicolas de Port",640,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","St%20Nicolas%20Port","Meurthe-et-Moselle",48.6331149,6.303733
"446","U5404","Centre distribution de Varangeville",640,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Varangeville","Meurthe-et-Moselle",48.6347809,6.313135
"447","U5405","Centre distribution Rosiere aux Salines",640,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Rosiere%20aux%20Salines","Meurthe-et-Moselle",48.595365,6.332949
"448","U5406","Centre distribution de Longuyon",644,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Longuyon","Meurthe-et-Moselle",49.446035,5.600987
"449","U5407","Centre de distribution de Nancy",646,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Nancy","Meurthe-et-Moselle",48.692054,6.184417
"450","U5408","Centre distribution de Luneville",645,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Luneville","Meurthe-et-Moselle",48.592237,6.492339
"451","U5409","Centre distribution de Pont a Mousson",649,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Pont%20a%20Mousson","Meurthe-et-Moselle",48.90329,6.054868
"452","U5410","Distribution CAP d'Auboue",639,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Auboue","Meurthe-et-Moselle",49.215349,5.973955
"453","U5411","Epicerie sociale de Longwy",644,54,"DD DE MEURTHE-ET-MOSELLE","41","LORRAINE","Longwy","Meurthe-et-Moselle",49.519919,5.761773
"454","U55","DD de la Meuse",60,55,"DD DE LA MEUSE","41","LORRAINE","Meuse","Meuse",47.994366,5.552546
"455","U5501","Centre de distribution de Bar le Duc",652,55,"DD DE LA MEUSE","41","LORRAINE","Bar%20le%20Duc","Meuse",48.773605,5.158238
"456","U5502","FERMER CD de St Mihiel",653,55,"DD DE LA MEUSE","41","LORRAINE","St%20Mihiel","Meuse",48.88855,5.541657
"457","U5503","Centre de distribution de Commercy",653,55,"DD DE LA MEUSE","41","LORRAINE","Commercy","Meuse",48.763802,5.592348
"458","U5504","Distribution CAP de Revigny",658,55,"DD DE LA MEUSE","41","LORRAINE","Revigny","Meuse",48.828221,4.987392
"459","U5505","Centre de distribution d'Etain",661,55,"DD DE LA MEUSE","41","LORRAINE","Etain","Meuse",49.2175831,5.6166101
"460","U5506","Centre de distribution de Verdun",661,55,"DD DE LA MEUSE","41","LORRAINE","Verdun","Meuse",49.1598764,5.3844231
"461","U5507","FERMER CD Vaucouleurs",660,55,"\N","\N","\N","Vaucouleurs","Meuse",48.601914,5.66551
"462","U56","DD du Morbihan",61,56,"DD DU MORBIHAN","53","BRETAGNE","Morbihan","Morbihan",47.4805378,-3.0998335
"463","U5601","Distribution CAP de Questembert",668,56,"DD DU MORBIHAN","53","BRETAGNE","Questembert","Morbihan",47.6601039,-2.4506579
"464","U5602","Distribution de CAP de Lorient",665,56,"DD DU MORBIHAN","53","BRETAGNE","Lorient","Morbihan",47.7482524,-3.3702449
"465","U5603","Distribution CAP de Quiberon",3703,56,"DD DU MORBIHAN","53","BRETAGNE","Quiberon","Morbihan",47.482133,-3.121053
"466","U5604","Samu social de Lorient",665,56,"DD DU MORBIHAN","53","BRETAGNE","Lorient","Morbihan",47.7482524,-3.3702449
"467","U5605","Samu social de Vannes",670,56,"DD DU MORBIHAN","53","BRETAGNE","Vannes","Morbihan",47.658236,-2.760847
"468","U5606","Point alimentation bebe de Vannes",670,56,"DD DU MORBIHAN","53","BRETAGNE","bebe%20Vannes","Morbihan",47.658236,-2.760847
"469","U5607","Distribution de CAP de Vannes",670,56,"DD DU MORBIHAN","53","BRETAGNE","Vannes","Morbihan",47.658236,-2.760847
"470","U5608","Point alimentation bebe de Lorient",665,56,"DD DU MORBIHAN","53","BRETAGNE","bebe%20Lorient","Morbihan",47.7482524,-3.3702449
"471","U5609","Distribution CAP de Ploermel",666,56,"DD DU MORBIHAN","53","BRETAGNE","Ploermel","Morbihan",47.929254,-2.396846
"472","U57","DD de la Moselle",62,57,"DD DE LA MOSELLE","41","LORRAINE","Moselle","Moselle",49.342759,6.046863
"473","U5701","Centre de distribution de Sarralbe",685,57,"DD DE LA MOSELLE","41","LORRAINE","Sarralbe","Moselle",48.999639,7.029931
"474","U5702","Epicerie sociale de Sarrebourg",686,57,"DD DE LA MOSELLE","41","LORRAINE","Sarrebourg","Moselle",48.732663,7.052587
"475","U5703","Centre de distribution d'Uckange",678,57,"DD DE LA MOSELLE","41","LORRAINE","Uckange","Moselle",49.305632,6.1487999
"476","U5704","Centre de distribution de Fontoy",678,57,"DD DE LA MOSELLE","41","LORRAINE","Fontoy","Moselle",49.356178,5.996259
"477","U5705","Centre distribution de Hagondange",678,57,"DD DE LA MOSELLE","41","LORRAINE","Hagondange","Moselle",49.25418,6.168126
"478","U5706","FERMER CD de Boulay",681,57,"DD DE LA MOSELLE","41","LORRAINE","Boulay","Moselle",49.184543,6.4981099
"479","U5707","FERMER CD de Bouzonville",687,57,"DD DE LA MOSELLE","41","LORRAINE","Bouzonville","Moselle",49.290564,6.536161
"480","U5708","Distribution CAP de Creutzwald",683,57,"DD DE LA MOSELLE","41","LORRAINE","Creutzwald","Moselle",49.204987,6.6962469
"481","U5709","Distribution CAP Ars sur Moselle",681,57,"DD DE LA MOSELLE","41","LORRAINE","Ars%20sur%20Moselle","Moselle",49.076395,6.0755
"482","U5710","Distribution CAP Metz",681,57,"DD DE LA MOSELLE","41","LORRAINE","Metz","Moselle",49.1193089,6.1757156
"483","U5711","FERMER CD de Metz",681,57,"DD DE LA MOSELLE","41","LORRAINE","Metz","Moselle",49.1193089,6.1757156
"484","U5712","Centre distribution de Audun le Tiche",687,57,"DD DE LA MOSELLE","41","LORRAINE","Audun%20le%20Tiche","Moselle",49.471959,5.957249
"485","U5713","Centre de distribution de Guenange",687,57,"DD DE LA MOSELLE","41","LORRAINE","Guenange","Moselle",49.29876,6.202837
"486","U5714","Centre distribution de Sierck les Bains",687,57,"DD DE LA MOSELLE","41","LORRAINE","Sierck%20les%20Bains","Moselle",49.442631,6.361008
"487","U5715","Centre distribution de St Avold",683,57,"DD DE LA MOSELLE","41","LORRAINE","St%20Avold","Moselle",49.104408,6.705793
"488","U5716","Centre distribution de Dieuze",676,57,"DD DE LA MOSELLE","41","LORRAINE","Dieuze","Moselle",48.810313,6.71757
"489","U5717","Distribution CAP de Forbach",683,57,"DD DE LA MOSELLE","41","LORRAINE","Forbach","Moselle",49.186515,6.895295
"490","U5718","Distribution CAP de Sarreguemines",684,57,"DD DE LA MOSELLE","41","LORRAINE","Sarreguemines","Moselle",49.106031,7.070862
"491","U5719","CD de Morhange",676,57,"DD DE LA MOSELLE","41","LORRAINE","Morhange","Moselle",48.922901,6.635795
"492","U5720","Centre distribution de Yutz",687,57,"DD DE LA MOSELLE","41","LORRAINE","Yutz","Moselle",49.357276,6.200101
"493","U5721","Entrepot de Thionville",687,57,"DD DE LA MOSELLE","41","LORRAINE","Thionville","Moselle",49.357571,6.168426
"494","U5722","Epicerie sociale de Metz",681,57,"DD DE LA MOSELLE","41","LORRAINE","Metz","Moselle",49.1193089,6.1757156
"495","U5901","Centre de distribution de Denain",716,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Denain","Nord",50.328225,3.397325
"496","U5902","Centre de distribution de Lille",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Lille","Nord",50.62925,3.057256
"497","U5903","Centre de distribution de Wattignies",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Wattignies","Nord",50.581494,3.044099
"498","U5904","Centre de distribution de Templemars",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Templemars","Nord",50.576013,3.053254
"499","U5905","Centre distribution Roubaix",728,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Roubaix","Nord",50.6927049,3.177847
"500","U5906","Centre de distribution Houplin-Ancoisne",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Houplin-Ancoisne","Nord",50.562,3.000458
"501","U5907","Centre de distribution de Bailleuil",721,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Bailleuil","Nord",50.736482,2.73559
"502","U5908","Centre de distribution de Thumeries",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Thumeries","Nord",50.4777681,3.055458
"503","U5909","Centre distribution de Dunkerque",718,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Dunkerque","Nord",51.0343684,2.3767763
"504","U5910","Centre de distribution St Amand les Eaux",2612,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","St%20Amand%20les%20Eaux","Nord",50.448979,3.428713
"505","U5911","Centre de distribution de Maubeuge",727,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Maubeuge","Nord",50.280228,3.9674
"506","U5912","Centre distribution St-Andre-Lez-Lille",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","St-Andre-Lez-Lille","Nord",50.660979,3.047736
"507","U5913","Centre de distribution de Douai",717,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Douai","Nord",50.367874,3.080602
"508","U5914","Centre distribution de Caudry",715,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Caudry","Nord",50.124269,3.410122
"509","U5915","Centre de distribution de Valenciennes",731,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Valenciennes","Nord",50.357113,3.518332
"510","U5916","Centre de distribution de Cambrai",714,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Cambrai","Nord",50.173538,3.236633
"511","U5917","Centre de distribution de Tourcoing",730,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Tourcoing","Nord",50.724993,3.16207
"512","U5918","Centre de distribution de Hautmont",727,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Hautmont","Nord",50.246997,3.91708
"513","U5919","Epicerie sociale de Lille",725,59,"DD DU NORD","31","NORD-PAS-DE-CALAIS","Lille","Nord",50.62925,3.057256
