"","CD_U2A","LB_U2A","CD_STR","CD_DEPT","LB_DEPT","CD_REGION","LB_REGION","VILLE","DEPT","coord.lat","coord.lng"
"685","U8101","Centre de distribution de Gaillac",1010,81,"DD DU TARN","73","MIDI-PYRENEES","Gaillac","Tarn",43.9018159,1.896506
"686","U8102","Centre de distribution de Realmont",1015,81,"DD DU TARN","73","MIDI-PYRENEES","Realmont","Tarn",43.776621,2.18884
"687","U8103","Centre de distribution de Lavaur",1013,81,"DD DU TARN","73","MIDI-PYRENEES","Lavaur","Tarn",43.699185,1.820699
"688","U8104","FERMER CD de Mazamet",1008,81,"DD DU TARN","73","MIDI-PYRENEES","Mazamet","Tarn",43.490103,2.376579
"689","U8105","Centre de distribution de Castres",1008,81,"DD DU TARN","73","MIDI-PYRENEES","Castres","Tarn",43.606214,2.241295
"690","U8106","Centre de distribution de Graulhet",1011,81,"DD DU TARN","73","MIDI-PYRENEES","Graulhet","Tarn",43.759597,1.988911
"691","U8107","Centre de distribution d'Albi",1006,81,"DD DU TARN","73","MIDI-PYRENEES","Albi","Tarn",43.9250853,2.1486413
"692","U8201","Centre de distribution Valence d'Agen",1025,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Valence%20d%27Agen","Tarn-et-Garonne",44.108057,0.890241
"693","U8202","Samu social de Montauban",1022,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Montauban","Tarn-et-Garonne",44.0221252,1.3529599
"694","U8203","Epicerie sociale de Moissac",1021,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Moissac","Tarn-et-Garonne",44.104852,1.08468
"695","U8204","A DEFINIR (CAP)",87,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","NON RENSEIGNE","Tarn-et-Garonne",NA,NA
"696","U8205","Centre de distribution de Montauban",1022,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Montauban","Tarn-et-Garonne",44.0221252,1.3529599
"697","U8206","Centre de distribution de Beaumont de Lo",1017,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Beaumont%20Lo","Tarn-et-Garonne",43.886181,0.987172
"698","U8208","Centre distribution de Castelsarrasin",1018,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Castelsarrasin","Tarn-et-Garonne",44.039889,1.107132
"699","U8209","Centre de distribution de Verdun sur G",1026,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Verdun%20sur%20G","Tarn-et-Garonne",43.854134,1.235576
"700","U8210","Centre de distribution de Montech",1023,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Montech","Tarn-et-Garonne",43.957295,1.228583
"701","U8211","Centre de distribution Caussade",1019,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Caussa","Tarn-et-Garonne",44.157997,1.542131
"702","U8212","Centre de distribution Lafrancaise",1020,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Lafrancaise","Tarn-et-Garonne",44.125763,1.2404139
"703","U8213","A DEFINIR (CAP)",87,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","NON RENSEIGNE","Tarn-et-Garonne",NA,NA
"704","U8214","Centre de distribution de St Antonin Nob",1024,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","St%20Antonin%20Nob","Tarn-et-Garonne",44.151119,1.756144
"705","U8215","Centre de distribution de Grisolles",1022,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Grisolles","Tarn-et-Garonne",43.827086,1.29701
"706","U8216","Centre de distribution Moissac",1021,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Moissac","Tarn-et-Garonne",44.104852,1.08468
"707","U8217","Centre distribution Montaigu de Quercy",1021,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Montaigu%20Quercy","Tarn-et-Garonne",44.341344,1.018066
"708","U8218","Centre de distribution de Lavit",1017,82,"DD DU TARN-ET-GARONNE","73","MIDI-PYRENEES","Lavit","Tarn-et-Garonne",43.957032,0.920141
"709","U8301","Centre de distribution de Toulon",4026,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Toulon","Var",43.124228,5.928
"710","U8302","Distribution CAP de Fayence",4020,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Fayence","Var",43.624076,6.694103
"711","U8303","Distribution CAP de Frejus",4021,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Frejus","Var",43.433152,6.737034
"712","U8304","FERME CAP de Brignoles",4014,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Brignoles","Var",43.40655,6.061187
"713","U8305","FERME CAP Bormes les Mimosas",4018,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Bormes%20les%20Mimosas","Var",43.151682,6.342202
"714","U8306","FERME Samu social de St Maximin",4024,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","St%20Maximin","Var",43.452497,5.864004
"715","U8307","Centre distribution de Draguignan",4019,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Draguignan","Var",43.5377269,6.464993
"716","U8308","FERME Samu social de Draguignan",4019,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Draguignan","Var",43.5377269,6.464993
"717","U8309","FERME Centre distribution Ollioules",4017,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","distribution%20Ollioules","Var",43.139901,5.847652
"718","U8310","FERME CD de Ste Maxime",4022,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Ste%20Maxime","Var",43.310184,6.640482
"719","U8311","FERME CAP de Hyeres",4023,83,"DT DU VAR","93","PROVENCE-ALPES-COTE-D AZUR","Hyeres","Var",43.120541,6.128639
"720","U8401","FERME ES d'Avignon",1040,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Avignon","Vaucluse",43.949317,4.805528
"721","U8402","Centre de distribution d'Avignon",1040,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Avignon","Vaucluse",43.949317,4.805528
"722","U8403","Centre de distribution d'Orange",1045,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Orange","Vaucluse",44.1380989,4.807511
"723","U8404","Centre distribution de l'Isle sur Sorgue",1044,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Isle%20sur%20Sorgue","Vaucluse",43.9223929,5.0122629
"724","U8405","Centre distribution de Cavaillon",1044,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Cavaillon","Vaucluse",43.8366045,5.0407814
"725","U8406","Centre de Distribution de Carpentras",1042,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Carpentras","Vaucluse",44.0555639,5.048722
"726","U8407","Centre de distribution d'Apt",1039,84,"DD DU VAUCLUSE","93","PROVENCE-ALPES-COTE-D AZUR","Apt","Vaucluse",43.876452,5.395439
"727","U8408","Maraude L'Isle-sur-la-Sorgue",1044,84,"\N","\N","\N","L%27Isle-sur-la-Sorgue","Vaucluse",43.91419,5.057106
"728","U8409","Centre de distribution de Bollene",1041,84,"\N","\N","\N","Bollene","Vaucluse",44.2811484,4.75331
"729","U8501","Distribution CAP d'Herbiers",2527,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","Herbiers","Vend%C3%A9e",46.86919,-1.013388
"730","U8502","Espace bebe maman de la Roche sur Yon",1051,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","la%20Roche%20sur%20Yon","Vend%C3%A9e",46.670511,-1.426442
"731","U8503","Centre distribution Fontenay le Comte",1050,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","Fontenay%20le%20Comte","Vend%C3%A9e",46.465972,-0.8065
"732","U8504","Centre de distribution Challans",1049,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","Challans","Vend%C3%A9e",46.844828,-1.880412
"733","U8505","Samu social des Sables d'Olonne",1052,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","des%20Sables%20d%27Olonne","Vend%C3%A9e",46.47556,-1.725
"734","U8506","Distribution CAP des Sables d'Olonne",1052,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","des%20Sables%20d%27Olonne","Vend%C3%A9e",46.47556,-1.725
"735","U8507","Distribution CAP de Lucon",1053,85,"DD DU VENDEE","52","PAYS-DE-LA-LOIRE","Lucon","Vend%C3%A9e",46.454772,-1.167062
"736","U8601","Centre de distribution de Chatellerault",1054,86,"DD DE LA VIENNE","54","POITOU-CHARENTES","Chatellerault","Vienne",46.816487,0.548146
"737","U8602","Samu Social de Poitiers",1060,86,"DD DE LA VIENNE","54","POITOU-CHARENTES","Poitiers","Vienne",46.580224,0.340375
"738","U8603","Centre de distribution Poitiers",1060,86,"DD DE LA VIENNE","54","POITOU-CHARENTES","Poitiers","Vienne",46.580224,0.340375
"739","U87","DD de Haute Vienne",92,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Haute%20Vienne","Haute-Vienne",45.8276686,1.2602748
"740","U8701","Centre distribution Magnac Laval",1070,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Magnac%20Laval","Haute-Vienne",46.214577,1.166048
"741","U8702","Distribution CAP St Sulpice les feuilles",1078,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","St%20Sulpice%20les%20feuilles","Haute-Vienne",46.31807,1.367965
"742","U8703","Centre de distribution d'Ambazac",1062,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Ambazac","Haute-Vienne",45.958196,1.4019219
"743","U8704","Centre de distribution de Bellac",1063,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Bellac","Haute-Vienne",46.122228,1.051593
"744","U8705","Centre distribution St Yrieix la Perche",4223,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","St%20Yrieix%20la%20Perche","Haute-Vienne",45.512429,1.2036579
"745","U8706","Centre de distribution de Nantiat",1071,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Nantiat","Haute-Vienne",46.009592,1.1745509
"746","U8707","Centre distribution Chateauponsac",1065,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Chateauponsac","Haute-Vienne",46.132886,1.276476
"747","U8708","Centre de distribution de Limoges",1068,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Limoges","Haute-Vienne",45.833619,1.261105
"748","U8709","Samu social de Limoges",1068,87,"DD DE LA HAUTE-VIENNE","74","LIMOUSIN","Limoges","Haute-Vienne",45.833619,1.261105
"749","U8710","Centre distribution St Just Le Martel",3953,87,"\N","\N","\N","St%20Just%20Le%20Martel","Haute-Vienne",45.863191,1.386555
"750","U8801","Centre de distribution de Fraize",4033,88,"DT DES VOSGES","41","LORRAINE","Fraize","Vosges",48.18498,7.002133
"751","U8802","Centre de distribution du Thillot",4036,88,"DT DES VOSGES","41","LORRAINE","Thillot","Vosges",47.880605,6.76347
"752","U8803","Centre de distribution de Neufchateau",4037,88,"DT DES VOSGES","41","LORRAINE","Neufchateau","Vosges",48.354965,5.694596
"753","U8804","Centre de distribution de Vittel",4044,88,"DT DES VOSGES","41","LORRAINE","Vittel","Vosges",48.2025406,5.9434965
"754","U8805","Centre distribution St Die des Vosges",4042,88,"DT DES VOSGES","41","LORRAINE","St%20Die%20des%20Vosges","Vosges",48.2874679,6.947767
"755","U8806","Centre distribution Saulxures/Moselotte",4040,88,"DT DES VOSGES","41","LORRAINE","Saulxures%2FMoselotte","Vosges",47.949477,6.773163
"756","U8807","Centre distribution Gerardmer",4034,88,"DT DES VOSGES","41","LORRAINE","Gerardmer","Vosges",48.070081,6.877292
"757","U8808","Centre de distribution d'Epinal",4032,88,"DT DES VOSGES","41","LORRAINE","Epinal","Vosges",48.172402,6.449403
"758","U8809","Centre distribution Thaon les Vosges",4043,88,"DT DES VOSGES","41","LORRAINE","Thaon%20les%20Vosges","Vosges",48.250554,6.419186
"759","U8810","FERME Centre distribution Remiremont",4039,88,"DT DES VOSGES","41","LORRAINE","distribution%20Remiremont","Vosges",48.015589,6.591716
"760","U8811","Centre de distribution de Bruyeres",4029,88,"DT DES VOSGES","41","LORRAINE","Bruyeres","Vosges",48.211251,6.71947
"761","U8812","Centre distribution de Raon l'Etape",4038,88,"DT DES VOSGES","41","LORRAINE","Raon%20l%27Etape","Vosges",48.4072699,6.843762
"762","U8813","Centre de distribution de Contrexeville",4031,88,"DT DES VOSGES","41","LORRAINE","Contrexeville","Vosges",48.179968,5.895545
"763","U8901","Centre de distribution d'Avallon",1108,89,"DD DE L YONNE","26","BOURGOGNE","Avallon","Yonne",47.48822,3.907722
"764","U8902","Centre de distribution d'Auxerre",1107,89,"DD DE L YONNE","26","BOURGOGNE","Auxerre","Yonne",47.798202,3.573781
"765","U8903","Centre de distribution de Joigny",1111,89,"DD DE L YONNE","26","BOURGOGNE","Joigny","Yonne",47.981432,3.398961
"766","U8904","Samu social de Migennes",1111,89,"DD DE L YONNE","26","BOURGOGNE","Migennes","Yonne",47.964727,3.513134
"767","U8905","Centre de distribution de Migennes",1111,89,"DD DE L YONNE","26","BOURGOGNE","Migennes","Yonne",47.964727,3.513134
"768","U8906","Centre de distribution de St Florentin",4027,89,"DD DE L YONNE","26","BOURGOGNE","St%20Florentin","Yonne",48.000552,3.729512
"769","U8907","Centre de distribution de Sens",2461,89,"DD DE L YONNE","26","BOURGOGNE","Sens","Yonne",48.20065,3.28268
"770","U9001","Centre de distribution de Belfort",95,90,"DT DU TERRITOIRE-DE-BELFORT","43","FRANCHE-COMTE","Belfort","Territoire%20de%20Belfort",47.639674,6.863849
"771","U9002","Centre de distribution de Delle",95,90,"DT DU TERRITOIRE-DE-BELFORT","43","FRANCHE-COMTE","Delle","Territoire%20de%20Belfort",47.50752,6.997808
"772","U9003","Centre de distribution de Giromagny",95,90,"DT DU TERRITOIRE-DE-BELFORT","43","FRANCHE-COMTE","Giromagny","Territoire%20de%20Belfort",47.741786,6.825333
"773","U9101","Centre de distribution d'Etampes",1130,91,"DD DE L ESSONNE","11","ILE-DE-FRANCE","Etampes","Essonne",48.434416,2.16142
"774","U9102","Centre distribution Corbeil-Essonnes",1126,91,"DD DE L ESSONNE","11","ILE-DE-FRANCE","Corbeil-Essonnes","Essonne",48.6102599,2.474805
"775","U9103","Epicerie Sociale de Courcouronnes",1132,91,"DD DE L ESSONNE","11","ILE-DE-FRANCE","Courcouronnes","Essonne",48.617871,2.407091
"776","U9104","Centre de distribution St Michel / Orge",2474,91,"\N","\N","\N","St%20Michel%20%2F%20Orge","Essonne",48.635823,2.306571
"777","U9105","Centre distribution St Germain/Arpajon",1121,91,"DD DE L ESSONNE","11","ILE-DE-FRANCE","St%20Germain%2FArpajon","Essonne",48.591661,2.267402
"778","U9106","Centre de distribution Viry Chatillon",1149,91,"\N","\N","\N","Viry%20Chatillon","Essonne",48.666218,2.375902
"779","U9201","Centre distribution de Neuilly sur Seine",1173,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Neuilly%20sur%20Seine","Hauts-de-Seine",48.884831,2.26851
"780","U9202","Samu social de Boulogne Billancourt",1155,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Boulogne%20Billancourt","Hauts-de-Seine",48.8396952,2.2399123
"781","U9203","Espace bebe maman Boulogne Billancourt",1155,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Boulogne%20Billancourt","Hauts-de-Seine",48.8396952,2.2399123
"782","U9204","Samu social Puteaux",1175,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Puteaux","Hauts-de-Seine",48.884748,2.23964
"783","U9205","Distribution CAP de Boulogne Billancourt",1155,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Boulogne%20Billancourt","Hauts-de-Seine",48.8396952,2.2399123
"784","U9206","Espace bebe maman de Puteaux",1175,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Puteaux","Hauts-de-Seine",48.884748,2.23964
"785","U9207","A DEFINIR (CD)",1163,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","NON RENSEIGNE","Hauts-de-Seine",NA,NA
"786","U9208","Epicerie sociale de Suresnes",1180,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Suresnes","Hauts-de-Seine",48.869798,2.219033
"787","U9209","Samu social de Suresnes",1180,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Suresnes","Hauts-de-Seine",48.869798,2.219033
"788","U9210","Samu Social de Courbevoie",1163,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Courbevoie","Hauts-de-Seine",48.900552,2.25929
"789","U9211","Epicerie Sociale de Courbevoie",1163,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Courbevoie","Hauts-de-Seine",48.900552,2.25929
"790","U9212","Distribution de CAP de Chatenay Malabry",1157,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Chatenay%20Malabry","Hauts-de-Seine",48.771896,2.270748
"791","U9213","Samu social de Clamart",1160,92,"DD DES HAUTS-DE-SEINE","11","ILE-DE-FRANCE","Clamart","Hauts-de-Seine",48.799815,2.257289
"792","U9301","Centre de distribution Pre Saint Gervais",1197,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Pre%20Saint%20Gervais","Seine-Saint-Denis",48.885063,2.40557
"793","U9302","Centre de Distribution de Sevran",1207,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Sevran","Seine-Saint-Denis",48.93897,2.538716
"794","U9303","Centre distribution de la Courneuve",2477,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","la%20Courneuve","Seine-Saint-Denis",48.9320252,2.3990819
"795","U9304","Centre Distribution de Bondy",1187,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Bondy","Seine-Saint-Denis",48.906008,2.481875
"796","U9305","Epicerie Sociale de Noisy le Sec",1198,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Noisy%20le%20Sec","Seine-Saint-Denis",48.892489,2.458625
"797","U9306","Centre de distribution de l'Ourcq",1209,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Ourcq","Seine-Saint-Denis",48.886855,2.385749
"798","U9307","Centre distribution Neuilly / Rosny",1202,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Neuilly%20%2F%20Rosny","Seine-Saint-Denis",48.870711,2.485924
"799","U9308","Centre distribution du Bourget",1192,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Bourget","Seine-Saint-Denis",48.93074,2.425768
"800","U9314","Epicerie sociale de Drancy",1192,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Drancy","Seine-Saint-Denis",48.924298,2.445676
"801","U9315","Centre de distribution Dugny",1192,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Dugny","Seine-Saint-Denis",48.952179,2.416983
"802","U9316","Centre de distribution Livry Gargan",98,93,"DD DE SEINE-SAINT-DENIS","11","ILE-DE-FRANCE","Livry%20Gargan","Seine-Saint-Denis",48.91923,2.536118
"803","U9317","Centre de distribution de Le Raincy",98,93,"\N","\N","\N","Le%20Raincy","Seine-Saint-Denis",48.897386,2.5231119
"804","U9318","A DEFINIR",1209,93,"\N","\N","\N","NON RENSEIGNE","Seine-Saint-Denis",NA,NA
"805","U9401","Centre de distribution Vitry-sur-Seine",1242,94,"DD DU VAL-DE-MARNE","11","ILE-DE-FRANCE","Vitry-sur-Seine","Val-de-Marne",48.792001,2.39851
"806","U9402","Centre de distribution Villeneuve-le-Roi",3641,94,"DD DU VAL-DE-MARNE","11","ILE-DE-FRANCE","Villeneuve-le-Roi","Val-de-Marne",48.732026,2.407557
"807","U9403","Centre distribution Le Plessis Trevise",3932,94,"\N","\N","\N","Le%20Plessis%20Trevise","Val-de-Marne",48.808589,2.573903
"808","U9404","Centre de distribution Ivry sur Seine",1226,94,"\N","\N","\N","Ivry%20sur%20Seine","Val-de-Marne",48.813055,2.38822
"809","U95","DD de Val d'Oise",100,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Val%20d%27Oise","Val-d%27Oise",49.0781978,1.6883074
"810","U9501","Distribution CAP Eaubonne",3700,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Eaubonne","Val-d%27Oise",48.992128,2.2779189
"811","U9502","A DEFINIR",100,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","NON RENSEIGNE","Val-d%27Oise",NA,NA
"812","U9503","Centre distribution Soisy ss Montmorency",3701,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Soisy%20ss%20Montmorency","Val-d%27Oise",48.9853273,2.2998675
"813","U9504","Centre de distribution d'Argenteuil",1244,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Argenteuil","Val-d%27Oise",48.9472096,2.2466847
"814","U9505","Accueil de jour d'Ezanville",1249,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Ezanville","Val-d%27Oise",49.038069,2.360491
"815","U9506","Centre distribution St Brice S/Foret",1249,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","St%20Brice%20S%2FForet","Val-d%27Oise",49.004795,2.348107
"816","U9507","Centre de distribution de Pontoise",1263,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Pontoise","Val-d%27Oise",49.050966,2.100645
"817","U9508","Centre de distribution de Bezons",1244,95,"DD DU VAL-D OISE","11","ILE-DE-FRANCE","Bezons","Val-d%27Oise",48.925687,2.215847
"818","U9509","Centre de distribution de Montmorency",3701,95,"\N","\N","\N","Montmorency","Val-d%27Oise",48.989778,2.321878
"819","U9510","Centre de distribution de Sarcelles",3699,95,"\N","\N","\N","Sarcelles","Val-d%27Oise",48.997347,2.378493
"820","U9511","CD de Taverny",1271,95,"\N","\N","\N","Taverny","Val-d%27Oise",49.027441,2.223507
"821","U971A","Samu social Les Abymes",4228,971,"DT DE LA GUADELOUPE","01","Guadeloupe","Les%20Abymes","Guadeloupe",16.27,-61.52
"822","U971B","Distribution CAP Les Abymes",102,971,"DT DE LA GUADELOUPE","01","Guadeloupe","Les%20Abymes","Guadeloupe",16.27,-61.52
"823","U972A","Epicerie sociale de Saint Pierre",4065,972,"DT DE LA REUNION","02","Martinique","Saint%20Pierre","Martinique",43.2830308,5.3760605
"824","U974A","Centre distribution de St Denis",4061,974,"DT DE LA REUNION","04","Reunion","St%20Denis","La%20R%C3%A9union",48.4629201,0.0258564
"825","U974B","Samu social de St Denis",4061,974,"DT DE LA REUNION","04","Reunion","St%20Denis","La%20R%C3%A9union",48.4629201,0.0258564
"826","U974C","Accueil de jour de St Denis",4061,974,"DT DE LA REUNION","04","Reunion","St%20Denis","La%20R%C3%A9union",48.4629201,0.0258564
"827","U974D","Centre de distribution de Saint-Benoit",4063,974,"DT DE LA REUNION","04","Reunion","Saint-Benoit","La%20R%C3%A9union",-20.9517321,55.6488204
"828","U974E","Accueil de jour de Saint-Benoit",4063,974,"DT DE LA REUNION","04","Reunion","Saint-Benoit","La%20R%C3%A9union",-20.9517321,55.6488204
"829","U974F","Samu social de Saint-Benoit",4063,974,"DT DE LA REUNION","04","Reunion","Saint-Benoit","La%20R%C3%A9union",-20.9517321,55.6488204
