Code U2A;Libellé U2A;Action menée;Adresse;latitude;longitude;result_address;result_score;result_type;result_id
U1102;Samu social de Trebes;Samu social;18 rue de l'Industrie   11800 TREBES;43.20669;2.419186;18 Rue de l'Industrie 11800 Trèbes;0.91;housenumber;11397_0123_3d8aec
U1103;Centre de distribution Carcassonne;Centre de Distribution Alimentaire;2 rue Charles Fourier   11000 CARCASSONNE;43.215785;2.360432;2 Rue Charles Fourier 11000 Carcassonne;0.93;housenumber;11069_0935_ea73f0
U1104;Samu social de Carcassonne;Samu social;2 rue Charles Fourier   11000 CARCASSONNE;43.215785;2.360432;2 Rue Charles Fourier 11000 Carcassonne;0.93;housenumber;11069_0935_ea73f0
U1105;Centre de distribution de Lezignan;Centre de Distribution Alimentaire;3 place du 8 mai   11200 LEZIGNAN CORBIERES;43.202053;2.757704;3 Place du 8 Mai 1945 11200 Lézignan-Corbières;0.82;housenumber;11203_XXXX_0db2a0
U1106;Centre de distribution de Narbonne;Centre de Distribution Alimentaire;28 rue Auguste Limouzi   11100 NARBONNE;43.182867;3.01939;28 Rue Auguste Limouzy 11100 Narbonne;0.84;housenumber;11262_XXXX_33c6db
U1107;Centre de distribution de Limoux;Centre de Distribution Alimentaire;49 rue du palais   11300 LIMOUX;43.056094;2.216294;49 Rue du Palais 11300 Limoux;0.93;housenumber;11206_1020_206c10
U12;DD de l'Aveyron;Distribution de chèques;  2 place des toiles 12000 Rodez;44.347684;2.574575;2 Place des Toiles 12000 Rodez;0.93;housenumber;12202_1910_c9040a
U1201;Samu social de Rodez;Samu social;60 TER ROUTE DE LA MOULINE   12350 OLEMPS;44.333007;2.558976;60TER La Mouline 12510 Olemps;0.52;housenumber;12174_B035_6b89a7
U1202;Centre de distribution de Rodez;Centre de Distribution Alimentaire;9 Boulevard Denys Puech   12000 RODEZ;44.350059;2.578036;9 Boulevard Denys Puech 12000 Rodez;0.94;housenumber;12202_0550_34544b
U1203;Distribution CAP de Millau;Distribution de chèques;16 Bd de l'Ayrolle   12100 Millau;44.098716;3.076864;16 Boulevard de l'Ayrolle 12100 Millau;0.72;housenumber;12145_0170_226a8b
U1204;Distribution CAP de Villefranche de Roue;Distribution de chèques;  18 Bd Charles de Gaulle 12200 Villefranche de Rouergue;44.351068;2.034794;18 Boulevard Charles de Gaulle 12200 Villefranche-de-Rouergue;0.8;housenumber;12300_XXXX_a6e854
U1301;Centre de distribution d'Arles;Centre de Distribution Alimentaire;2bis rue Condorcet   13200 Arles;43.67966;4.632514;Rue Condorcet 13200 Arles;0.78;street;13004_0950_ec9257
U1302;Centre de distribution Aix en Provence;Centre de Distribution Alimentaire;32, Cours DES ARTS ET METIERS   13100 Aix en Provence;43.529836;5.453908;32 Cours des Arts et Métiers 13100 Aix-en-Provence;0.93;housenumber;13001_0130_10298b
U1303;Samu social d'Aix en Provence;Samu social;32 cours des Arts et Métiers Délégation locale d'Aix en Prove  13100 Aix en Provence;;;;;;
U1304;Centre de distribution de Rognac;Centre de Distribution Alimentaire;60 BOULEVARD JEAN JAURES   13340 ROGNAC;43.48796;5.228595;60 Boulevard Jean Jaurès 13340 Rognac;0.92;housenumber;13081_4200_23af51
U1305;Centre de distribution d'Aubagne;Centre de Distribution Alimentaire;14 rue d'Isly   13400 AUBAGNE;43.290072;5.57091;Rue d'Isly 13400 Aubagne;0.82;street;13005_0960_fc0acc
U1306;Centre de distribution de Chateaurenard;Centre de Distribution Alimentaire;14 Bd Gambetta   13160 CHATEAURENARD;43.884929;4.854566;14 Boulevard Gambetta 13160 Châteaurenard;0.73;housenumber;13027_0400_2a2b74
U1307;Centre distribution d'Istres;Centre de Distribution Alimentaire;66, Avenue Guynemer   13800 ISTRES;43.51806;4.969939;66 Avenue Georges Guynemer 13800 Istres;0.75;housenumber;13047_0380_d5eb3e
U1308;Epicerie sociale de Marignane;Epicerie sociale;11 rue Lamartine   13700 MARIGNANE;43.416059;5.219991;11 Rue Lamartine 13700 Marignane;0.93;housenumber;13054_0600_9321bd
U1309;Centre distribution de La Ciotat;Centre de Distribution Alimentaire;4, Rue DES CAPUCINES   13600 La Ciotat;43.176872;5.607173;4 Rue des Capucines 13600 La Ciotat;0.92;housenumber;13028_0330_ae9f88
U1310;Samu social de la Ciotat;Samu social;    ;;;;;;
U1311;Centre distribution Marseille Belle de M;Centre de Distribution Alimentaire;8 rue Fortuné Jourdan   13003 MARSEILLE 3EME ARRONDISSE;43.310847;5.385422;8 Rue Fortune Jourdan 13003 Marseille;0.66;housenumber;13203_3647_f73e19
U1312;Centre distrib de Marseille Simone Sedan;Centre de Distribution Alimentaire;90 boulevard Baille   13005 MARSEILLE 5EME ARRONDISSE;43.287531;5.390292;90 Boulevard Baille 13005 Marseille;0.66;housenumber;13205_0693_6f2487
U1313;Centre de distribution de Martigues;Centre de Distribution Alimentaire;Place Henri Dunant   13500 Martigues;43.409003;5.039831;Place Henri Dunant, BLC LES FOULETTES BLOC G 13500 Martigues;0.53;locality;13056_A030_2a16bf
U1314;Centre de distrib Port St Louis du Rhône;Centre de Distribution Alimentaire;HLM Le Vauban   13230 PORT ST LOUIS DU RHONE;43.397248;4.796308;Hlm Vauban 13230 Port-Saint-Louis-du-Rhône;0.76;locality;13078_A003_cf2bec
U1315;Point alimentaire bébé Aix en provence;Point alimentation bébé;32 cours des arts et métiers   13100 Aix en provence;43.529836;5.453908;32 Cours des Arts et Métiers 13100 Aix-en-Provence;0.93;housenumber;13001_0130_10298b
U1316;FERMER - CD de Vitrolles;Centre de Distribution Alimentaire;8 place Henri Dunant   13127 VITROLLES;43.438594;5.256316;8 Place Henri Dunant 13127 Vitrolles;0.92;housenumber;13117_1789_1de1af
U1317;Centre distribution Marseille Caillols;Centre de Distribution Alimentaire;40, chemin des Campanules Centre social des Caillols  13012 MARSEILLE 12EME ARRONDISS;;;;;;
U1318;Centre de distribution Marseille Panier;Centre de Distribution Alimentaire;17 A rue Saint Antoine   13001 MARSEILLE 1ER ARRONDISSEM;43.298607;5.382329;Marseille 1er Arrondissement;0.48;city;13201
U1319;Centre de distribution de Marignane;Centre de Distribution Alimentaire;11 rue Lamartine   13700 MARIGNANE;43.416059;5.219991;11 Rue Lamartine 13700 Marignane;0.93;housenumber;13054_0600_9321bd
U14;DD du Calvados;Distribution de chèques;44 bis Bd du Maréchal Lyautey   14000 CAEN;49.169824;-0.356682;44BIS Boulevard Maréchal Lyautey 14000 Caen;0.66;housenumber;14118_4890_2875b6
U1401;Centre de distribution de Caen;Centre de Distribution Alimentaire;44 bis boulevard Lyautey   14000 CAEN;49.169824;-0.356682;44BIS Boulevard Maréchal Lyautey 14000 Caen;0.7;housenumber;14118_4890_2875b6
U1402;Entrepôt de Caen;Entrepôt pour aide matérielle;33 rue du Québec   14000 CAEN;49.167131;-0.388861;33 Rue de Quebec 14000 Caen;0.81;housenumber;14118_6030_eed412
U1403;Samu social de Caen;Samu social;33 rue du Québec   14000 CAEN;49.167131;-0.388861;33 Rue de Quebec 14000 Caen;0.81;housenumber;14118_6030_eed412
U1404;Centre distribution St-Pierre-sur-Dives;Centre de Distribution Alimentaire;21, Place du Marché   14170 ST PIERRE SUR DIVES;49.017601;-0.032446;21 Place du Marche 14170 Saint-Pierre-sur-Dives;0.83;housenumber;14654_0860_65aaf0
U1405;A DEFINIR (ES);Epicerie sociale;6 rue Pierre Colombe   14100 LISIEUX;49.144576;0.222512;6 Rue Pierre Colombe 14100 Lisieux;0.92;housenumber;14366_1190_8fa491
U1406;Centre distribution Condé sur Noireau;Centre de Distribution Alimentaire;1 Bd du 11 Novembre   14110 Condé sur Noireau;48.848323;-0.552853;1 Boulevard du 11 Novembre 14110 Condé-sur-Noireau;0.76;housenumber;14174_XXXX_63dd40
U1407;Centre distribution de Vire;Centre de Distribution Alimentaire;10 rue Emile Desvaux   14500 Vire;48.836924;-0.884186;10 Rue Émile Desvaux 14500 Vire;0.93;housenumber;14762_0610_0cac02
U1408;Centre distribution Aunay-sur-Odon;Centre de Distribution Alimentaire;SALLE DES POMPES, Rte de CONDE   14260 Aunay-sur-Odon;;;;;;
U1409;Centre de distribution Lisieux;Centre de Distribution Alimentaire;6 rue Pierre Colombe   14100 Lisieux;49.144576;0.222512;6 Rue Pierre Colombe 14100 Lisieux;0.92;housenumber;14366_1190_8fa491
U1410;Samu social de Lisieux;Samu social;6 rue Pierre Colombe   14100 Lisieux;49.144576;0.222512;6 Rue Pierre Colombe 14100 Lisieux;0.92;housenumber;14366_1190_8fa491
U1411;Espace bébé maman de Caen;Espace bébé maman;29 rue Barbey-d'Aurevilly   14000 CAEN;49.184671;-0.373686;29 Rue Barbey d'Aurevilly 14000 Caen;0.93;housenumber;14118_0580_e83fd5
U16;DD de Charente;Distribution de chèques;Delegation departementale Charente Hopital de Girac 16470 ST MICHEL;;;;;;
U1601;Centre de distribution Angoulême;Centre de Distribution Alimentaire;271 route de Bordeaux   16000 ANGOULEME;45.648169;0.142416;271 Rue de Bordeaux 16000 Angoulême;0.8;housenumber;16015_0660_ebedc8
U1602;Centre distribution Jarnac;Centre de Distribution Alimentaire;Allée du Pré Vigier ZA de Souillac  16200 JARNAC;;;;;;
U1603;Centre distribution Rouillac;Centre de Distribution Alimentaire;2 rue Epona   16170 ROUILLAC;45.774652;-0.063082;2 Rue Epona 16170 Rouillac;0.92;housenumber;16286_0029_7744f6
U1604;Centre distrib de Barbezieux St Hilaire;Centre de Distribution Alimentaire;7, Avenue Charles Virolleaud   16300 BARBEZIEUX ST HILAIRE;45.47571;-0.146701;7 Avenue Charles Virolleau 16300 Barbezieux-Saint-Hilaire;0.8;housenumber;16028_1266_9beb14
U1605;Centre distribution Villebois-Lavalette;Centre de Distribution Alimentaire;Salle des fêtes Mairie  16320 Villebois-Lavalette;;;;;;
U1606;Centre distribution Montmoreau St Cybard;Centre de Distribution Alimentaire;Salle de fêtes Mairie Rue H. Dunant  16190 Montmoreau-Saint-Cybard;;;;;;
U1607;Distribution CAP de Confolens;Distribution de chèques;Cour des Récollets   16500 CONFOLENS;46.013088;0.671376;Rue des Récollets 16500 Confolens;0.75;street;16106_1740_5855a8
U1608;Distribution CAP de Rochefoucauld;Distribution de chèques;BP 59   16110 LA ROCHEFOUCAULD;45.735821;0.386214;La Ville 16110 La Rochefoucauld;0.58;locality;16281_B071_f3e639
U1609;Distribution CAP de Roumazières-Loubert;Distribution de chèques;  BP36 16270 Roumazières-Loubert;45.929886;0.563288;Villars 16270 Roumazières-Loubert;0.63;locality;16192_B352_014132
U1701;Centre de distribution de La Rochelle;Centre de Distribution Alimentaire;9 rue Franc Lapeyre   17000 LA ROCHELLE;46.158331;-1.140655;9 Rue Franck Lapeyre 17000 La Rochelle;0.86;housenumber;17300_4824_790895
U1702;Centre de distribution de Rochefort;Centre de Distribution Alimentaire;18 rue Chanzy BP 20314  17312 ROCHEFORT;45.941637;-0.95917;18 Rue Antoine Chanzy 17300 Rochefort;0.5;housenumber;17299_XXXX_a3139a
U1703;A DEFINIR;Epicerie sociale;    ;;;;;;
U1704;Distribution CAP de Royan;Distribution de chèques;Delegation locale de Royan 117 Bd Georges Clemenceau  17200 ROYAN;45.631478;-1.029959;117 Boulevard Georges Clemenceau 17200 Royan;0.49;housenumber;17306_1491_3d80db
U1705;Centre de distribution de Saintes;Centre de Distribution Alimentaire;4 place Emile Combes   17100 SAINTES;45.748388;-0.636724;4 Place Émile Combes 17100 Saintes;0.93;housenumber;17415_1258_2994e3
U1706;Distribution CAP St Jean d'Angely;Centre de Distribution Alimentaire;Croix Rouge Française Délegation locale 1 rue Laurent Tourneur 17400 St Jean D'Angely;45.944702;-0.515741;1 Rue Laurent Tourneur 17400 Saint-Jean-d'Angély;0.48;housenumber;17347_0960_fed30e
U1801;Centre distribution St Florent / Cher;Centre de Distribution Alimentaire;15 rue Marcel Lafleur   18400 Saint Florent sur cher;46.997856;2.253603;15 Rue Marcel Lafleur 18400 Saint-Florent-sur-Cher;0.91;housenumber;18207_0617_686d80
U19;DD de la Corrèze;Distribution de chèques;1 Bld Anatole France   19100 BRIVE LA GAILLARDE;45.160654;1.534948;1 Boulevard Anatole France 19100 Brive-la-Gaillarde;0.76;housenumber;19031_0210_3e4996
U1901;Centre distribution de Meyssac;Centre de Distribution Alimentaire;Grand Rue   19500 MEYSSAC;45.054461;1.673674;Rue Grand'Rue 19500 Meyssac;0.78;street;19138_0007_5257d7
U1902;Centre distribution de Beynat;Centre de Distribution Alimentaire;Ancienne caserne des pompiers   19190 BEYNAT;;;;;;
U1903;Centre de distribution de Tulle;Centre de Distribution Alimentaire;Place de la Gare   19000 TULLE;45.265794;1.768851;Rue de la Barrière 19000 Tulle;0.58;street;19272_0170_68db84
U1904;Samu social de Brive;Samu social;    Brive la Gaillarde;45.158556;1.532553;Brive-la-Gaillarde;0.96;city;19031
U1905;Accueil de jour de Brive;Centre de Distribution Alimentaire;7 avenue du 11 novembre   19100 BRIVE LA GAILLARDE;45.161022;1.536125;7 Avenue du 11 Novembre 1918 19100 Brive-la-Gaillarde;0.85;housenumber;19031_4921_de4657
U1906;Centre distribution Brives la Gaillarde;Centre de Distribution Alimentaire;1 Bd Anatole France   19100 BRIVE LA GAILLARDE;45.160654;1.534948;1 Boulevard Anatole France 19100 Brive-la-Gaillarde;0.77;housenumber;19031_0210_3e4996
U1907;Centre de distribution d'Ussel;Centre de Distribution Alimentaire;20 bis Avenue Pierre Semard   19200 USSEL;45.555778;2.314805;Rue Pierre Semard 19200 Ussel;0.65;street;19275_XXXX_ea7125
U1908;Centre de distribution itinérant Brive;Centre de Distribution Alimentaire;1, boulevard Anatole France   19100 BRIVE LA GAILLARDE;45.160654;1.534948;1 Boulevard Anatole France 19100 Brive-la-Gaillarde;0.93;housenumber;19031_0210_3e4996
U2001;Centre de distribution de Folelli;Centre de Distribution Alimentaire;Allée E Fureste Route de la gendarmerie  20213 Folelli;;;;;;
U2002;Centre de distribution de Corte;Centre de Distribution Alimentaire;Point Social Residence Bertrand Bat L  20250 Corte;;;;;;
U2003;Centre de distribution de Bastia;Centre de Distribution Alimentaire;9 Boulevard Auguste Gaudin   20200 Bastia;42.694594;9.448457;9 Boulevard Auguste Gaudin 20200 Bastia;0.94;housenumber;2B033_0080_a3a7cd
U2004;Centre distribution de Porto Vecchio;Centre de Distribution Alimentaire;Place DU PATIO   20137 PORTO VECCHIO;41.559789;9.321601;Cataraccio 20137 Porto-Vecchio;0.55;locality;2A247_B117_31e670
U2005;Centre distribution d'Ajaccio;Centre de Distribution Alimentaire;Immeuble Procissi avenue du Bataillon de Choc  20090 AJACCIO;41.932905;8.739126;Rue du 1er Bataillon de Choc 20090 Ajaccio;0.55;street;2A004_XXXX_d45743
U2101;Epicerie sociale Dijon;Epicerie sociale;31 C rue Auguste Blanqui   21000 DIJON;47.344033;5.056084;31 Rue Auguste Blanqui 21000 Dijon;0.89;housenumber;21231_0560_ca1374
U2102;Samu social de Dijon;Samu social;8 rue des Ribottées   21000 DIJON;47.329867;5.059296;8 Rue des Ribottées 21000 Dijon;0.93;housenumber;21231_7720_f39fd7
U2103;A DEFINIR;Centre de Distribution Alimentaire;18 rue Celer   21200 BEAUNE;47.020693;4.845674;18 Rue Celer 21200 Beaune;0.93;housenumber;21054_0800_1d2dbc
U2104;Epicerie sociale de Beaune;Epicerie sociale;18, rue Celer   21200 Beaune;47.020693;4.845674;18 Rue Celer 21200 Beaune;0.93;housenumber;21054_0800_1d2dbc
U2201;Centre de distribution St Brieuc;Centre de Distribution Alimentaire;7 rue Henry Dunant   22000 ST BRIEUC;48.518277;-2.76292;7 Rue Henri Dunant 22000 Saint-Brieuc;0.72;housenumber;22278_2240_bda440
U2202;Samu social de St Brieuc;Samu social;7, Rue HENRI DUNANT   22000 ST BRIEUC;48.518277;-2.76292;7 Rue Henri Dunant 22000 Saint-Brieuc;0.81;housenumber;22278_2240_bda440
U2203;Centre distribution Plestin les Grèves;Centre de Distribution Alimentaire;Place d'Auvelais   22310 PLESTIN LES GREVES;48.653664;-3.631239;Place d'Auvelais 22310 Plestin-les-Grèves;0.92;street;22194_0008_ea65ed
U2204;Distribution CAP Dinan;Distribution de chèques;Croix Rouge Française Déléguation locale de Dinan Pent  22101 DINAN cedex;;;;;;
U2205;Samu social de Dinan;Samu social;Croix Rouge Française délégation locale de Dinan  22101 BP 19  DINAN cedex;;;;;;
U2206;Centre de distribution de Lannion;Centre de Distribution Alimentaire;Croix Rouge Française délégation locale 7 rue Beauchamp 22300 LANNION;48.731705;-3.451;7 Rue de Beauchamp 22300 Lannion;0.43;housenumber;22113_0084_4c620c
U2207;Distribution CAP de Lamballe;Distribution de chèques;24 place du Champ de Foire   22400 Lamballe;48.471027;-2.516105;24 Place du Champ de Foire 22400 Lamballe;0.93;housenumber;22093_0056_e438ff
U2208;Centre distribution de Loudéac;Centre de Distribution Alimentaire;3, Rue des écoles   22606 LOUDEAC;48.189609;-2.76572;3 Rue Colles Royer 22600 Loudéac;0.5;housenumber;22136_XXXX_c711b6
U2209;Epicerie sociale de Dinan;Epicerie sociale;  7 rue Henry Dunant 22000 ST BRIEUC;48.518277;-2.76292;7 Rue Henri Dunant 22000 Saint-Brieuc;0.72;housenumber;22278_2240_bda440
U2210;Centre de distribution de Paimpol;Centre de Distribution Alimentaire;Centre Dunant   22500 PAIMPOL;48.780228;-3.05216;Rue Henry Dunant 22500 Paimpol;0.62;street;22162_0520_1c2fc3
U2211;Distribution de CAP Saint Brieuc;Distribution de chèques;7 rue Henry Dunan   22000 ST BRIEUC;48.518277;-2.76292;7 Rue Henri Dunant 22000 Saint-Brieuc;0.66;housenumber;22278_2240_bda440
U23;DD de la Creuse;Distribution de chèques;11, Rue DE BRACONNE   23000 GUERET;46.166779;1.88181;11 Rue de Braconne 23000 Guéret;0.93;housenumber;23096_0290_9718ac
U2301;Centre de distribution d'Auzances;Centre de Distribution Alimentaire;27 avenue de la gare   23700 AUZANCES;46.028098;2.496905;27 Avenue de la Gare 23700 Auzances;0.92;housenumber;23013_0075_74b28f
U2302;Centre de distribution de Boussac;Centre de Distribution Alimentaire;62 rue gare   23600 BOUSSAC;46.350771;2.221577;62 Rue de la Gare 23600 Boussac;0.74;housenumber;23031_0580_2b7da7
U2303;FERME CD Chambon/Voueize;Centre de Distribution Alimentaire;12 vieille route de Budelière   23170 CHAMBON SUR VOUEIZE;46.189484;2.428451;12 Vieille Route de Budelière 23170 Chambon-sur-Voueize;0.92;housenumber;23045_XXXX_9b3440
U2304;Centre distribution de Gueret;Centre de Distribution Alimentaire;11, Rue DE BRACONNE   23000 GUERET;46.166779;1.88181;11 Rue de Braconne 23000 Guéret;0.93;housenumber;23096_0290_9718ac
U2305;Centre distribution de Dun le Palestel;Centre de Distribution Alimentaire;2, Avenue DE VERDUN   23800 DUN LE PALESTEL;46.306051;1.668216;2 Avenue de Verdun 23800 Dun-le-Palestel;0.92;housenumber;23075_0250_d920e8
U2306;Centre de distribution d'Aubusson;Centre de Distribution Alimentaire;Croix Rouge Française délégation locale d'Aubusson 34 avenue de la République 23200 AUBUSSON;45.952089;2.160134;34 Avenue de la République 23200 Aubusson;0.42;housenumber;23008_0660_815c63
U2307;Centre distribution de la Souterraine;Centre de Distribution Alimentaire;Rue JULES FERRY   23300 LA SOUTERRAINE;46.236063;1.479373;Rue Jules Ferry 23300 La Souterraine;0.92;street;23176_0810_f8adc1
U2308;Centre distribution de Bourganeuf;Centre de Distribution Alimentaire;19 ROUTE DE LA CASCADE   23400 BOURGANEUF;45.949356;1.756086;19 Route de la Cascade 23400 Bourganeuf;0.92;housenumber;23030_0100_d07e49
U2401;Centre de distribution de Sarlat;Centre de Distribution Alimentaire;Croix Rouge Française délégation locale de Sarlat Boulevard Henri Arlet 24200 SARLAT;;;;;;
U2402;Centre de distribution de Perigueux;Centre de Distribution Alimentaire;30, Rue DES FORGERONS   24000 PERIGUEUX;45.185146;0.712127;30 Rue des Forgerons 24000 Périgueux;0.93;housenumber;24322_1590_0741af
U2403;Centre distribution de Bergerac;Centre de Distribution Alimentaire;12, Boulevard Beausoleil   24100 BERGERAC;44.853751;0.477941;12 Boulevard Beausoleil 24100 Bergerac;0.93;housenumber;24037_0430_6a4d0c
U2404;Centre distribution de Riberac;Centre de Distribution Alimentaire;Rue des Mobiles de Coulmiers   24600 RIBERAC;45.244771;0.339093;Rue des Mobiles de Coulmiers 24600 Ribérac;0.92;street;24352_0720_fef849
U2405;Centre distribution de Mareuil-sur-Belle;Centre de Distribution Alimentaire;rue des Fontaines   24340 Mareuil-sur-Belle;45.45041;0.445936;Rue de Fontaine 24340 Mareuil;0.58;street;24253_0070_ca47fd
U2406;Centre de distribution de Bugue;Centre de Distribution Alimentaire;2 rue de la boétie   24260 LE BUGUE;44.920243;0.925552;Rue de la Boétie 24260 Le Bugue;0.87;street;24067_0020_c08830
U2407;Centre distribution de Saint Cyprien;Centre de Distribution Alimentaire;rue du Levret   24220 Saint Cyprien;44.869392;1.045353;Rue du Levret 24220 Saint-Cyprien;0.92;street;24396_0167_6f4b48
U2408;Centre distribution de Nontron;Centre de Distribution Alimentaire;1 Rue 19 Mars 1962   24300 Nontron;45.537309;0.663944;1 Rue du 19 Mars 1962 24300 Nontron;0.85;housenumber;24311_0357_f8b6e4
U2409;Centre de distribution de Lolme;Centre de Distribution Alimentaire;Combe de Biron   24540 LOLME;44.701887;0.837739;La Combe de Biron 24540 Lolme;0.81;locality;24244_XXXX_3f53d1
U2410;Centre Distribution St Antoine Breuilh;Centre de Distribution Alimentaire;9, Le BonDieu   24230 ST ANTOINE DE BREUILH;44.846934;0.150719;Rue du Bondieu 24230 Saint-Antoine-de-Breuilh;0.66;street;24370_XXXX_1e3cb0
U2501;Centre de distribution Baume les Dames;Centre de Distribution Alimentaire;8 rue de Bassenne   25110 Baume les Dames;47.345335;6.361808;8 Rue Bassenne 25110 Baume-les-Dames;0.85;housenumber;25047_0130_799176
U2502;Centre de distribution de Besançon;Centre de Distribution Alimentaire;123 grande rue   25000 BESANCON;47.235613;6.027817;123 Grande Rue 25000 Besançon;0.94;housenumber;25056_2440_d90c21
U2503;Centre de distribution Besançon Planoise;Centre de Distribution Alimentaire;rue de cologne   25000 BESANCON;47.220571;5.969484;Rue de Cologne 25000 Besançon;0.94;street;25056_1333_55188e
U2601;Epicerie sociale de Montélimar;Epicerie sociale;6 PLACE DU MAI   26200 MONTELIMAR;44.556291;4.751396;6 Place du Mai 26200 Montélimar;0.92;housenumber;26198_1490_6c82df
U2701;Centre de distribution d'Evreux;Centre de Distribution Alimentaire;26bis rue de la Rochette   27000 Evreux;49.027111;1.139951;26BIS Rue de la Rochette 27000 Évreux;0.94;housenumber;27229_2870_0f6cb1
U2702;Centre distribution de Gaillon;Centre de Distribution Alimentaire;6 RUE DU FOUR A BAON   27600 GAILLON;49.160882;1.331293;6 Rue du Four à Baon 27600 Gaillon;0.92;housenumber;27275_0088_a30bac
U2703;Centre de distribution de Bernay;Centre de Distribution Alimentaire;1 Boulevard Georges Milville   27300 BERNAY;49.090462;0.606557;1 Boulevard Georges Milville 27300 Bernay;0.93;housenumber;27056_0522_67d178
U2704;Centre distribution de Le Neubourg;Centre de Distribution Alimentaire;73 Rue Octave Bonnel   27110 Neubourg;49.145769;0.903417;73 Rue Octave Bonnel 27110 Le Neubourg;0.85;housenumber;27428_0390_ea087d
U2705;Centre distribution Breteuil sur Iton;Centre de Distribution Alimentaire;88 rue de la Tuilerie   27160 Breteuil sur Iton;48.839553;0.909699;88 Rue de la Tuilerie 27160 Breteuil;0.73;housenumber;27112_0095_b4f431
U2706;Centre de distribution Rugles;Centre de Distribution Alimentaire;11 Rue de la Chenotière   27250 Rugles;48.818144;0.710653;11 Rue de la Chenotière 27250 Rugles;0.92;housenumber;27502_0055_2fff31
U2707;Centre de distribution Conches-en-Ouche;Centre de Distribution Alimentaire;5 Rue Willy Brandt   27190 Conches-en-Ouche;48.959056;0.94252;5 Rue Willy Brandt 27190 Conches-en-Ouche;0.92;housenumber;27165_0396_33de3e
U2708;Centre de distribution Étrépagny;Centre de Distribution Alimentaire;Rue des Longchamps   27150 Étrépagny;49.325833;1.62537;Route de Longchamps 27150 Étrépagny;0.71;street;27226_XXXX_9511ce
U2709;Centre de distribution de Brionne;Centre de Distribution Alimentaire;2 rue du 8 Mai 1945   27800 Brionne;49.193309;0.722961;Rue du Huit Mai 1945 27800 Brionne;0.7;street;27116_0077_69ee2a
U2710;Centre distribution de Gisors;Centre de Distribution Alimentaire;56 RUE DE PARIS   27140 GISORS;49.276999;1.77802;56 Rue de Paris 27140 Gisors;0.93;housenumber;27284_0770_1cba19
U2711;Centre distribution Fleury sur Andelle;Centre de Distribution Alimentaire;10, route de charleval le petit nojon  27380 FLEURY SUR ANDELLE;49.355446;1.354512;Route de Charleval, LE PETIT NOJON 27380 Fleury-sur-Andelle;0.87;street;27246_0015B020_ed6e78
U2801;Centre de distribution Chartres;Centre de Distribution Alimentaire;19, Rue DES VIEUX CAPUCINS   28000 CHARTRES;48.440671;1.489186;19 Rue des Vieux Capucins 28000 Chartres;0.94;housenumber;28085_4090_74e920
U2802;Maraude de Chartres;Samu social;19 rue des Vieux Capucins   28000 CHARTRES;48.440671;1.489186;19 Rue des Vieux Capucins 28000 Chartres;0.94;housenumber;28085_4090_74e920
U2803;Centre distribution Nogent le Rotrou;Centre de Distribution Alimentaire;20 rue du Chateau   28400 NOGENT le ROTROU;48.317942;0.824577;20 Rue du Château 28400 Nogent-le-Rotrou;0.93;housenumber;28280_0330_97de5b
U2804;FERME CD de Chateaudun;Centre de Distribution Alimentaire;Croix Rouge Française délégation locale de Chateaudun 39 Bd Grindelle 28200 CHATEAUDUN;;;;;;
U2901;Centre de distribution de Carhaix;Centre de Distribution Alimentaire;2 rue Kerninguez   29270 CARHAIX PLOUGUER;48.277308;-3.579691;2 Rue de Kernigez 29270 Carhaix-Plouguer;0.73;housenumber;29024_XXXX_d81cb7
U3001;Centre de distribution Beaucaire;Centre de Distribution Alimentaire;16, Rue de la Placette   30300 Beaucaire;43.807912;4.646769;16 Rue de la Placette 30300 Beaucaire;0.92;housenumber;30032_0860_5ea923
U3002;Centre de distribution de Nimes;Centre de Distribution Alimentaire;2160, Chemin du Bachas   30000 NIMES;43.811189;4.37163;2160 Chemin du Bachas 30000 Nîmes;0.93;housenumber;30189_0745_9457ab
U3003;Centre de distribution d'Alès;Centre de Distribution Alimentaire;19 rue Jules Guesde.   30100 ALES;44.119722;4.084108;19 Avenue Jules Guesde 30100 Alès;0.75;housenumber;30007_1480_101d12
U3004;Samu social d'Alès;Samu social;CENTRE HENRY DUNANT 6, Boulevard GAMBETTA  30100 ALES;44.122144;4.0848;6 Boulevard Gambetta 30100 Alès;0.57;housenumber;30007_1060_b463a1
U3005;Centre de distribution de Besseges;Centre de Distribution Alimentaire;CRF   30160 BESSEGES;44.299076;4.091774;Lalle 30160 Bessèges;0.59;locality;30037_B041_f114ab
U3006;Centre de distribution de St Ambroix;Centre de Distribution Alimentaire;Rue Neuve   30500 SAINT AMBROIX;44.259723;4.197629;Rue Neuve 30500 Saint-Ambroix;0.92;street;30227_0620_93879f
U3007;Centre de distribution de Quissac;Centre de Distribution Alimentaire;326 route de Nimes   30260 QUISSAC;43.902715;4.005921;326 Route de Nîmes 30260 Quissac;0.92;housenumber;30210_0096_900806
U3008;Centre de distribution de Roquemaure;Centre de Distribution Alimentaire;Rue du pavillon   30150 ROQUEMAURE;44.048772;4.779561;Rue du Pavillon 30150 Roquemaure;0.93;street;30221_0265_bb94f6
U3009;Centre de Distribution d'Uzes;Centre de Distribution Alimentaire;Place de Verdun   30700 UZES;44.013012;4.420191;Place du Duché 30700 Uzès;0.54;street;30334_0360_faa56c
