Code U2A;Libellé U2A;Action menée;Adresse;latitude;longitude;result_address;result_score;result_type;result_id
U8003;Centre de distribution Abbeville;Centre de Distribution Alimentaire;39, Avenue ARISTIDE BRIAND   80100 ABBEVILLE;50.1099;1.844353;39 Avenue Aristide Briand 80100 Abbeville;0.93;housenumber;80001_0080_5f8ec5
U8004;Distribution CAP de Roye;Distribution de chèques;Boulevard DE L'EST   80700 ROYE;49.697052;2.792472;Boulevard de l'Est 80700 Roye;0.93;street;80685_0180_1b1b9e
U8005;Accueil de jour Amiens;Accueil de jour;1 rue Mozart   80080 AMIENS;49.912039;2.304055;1 Rue Mozart 80080 Amiens;0.94;housenumber;80021_5950_4fc71f
U8006;A DEFINIR;Distribution de chèques;   80000 AMIENS;49.886416;2.309886;Rue Daire 80000 Amiens;0.51;street;80021_2280_95236b
U8007;Centre distribution de Chaulnes;Centre de Distribution Alimentaire;36, Rue ROGER SALENGRO   80320 CHAULNES;49.815833;2.802694;36 Rue Roger Salengro 80320 Chaulnes;0.92;housenumber;80186_0500_b58c40
U8008;Centre de distribution de Peronne;Centre de Distribution Alimentaire;Rue Alfred Rey   80200 PERONNE;49.929996;2.935341;Rue Alfred Rey 80200 Péronne;0.92;street;80620_0010_40c8ef
U8009;Centre de distribution de Ham;Centre de Distribution Alimentaire;25 Bd du Général de Gaulle   80400 HAM;49.748496;3.070287;25 Boulevard du Général de Gaulle 80400 Ham;0.74;housenumber;80410_0620_d7120d
U8010;Centre de distribution de Rue;Centre de Distribution Alimentaire;8 rue du four   80120 Rue;50.27288;1.666369;8 Rue du Four 80120 Rue;0.92;housenumber;80688_0440_700457
U8011;Centre de distribution de Bernaville;Centre de Distribution Alimentaire;69 route nationale   80370 Bernaville;50.134453;2.165499;69 Route Nationale 80370 Bernaville;0.92;housenumber;80086_0360_b3f9b9
U8012;Centre de distribution de Rosières;Centre de Distribution Alimentaire;7, rue du Colonel Sorlin   80170 Rosières en Santerre;49.813795;2.701554;7 Rue du Colonel Sorlin 80170 Rosières-en-Santerre;0.92;housenumber;80680_0187_35a88d
U8013;Centre distribution de Nesle;Centre de Distribution Alimentaire;place du Général Leclerc   80190 Nesle;49.757863;2.909163;Place du Général Leclerc 80190 Nesle;0.92;street;80585_0660_81a989
U8014;Centre distribution de Montdidier;Centre de Distribution Alimentaire;6 rue Armand de Vienne   80500 Montdidier;49.647766;2.573266;6 Rue Amand de Vienne 80500 Montdidier;0.86;housenumber;80561_0070_a62792
U8015;Centre distribution de Doullens;Centre de Distribution Alimentaire;Ancienne usine Sueur 1 Avenue du Général de Gaulle  80600 Doullens;50.160533;2.334255;1 Avenue du Général de Gaulle 80600 Doullens;0.63;housenumber;80253_0395_4a642b
U8016;Centre de distribution Amiens Mozart;Centre de Distribution Alimentaire;1 rue Mozart   80000 AMIENS;49.912039;2.304055;1 Rue Mozart 80080 Amiens;0.8;housenumber;80021_5950_4fc71f
U81;DD du Tarn;Distribution de chèques;ZA de la Prade   81120 Réalmont;43.771386;2.195181;La Prade 81120 Réalmont;0.72;locality;81222_B084_502650
U8101;Centre de distribution de Gaillac;Centre de Distribution Alimentaire;119 Avenue Dom Vayssette   81600 Gaillac;43.893308;1.903082;119 Avenue Dom Vayssette 81600 Gaillac;0.93;housenumber;81099_0740_1c0031
U8102;Centre de distribution de Realmont;Centre de Distribution Alimentaire;Avenue du Général de Gaulle   81120 Realmont;43.773151;2.184661;Avenue Général de Gaulle 81120 Réalmont;0.86;street;81222_0066_48b814
U8103;Centre de distribution de Lavaur;Centre de Distribution Alimentaire;2 avenue Augustin Malroux   81500 Lavaur;43.701926;1.817423;2 Avenue Augustin Malroux 81500 Lavaur;0.93;housenumber;81140_0020_aa0429
U8104;FERMER CD de Mazamet;Centre de Distribution Alimentaire;36 rue Roucayrol   81100 Castres;43.610261;2.241724;36 Rue Roucayrol 81100 Castres;0.93;housenumber;81065_3410_137a5a
U8105;Centre de distribution de Castres;Centre de Distribution Alimentaire;36  RUE ROUCAYROL   81100 CASTRES;43.610261;2.241724;36 Rue Roucayrol 81100 Castres;0.93;housenumber;81065_3410_137a5a
U8106;Centre de distribution de Graulhet;Centre de Distribution Alimentaire;51 rue des Peseignes   81300 Graulhet;43.760798;1.993323;51 Rue des Peseignes 81300 Graulhet;0.93;housenumber;81105_1070_90ca73
U8107;Centre de distribution d'Albi;Centre de Distribution Alimentaire;168 av Ml de Lattre de Tassigny   81000 ALBI;43.930998;2.163707;168 Avenue Maréchal de Lattre de Tassigny 81000 Albi;0.7;housenumber;81004_2350_e9f696
U8201;Centre de distribution Valence d'Agen;Centre de Distribution Alimentaire;x   82400 Valence d'Agen;44.11498;0.891471;Avenue Mars 82400 Valence;0.47;street;82186_0370_5afbb5
U8202;Samu social de Montauban;Samu social;830 Bd Blaise Doumerc   82000 MONTAUBAN;44.019372;1.362834;830 Boulevard Blaise Doumerc 82000 Montauban;0.76;housenumber;82121_0830_1f3020
U8203;Epicerie sociale de Moissac;Epicerie sociale;22 Ter avenue Jean Jaures   82200 MOISSAC;44.104733;1.096801;Avenue Jean Jaurès 82200 Moissac;0.76;street;82112_2147_a3a7ff
U8204;A DEFINIR (CAP);Distribution de chèques;830 BD BLAISE DOUMERC   82000 MONTAUBAN;44.019372;1.362834;830 Boulevard Blaise Doumerc 82000 Montauban;0.76;housenumber;82121_0830_1f3020
U8205;Centre de distribution de Montauban;Centre de Distribution Alimentaire;25 Grand rue SAPIAC   82000 MONTAUBAN;44.014993;1.352188;25 Grand-Rue Sapiac 82000 Montauban;0.94;housenumber;82121_7330_f690fd
U8206;Centre de distribution de Beaumont de Lo;Centre de Distribution Alimentaire;Boulevard Ouest   82500 BEAUMONT DE LOMAGNE;43.884344;0.984774;Boulevard Ouest 82500 Beaumont-de-Lomagne;0.92;street;82013_0165_184baf
U8208;Centre distribution de Castelsarrasin;Centre de Distribution Alimentaire;3 avenue du Maréchal Koënig   82100 CASTELSARRASIN;44.034855;1.106853;3 Avenue du Maréchal Koening 82100 Castelsarrasin;0.88;housenumber;82033_XXXX_dce0cb
U8209;Centre de distribution de Verdun sur G;Centre de Distribution Alimentaire;1 Place des Ecoles   82600 Verdun sur Garonne;43.851998;1.234789;1 Rue des Écoles 82600 Verdun-sur-Garonne;0.76;housenumber;82190_0090_36bd06
U8210;Centre de distribution de Montech;Centre de Distribution Alimentaire;15, Place Jean Jaurès   82700 MONTECH;43.957597;1.232063;15 Place Jean Jaurès 82700 Montech;0.92;housenumber;82125_0110_cee1b3
U8211;Centre de distribution Caussade;Centre de Distribution Alimentaire;Place des Muriers   82300 CAUSSADE;44.162033;1.53956;Place des Mûriers 82300 Caussade;0.92;street;82037_0385_dae9de
U8212;Centre de distribution Lafrancaise;Centre de Distribution Alimentaire;Rue Neuve   82130 ;44.124955;1.242931;Rue Neuve 82130 Lafrançaise;0.5;street;82087_0125_e0b726
U8213;A DEFINIR (CAP);Distribution de chèques;    ;;;;;;
U8214;Centre de distribution de St Antonin Nob;Centre de Distribution Alimentaire;  BP32 82140 St-ANTONIN NOBLE VAL;44.185265;1.77862;Joany 82140 Saint-Antonin-Noble-Val;0.59;locality;82155_B230_fe5a1e
U8215;Centre de distribution de Grisolles;Centre de Distribution Alimentaire;7 rue Arnaud Bernard   82170 GRISOLLES;43.829932;1.296116;7 Rue Darnaud Bernard 82170 Grisolles;0.85;housenumber;82075_0090_a2b8f6
U8216;Centre de distribution Moissac;Centre de Distribution Alimentaire;22 Ter avenue Jean Jaurès   82200 Moissac;44.104733;1.096801;Avenue Jean Jaurès 82200 Moissac;0.76;street;82112_2147_a3a7ff
U8217;Centre distribution Montaigu de Quercy;Centre de Distribution Alimentaire;Place de l'hôtel de ville   82150 Montaigu de Quercy;44.341714;1.017595;Place de l'Hôtel de Ville 82150 Montaigu-de-Quercy;0.92;street;82117_0095_ec0849
U8218;Centre de distribution de Lavit;Centre de Distribution Alimentaire;Avenue du stade   82120 Lavit de Lomagne;43.952271;0.922735;Avenue du Stade 82120 Lavit;0.65;street;82097_0120_5cd9f5
U8301;Centre de distribution de Toulon;Centre de Distribution Alimentaire;62 Bld de Strasbourg   83000 TOULON;43.124433;5.935073;62 Boulevard de Strasbourg 83000 Toulon;0.71;housenumber;83137_6845_222538
U8302;Distribution CAP de Fayence;Centre de Distribution Alimentaire;4 ter Bd de Tourrettes Délégation locale de Fayence Croix rouge Française 83440 FAYENCE;;;;;;
U8303;Distribution CAP de Fréjus;Distribution de chèques;Villa Marie, 447 Av Aristide Bri   83600 FREJUS;;;;;;
U8304;Distribution CAP de Brignoles;Centre de Distribution Alimentaire;2 Avenue Frédéric Mistral   83170 Brignoles;43.406406;6.059242;2 Avenue Frédéric Mistral 83170 Brignoles;0.93;housenumber;83023_0310_02cb3d
U8305;FERME CAP Bormes les Mimosas;Distribution de chèques;Rue Gabriel Péri Parc du Cigalou  83230 BORMES LES MIMOSAS;;;;;;
U8306;Centre de distribution de St Maximin;Centre de Distribution Alimentaire;Chemin SAINT SIMON   83470 ST MAXIMIN LA STE BAUME;43.451089;5.866646;Chemin de Saint-Simon 83470 Saint-Maximin-la-Sainte-Baume;0.72;street;83116_0928_9aad00
U8307;Centre distribution de Draguignan;Centre de Distribution Alimentaire;724 AVENUE BROSSOLETTE   83300 DRAGUIGNAN;43.531294;6.447622;724 Avenue Pierre Brossolette 83300 Draguignan;0.79;housenumber;83050_2020_0ff08a
U8308;FERME Samu social de Draguignan;Samu social;117, Boulevard DES REMPARTS   83300 DRAGUIGNAN;43.540393;6.468974;117 Boulevard des Remparts 83300 Draguignan;0.93;housenumber;83050_2210_f7cbde
U8309;FERME Centre distribution Ollioules;Centre de Distribution Alimentaire;116 rue philippe de Hautecloque   83190 OLLIOULES;43.138016;5.848747;116 Rue Philippe de Hauteclocque 83190 Ollioules;0.86;housenumber;83090_XXXX_08049a
U8310;FERME CD de Ste Maxime;Centre de Distribution Alimentaire;Maison des Associations 4, Route JEAN CORONA  83120 STE MAXIME;43.313755;6.635271;4 Route Jean Corona 83120 Sainte-Maxime;0.52;housenumber;83115_XXXX_8b75e9
U8311;FERME CAP de Hyeres;Centre de Distribution Alimentaire;12, Avenue PAUL LONG   83400 HYERES;43.123607;6.131065;12 Avenue Paul Long 83400 Hyères;0.93;housenumber;83069_1910_56ef8d
U8401;FERME ES d'Avignon;Epicerie sociale;20, Boulevard HENRI DUNANT   84000 AVIGNON;43.94215;4.82007;20 Rue Henri Dunand 84000 Avignon;0.6;housenumber;84007_XXXX_0d8049
U8402;Centre de distribution d'Avignon;Centre de Distribution Alimentaire;20, Boulevard HENRI DUNANT   84000 AVIGNON;43.94215;4.82007;20 Rue Henri Dunand 84000 Avignon;0.6;housenumber;84007_XXXX_0d8049
U8403;Centre de distribution d'Orange;Centre de Distribution Alimentaire;8 place des cordeliers   84100 ORANGE;44.136754;4.809512;8 Place des Cordeliers 84100 Orange;0.92;housenumber;84087_XXXX_8a5db5
U8404;Centre distribution de l'Isle sur Sorgue;Centre de Distribution Alimentaire;13 ZA Les Théologiens Route  de Caumont  84800 L ISLE SUR LA SORGUE;;;;;;
U8405;Centre distribution de Cavaillon;Centre de Distribution Alimentaire;61 av Victor Basch   84300 Cavaillon;43.836038;5.04204;61 Avenue Victor Basch 84300 Cavaillon;0.78;housenumber;84035_1435_7b6b7c
U8406;Centre de Distribution de Carpentras;Centre de Distribution Alimentaire;62 rue de Monteux   84200 CARPENTRAS;44.054909;5.045644;62 Rue Porte de Monteux 84200 Carpentras;0.79;housenumber;84031_1540_8d9c8d
U8407;Centre de distribution d'Apt;Centre de Distribution Alimentaire;76 Avenue Philippe de Girard   84400 APT;43.876502;5.39224;76 Avenue Philippe de Girard 84400 Apt;0.93;housenumber;84003_0760_6d1ee3
U8408;Maraude L'Isle-sur-la-Sorgue;Samu social;13 Za les Théologiens   84800 L ISLE SUR LA SORGUE;43.913418;5.039119;13 Avenue des Théologiens 84800 L'Isle-sur-la-Sorgue;0.7;housenumber;84054_XXXX_f2743f
U8409;Centre de distribution de Bollene;Centre de Distribution Alimentaire;158 Avenue du Marechal Leclerc   84500 BOLLENE;44.280395;4.744616;158 Avenue du Maréchal Leclerc 84500 Bollène;0.93;housenumber;84019_XXXX_dce3f6
U8501;Distribution CAP d'Herbiers;Distribution de chèques;86, Rue nationale   85500 LES HERBIERS;46.869079;-1.004107;86 Rue Nationale 85500 Les Herbiers;0.93;housenumber;85109_1670_5dec76
U8502;Espace bébé maman de la Roche sur Yon;Espace bébé maman;159, Boulevard EDOUARD BRANLY   85000 LA ROCHE SUR YON;46.680654;-1.440557;159 Boulevard Édouard Branly 85000 La Roche-sur-Yon;0.94;housenumber;85191_0740_7a3b5a
U8503;Centre distribution Fontenay le Comte;Centre de Distribution Alimentaire;4, Rue DU CHATEAU   85200 FONTENAY LE COMTE;46.472135;-0.806171;4 Rue du Château d'Eau 85200 Fontenay-le-Comte;0.81;housenumber;85092_0360_70e830
U8504;Centre de distribution Challans;Centre de Distribution Alimentaire;8 Rue de la Poctière   85300 Challans;46.845386;-1.86921;8 Rue de la Poctière 85300 Challans;0.93;housenumber;85047_8535_4cd4c7
U8505;Samu social des Sables d'Olonne;Samu social;14 Avenue du Maréchal Juin   85180 CHATEAU D OLONNE;46.485998;-1.744265;14 Avenue du Maréchal Juin 85180 Château-d'Olonne;0.91;housenumber;85060_0416_206d7c
U8506;Distribution CAP des Sables d'Olonne;Distribution de chèques;14 avenu du Marechal Juin   85180 CHATEAU D OLONNE;46.485998;-1.744265;14 Avenue du Maréchal Juin 85180 Château-d'Olonne;0.86;housenumber;85060_0416_206d7c
U8507;Distribution CAP de Luçon;Distribution de chèques;11 rue de l'Hôpital Luçon   85400 Luçon;46.451622;-1.168699;11 Rue de l'Hôpital 85400 Luçon;0.77;housenumber;85128_0660_fc7fc4
U8601;Centre de distribution de Chatellerault;Centre de Distribution Alimentaire;55 rue Clément Krebs   86100 CHATELLERAULT;46.814921;0.533096;55 Rue Clément Krebs 86100 Châtellerault;0.93;housenumber;86066_1200_5d0f7e
U8602;Samu Social de Poitiers;Samu social;9 rue Lavoisier Croix-Rouge ZAE Beaulieu 86000 POITIERS;;;;;;
U8603;Centre de distribution Poitiers;Centre de Distribution Alimentaire;9 rue lavoisier  ZAE Beaulieu 86000 POITIERS;;;;;;
U87;DD de Haute Vienne;Distribution de chèques;8 rue Réaumur Délégation Départementale  87000 LIMOGES;45.830202;1.245496;8 Rue Réaumur 87000 Limoges;0.48;housenumber;87085_4485_c84bd6
U8701;Centre distribution Magnac Laval;Centre de Distribution Alimentaire;Rue François Mitterrand   87190 Magnac Laval;46.21558;1.162641;Avenue François Mitterrand 87190 Magnac-Laval;0.82;street;87089_0122_149d4e
U8702;Distribution CAP St Sulpice les feuilles;Distribution de chèques;2 rue du Stade   87160 St Sulpice les Feuilles;46.318482;1.367013;2 Route du Stade 87160 Saint-Sulpice-les-Feuilles;0.72;housenumber;87182_XXXX_24d9ab
U8703;Centre de distribution d'Ambazac;Centre de Distribution Alimentaire;64 Av de la Libération. Délégation locale d'Ambazac  87240 AMBAZAC;45.951749;1.395029;64 Avenue de la Libération 87240 Ambazac;0.49;housenumber;87002_0100_e9feff
U8704;Centre de distribution de Bellac;Centre de Distribution Alimentaire;5 place Jean de la Fontaine   87300 Bellac;46.121366;1.047762;5 Place Jean de la Fontaine 87300 Bellac;0.93;housenumber;87011_0300_fe18cd
U8705;Centre distribution St Yrieix la Perche;Centre de Distribution Alimentaire;2 AVENUE DE LA GARE   87500 ST YRIEIX LA PERCHE;45.51858;1.205648;2 Avenue de la Gare 87500 Saint-Yrieix-la-Perche;0.83;housenumber;87187_1195_791b1c
U8706;Centre de distribution de Nantiat;Centre de Distribution Alimentaire;Place d'Alsace Lorraine   87140 NANTIAT;46.009466;1.175156;Place de l'Église 87140 Nantiat;0.47;street;87103_0155_c98d0e
U8707;Centre distribution Chateauponsac;Centre de Distribution Alimentaire;2 rue Henri Autef Délégation locale de Chateaupons  87290 CHATEAUPONSAC;46.136099;1.273929;2 Rue Henri Autef 87290 Châteauponsac;0.48;housenumber;87041_0045_29fedd
U8708;Centre de distribution de Limoges;Centre de Distribution Alimentaire;2 RUE DE MONTHLERY Délégation locale de Limoges  87000 LIMOGES;45.837719;1.279189;2 Rue de Montlhéry 87000 Limoges;0.44;housenumber;87085_3600_17d8a9
U8709;Samu social de Limoges;Samu social;99 Avenue Baudin   87000 LIMOGES;45.822372;1.256449;99 Avenue Baudin 87000 Limoges;0.95;housenumber;87085_0415_8e4e5b
U8710;Centre distribution St Just Le Martel;Centre de Distribution Alimentaire;35 rue du 11/11/1918   87590 ST JUST LE MARTEL;45.862221;1.388023;35 Rue du 11 Novembre 1918 87590 Saint-Just-le-Martel;0.64;housenumber;87156_XXXX_909dc7
U8801;Centre de distribution de Fraize;Centre de Distribution Alimentaire;1 bis Rue DE L'EGLISE   88230 FRAIZE;48.186464;7.000751;Rue de l'Église 88230 Fraize;0.76;street;88181_0120_e611f4
U8802;Centre de distribution du Thillot;Centre de Distribution Alimentaire;15 Rue François Frémiot   88160 Le Thillot;47.873715;6.761773;15 Rue François Fremiot 88160 Le Thillot;0.92;housenumber;88468_0140_04c661
U8803;Centre de distribution de Neufchâteau;Centre de Distribution Alimentaire;4, Rue REBEVAL SQUARE DES ANCIENS D'INDOCHINE  88300 NEUFCHATEAU;48.355265;5.682175;4 Square des Anciens d'Indochine 88300 Neufchâteau;0.74;housenumber;88321_0219_682697
U8804;Centre de distribution de Vittel;Centre de Distribution Alimentaire;10, Rue MARECHAL FOCH   88800 Vittel;48.202118;5.948174;10 Rue du Maréchal Foch 88800 Vittel;0.85;housenumber;88516_0500_954fe5
U8805;Centre distribution St Dié des Vosges;Centre de Distribution Alimentaire;15, Rue DU MARECHAL FOCH   88100 St Dié des Vosges;48.289209;6.946674;15 Rue du Maréchal Foch 88100 Saint-Dié-des-Vosges;0.84;housenumber;88413_0740_c887ac
U8806;Centre distribution Saulxures/Moselotte;Centre de Distribution Alimentaire;285, Avenue VICTOR HUGO   88290 SAULXURES SUR MOSELOTTE;47.950563;6.779655;285 Avenue Victor Hugo 88290 Saulxures-sur-Moselotte;0.92;housenumber;88447_0300_c1546c
U8807;Centre distribution Gerardmer;Centre de Distribution Alimentaire;69, Boulevard DE SAINT DIE   88400 GERARDMER;48.07795;6.887815;69 Boulevard de Saint-Die 88400 Gérardmer;0.93;housenumber;88196_0810_b12a33
U8808;Centre de distribution d'Epinal;Centre de Distribution Alimentaire;115 RUE NEUVE GRANGE   88000 EPINAL;48.14637;6.46304;115 Rue Neuve Grange 88000 Épinal;0.94;housenumber;88160_XXXX_3bc805
U8809;Centre distribution Thaon les Vosges;Centre de Distribution Alimentaire;130 rue d'Alsace   88150 THAON LES VOSGES;48.251372;6.420257;130 Rue d'Alsace 88150 Thaon-les-Vosges;0.91;housenumber;88465_0030_ca7182
U8810;FERME Centre distribution Remiremont;Centre de Distribution Alimentaire;82 Boulevard Thiers   88200 Remiremont;48.016275;6.597589;82 Boulevard Thiers 88200 Remiremont;0.93;housenumber;88383_0960_991d0f
U8811;Centre de distribution de Bruyères;Centre de Distribution Alimentaire;11 bis Av de Lattre de Tassigny   88600 Bruyères;48.206093;6.715491;11BIS Avenue de Lattre de Tassigny 88600 Bruyères;0.77;housenumber;88078_0100_a22c7b
U8812;Centre distribution de Raon l'Etape;Centre de Distribution Alimentaire;17 rue du général Leclerc   88110 RAON L'ETAPE;48.406109;6.838673;17 Rue du Général Leclerc 88110 Raon-l'Étape;0.92;housenumber;88372_0340_227925
U8813;Centre de distribution de Contrexeville;Centre de Distribution Alimentaire;39 rue du Dauphiné   88140 CONTREXEVILLE;48.183057;5.898524;39 Rue du Dauphine 88140 Contrexéville;0.91;housenumber;88114_0170_ab7c46
U8901;Centre de distribution d'Avallon;Centre de Distribution Alimentaire;11 bis rue du Général Leclerc   89200 AVALLON;47.494333;3.90806;11BIS Rue du Général Leclerc 89200 Avallon;0.87;housenumber;89025_0994_7dbccd
U8902;Centre de distribution d'Auxerre;Centre de Distribution Alimentaire;23 Avenue de la Puisaye Délégation locale de l'Auxerrois  89000 Auxerre;;;;;;
U8903;Centre de distribution de Joigny;Centre de Distribution Alimentaire;Délégation locale de Joigny  BP 305 89301 Joigny;47.880219;3.526845;Route de Joigny 89380 Appoigny;0.29;street;89013_0220_2841c2
U8904;Samu social de Migennes;Samu social;29 Av des Cosmonautes Samu Social DD de l'Yonne  89400 Migennes;;;;;;
U8905;Centre de distribution de Migennes;Centre de Distribution Alimentaire;29 Av des cosmonautes   89400 Migennes;47.967399;3.510199;29 Avenue des Cosmonautes 89400 Migennes;0.79;housenumber;89257_0610_deed6d
U8906;Centre de distribution de St Florentin;Centre de Distribution Alimentaire;6 rue de l' Hotel de Ville Délégation locale St Florentin  89600 Saint Florentin;48.002257;3.727681;6 Rue de l'Hôtel de Ville 89600 Saint-Florentin;0.56;housenumber;89345_0780_4eb8f7
U8907;Centre de distribution de Sens;Centre de Distribution Alimentaire;8 bis rue du Général leclerc Délégation Nord de l'Yonne  89100 Sens;48.200447;3.28225;8BIS Rue du Général Leclerc 89100 Sens;0.52;housenumber;89387_XXXX_1dba0a
U9001;Centre de distribution de Belfort;Centre de Distribution Alimentaire;15 avenue Sarail   90000 BELFORT;47.635423;6.861775;15 Avenue du Général Sarrail 90000 Belfort;0.67;housenumber;90010_1790_795406
U9002;Centre de distribution de Delle;Centre de Distribution Alimentaire;rue lous clerc   90100 DELLE;47.506362;7.001239;Rue Louis Clerc 90100 Delle;0.82;street;90033_0356_7c61ec
U9003;Centre de distribution de Giromagny;Centre de Distribution Alimentaire;1 rue de l'Eglise   90200 GIROMAGNY;47.743314;6.823535;1 Rue de l'Église 90200 Giromagny;0.92;housenumber;90052_0170_da6cfb
U9101;Centre de distribution d'Etampes;Centre de Distribution Alimentaire;142 rue St Jacques   91150 Etampes;48.432346;2.152996;142 Rue Saint-Jacques 91150 Étampes;0.8;housenumber;91223_3890_77b5df
U9102;Centre distribution Corbeil-Essonnes;Centre de Distribution Alimentaire;100 bld de Fontainebleau   91100 CORBEIL-ESSONNES;48.594735;2.475631;100 Boulevard de Fontainebleau 91100 Corbeil-Essonnes;0.76;housenumber;91174_1810_eb444e
U9103;Epicerie Sociale de Courcouronnes;Epicerie sociale;  8 rue du Marquis de Raies 91080 COURCOURONNES;48.629506;2.413316;8 Rue du Marquis de Raies 91080 Courcouronnes;0.92;housenumber;91182_0154_3f3cca
U9104;Centre de distribution St Michel / Orge;Centre de Distribution Alimentaire;76, Rue de LIERS   91240 ST MICHEL SUR ORGE;48.634902;2.318872;76 Rue de Liers 91240 Saint-Michel-sur-Orge;0.82;housenumber;91570_1050_1e511f
U9105;Centre distribution St Germain/Arpajon;Centre de Distribution Alimentaire;2, bd Eugène LAGAUCHE   91180 ST GERMAIN LES ARPAJON;48.59213;2.253497;2 Boulevard Eugène Lagauche 91180 Saint-Germain-lès-Arpajon;0.7;housenumber;91552_0141_d8cd54
U9106;Centre de distribution Viry Chatillon;Centre de Distribution Alimentaire;9 avenue de Bellay   91170 VIRY CHATILLON;48.674715;2.364831;9 Avenue du Bellay 91170 Viry-Châtillon;0.83;housenumber;91687_1300_d509ad
U9201;Centre distribution de Neuilly sur Seine;Centre de Distribution Alimentaire;23 rue du Château   92200 NEUILLY SUR SEINE;48.886664;2.262027;23 Rue du Château 92200 Neuilly-sur-Seine;0.93;housenumber;92051_1458_b3f42f
U9202;Samu social de Boulogne Billancourt;Samu social;11 rue de Clamart   92100 BOULOGNE BILLANCOURT;48.830821;2.243766;11 Rue de Clamart 92100 Boulogne-Billancourt;0.93;housenumber;92012_1440_b4c56f
U9203;Espace bébé maman Boulogne Billancourt;Espace bébé maman;14 rue de l'Est CROIX ROUGE FRANCAISE  92100 BOULOGNE BILLANCOURT;;;;;;
U9204;Samu social Puteaux;Samu social;2 rue des Fusillés   92800 PUTEAUX;48.884448;2.226116;2 Rue des Fusillés de la Résistance 92800 Puteaux;0.6;housenumber;92062_XXXX_3c04ad
U9205;Distribution CAP de Boulogne Billancourt;Distribution de chèques;14, Rue DE L'EST   92100 BOULOGNE BILLANCOURT;48.838427;2.24548;14 Rue de l'Est 92100 Boulogne-Billancourt;0.93;housenumber;92012_3185_cc1f14
U9206;Espace bebe maman de Puteaux;Espace bébé maman;2 rue des Fusillés de la Résistance  92800 PUTEAUX;48.884448;2.226116;2 Rue des Fusillés de la Résistance 92800 Puteaux;0.92;housenumber;92062_XXXX_3c04ad
U9207;A DEFINIR (CD);Centre de Distribution Alimentaire;   92 ;-21.286989;55.52117;92 Rue Kerveguen Le Tampon;0.06;housenumber;97422_XXXX_c8c157
U9208;Epicerie sociale de Suresnes;Epicerie sociale;11 rue de la Procession   92150 SURESNES;48.864893;2.211642;11 Rue de la Procession 92150 Suresnes;0.93;housenumber;92073_7270_f7b0e3
U9209;Samu social de Suresnes;Samu social;20 rue Merlin de Thionville   92150 SURESNES;48.868942;2.223519;20 Rue Merlin de Thionville 92150 Suresnes;0.93;housenumber;92073_6135_ee4cd5
U9210;Samu Social de Courbevoie;Samu social;BP 171   92406 Courbevoie cedex;48.894389;2.249666;Place Charras 92400 Courbevoie;0.4;street;92026_1520_5d2cac
U9211;Epicerie Sociale de Courbevoie;Epicerie sociale;11 Rue Carnot   92400 COURBEVOIE;48.894159;2.246338;11 Rue Carnot 92400 Courbevoie;0.92;housenumber;92026_1460_289c21
U9212;Distribution de CAP de Chatenay Malabry;Distribution de chèques;   92290 CHATENAY MALABRY;48.765017;2.277568;Châtenay-Malabry;0.69;city;92019
U9213;Samu social de Clamart;Samu social;183, ave de la porte de Trivaux   92140 CLAMART;48.786879;2.245797;183 Rue de la Porte de Trivaux 92140 Clamart;0.81;housenumber;92023_XXXX_83e2e0
U9301;Centre de distribution Pré Saint Gervais;Centre de Distribution Alimentaire;46 rue André Joineau   93310 LE PRE ST GERVAIS;48.885684;2.403839;46 Rue André Joineau 93310 Le Pré-Saint-Gervais;0.82;housenumber;93061_0060_3f9c44
U9302;Centre de Distribution de Sevran;Centre de Distribution Alimentaire;  132 Rue Michelet 93270 SEVRAN;48.94319;2.525588;132 Rue Michelet 93270 Sevran;0.93;housenumber;93071_1270_8c3181
U9303;Centre distribution de la Courneuve;Centre de Distribution Alimentaire;90 Rue Jean Jaures   93120 LA COURNEUVE;48.923085;2.405674;90 Avenue Jean Jaurès 93120 La Courneuve;0.77;housenumber;93027_4725_0cb61e
U9304;Centre Distribution de Bondy;Centre de Distribution Alimentaire;1 rue Henry Dunant   93140 BONDY;48.89756;2.488143;1 Rue Henri Dunant 93140 Bondy;0.8;housenumber;93010_4442_3f6ae6
U9305;Epicerie Sociale de Noisy le Sec;Epicerie sociale;65 RUE PIERRE SEMARD   93130 NOISY LE SEC;48.895709;2.458038;65 Rue Pierre Semard 93130 Noisy-le-Sec;0.93;housenumber;93053_7153_90b41f
U9306;Centre de distribution de l'Ourcq;Centre de Distribution Alimentaire;249 rue de Meaux   93410 VAUJOURS;48.936496;2.581429;249 Rue de Meaux 93410 Vaujours;0.91;housenumber;93074_0320_07b1e3
U9307;Centre distribution Neuilly / Rosny;Centre de Distribution Alimentaire;  3 Place Jean Mermoz 93360 NEUILLY PLAISANCE;48.860942;2.509499;3 Place Jean Mermoz 93360 Neuilly-Plaisance;0.92;housenumber;93049_0704_617c2d
U9308;Centre distribution du Bourget;Centre de Distribution Alimentaire;86 avenue Leclerc   93350 LE BOURGET;48.936448;2.427511;86 Avenue de la Division Leclerc 93350 Le Bourget;0.64;housenumber;93013_2530_e9e17e
