ville;departement;ota;coord.lat;coord.lng
St%20Hippolyte%20du%20Fort;Gard;FALSE;43.965294;3.85771
St%20Jean%20du%20Gard;Gard;FALSE;44.10525;3.885144
Salindres;Gard;FALSE;44.167109;4.160302
Sommieres;Gard;FALSE;43.78345;4.089738
Le%20Vigan;Gard;FALSE;43.992927;3.606322
Saint-Christophe-Les-Ales;Gard;FALSE;44.086751;4.075899
Saint%20Gilles%3Cdiv%3EPour%20connaitre%20les%20jours%20et%20horaires%20d%27ouverture%20des%20centres%20%3A%20%3Ca%20href%3D%22http%3A%2F%2Fwww.lesrestosducoeur30.org%22%3Ehttp%3A%2F%2Fwww.lesrestosducoeur30.org%3C%2Fa%3E;Gard;FALSE;43.9446996;4.1513764
Auterive;Haute-Garonne;FALSE;43.352627;1.4775069
Baziege;Haute-Garonne;FALSE;43.455124;1.6134139
Bessi%C3%A8res;Haute-Garonne;FALSE;43.800464;1.606142
Blagnac;Haute-Garonne;FALSE;43.635087;1.39703
Carbone;Haute-Garonne;FALSE;43.294811;1.22576
Cazeres;Haute-Garonne;FALSE;43.205201;1.086645
Cugnaux;Haute-Garonne;FALSE;43.537141;1.344995
Escalquens;Haute-Garonne;FALSE;43.518518;1.559973
Fonsorbes;Haute-Garonne;FALSE;43.535456;1.230645
Fronton;Haute-Garonne;FALSE;43.840098;1.389654
Grenade;Haute-Garonne;FALSE;43.769894;1.295412
Leguevin;Haute-Garonne;FALSE;43.600077;1.234389
Levignac;Haute-Garonne;FALSE;43.667238;1.194134
Montrejeau;Haute-Garonne;FALSE;43.086263;0.567057
Muret;Haute-Garonne;FALSE;43.461574;1.33071
Pibrac;Haute-Garonne;FALSE;43.618937;1.283406
Plaisance%20du%20Touch;Haute-Garonne;FALSE;43.564686;1.2949
Portet%20sur%20Garonne;Haute-Garonne;FALSE;43.528559;1.399535
Revel;Haute-Garonne;FALSE;43.458611;2.004573
Rieumes;Haute-Garonne;FALSE;43.4121122;1.1175788
Salies%20du%20Salat;Haute-Garonne;FALSE;43.104483;0.960024
St%20Gaudens;Haute-Garonne;FALSE;43.106895;0.723763
Toulouse%20%283%20centres%29;Haute-Garonne;FALSE;43.6114476;1.3305033
Tournefeuille;Haute-Garonne;FALSE;43.5829;1.346834
Villefranche%20de%20Lauragais;Haute-Garonne;FALSE;43.399115;1.718634
Auch;Gers;FALSE;43.64638;0.586709
Fleurance;Gers;FALSE;43.849456;0.6632439
Lectoure;Gers;FALSE;43.933604;0.623621
L%27Isle%20Jourdain;Gers;FALSE;43.6138369;1.081741
Lombez;Gers;FALSE;43.4758039;0.91201
Nogaro;Gers;FALSE;43.7710318;-0.0312656
Prechac%2FOdour;Gers;FALSE;43.6366479;0.4502368
Eduze;Gers;FALSE;43.862587;0.10053
Condon;Gers;FALSE;43.9582229;0.372492
gimot;Gers;FALSE;43.626348;0.876768
Mironde;Gers;FALSE;43.516823;0.403639
Vic-Fezensac;Gers;FALSE;43.759272;0.3015939
Ambares;Gironde;FALSE;44.9209645;-0.4518489
Ambes;Gironde;FALSE;45.012825;-0.530755
Bassens;Gironde;FALSE;44.899835;-0.516238
Begles;Gironde;FALSE;44.812023;-0.543784
Blanquefort;Gironde;FALSE;44.910084;-0.635244
Blaye;Gironde;FALSE;45.126841;-0.662941
Bordeaux%20Gare;Gironde;FALSE;44.825917;-0.556826
Bordeaux%20St%20Louis;Gironde;FALSE;44.862674;-0.567082
Bourg%2FGironde;Gironde;FALSE;45.043983;-0.5578149
Branne;Gironde;FALSE;44.83018;-0.187401
Castelnau%20de%20Medoc%20et%20ses%20antennes;Gironde;FALSE;44.849665;-0.4502368
Cenon;Gironde;FALSE;44.857738;-0.530906
Eysines;Gironde;FALSE;44.885793;-0.648815
Gironde%2FDropt;Gironde;FALSE;44.584143;-0.090259
Gu%C3%AEtres;Gironde;FALSE;45.041699;-0.185577
Langoiran;Gironde;FALSE;44.707992;-0.400762
Lanton;Gironde;FALSE;44.702377;-1.035469
Lesparre;Gironde;FALSE;44.871745;-0.356694
Lormont;Gironde;FALSE;44.880163;-0.523108
Merignac;Gironde;FALSE;44.8448769;-0.656358
Pauillac;Gironde;FALSE;45.199585;-0.746212
Pays%20Foyen;Gironde;FALSE;44.8436733;0.2194906
Pessac;Gironde;FALSE;44.80583;-0.630386
St%20Andre%20de%20Cubzac;Gironde;FALSE;44.99456;-0.445865
St%20Loubes;Gironde;FALSE;44.916735;-0.4271
St%20Louis%20de%20Montferrand;Gironde;FALSE;44.952751;-0.535018
St%20Symphorien;Gironde;FALSE;44.428094;-0.489757
Ste%20Eulalie;Gironde;FALSE;44.908167;-0.473513
Sauveterre;Gironde;FALSE;44.7545757;-0.263283
Talence%20Margaux;Gironde;FALSE;44.7692546;-0.5951656
Talence%20Thouars;Gironde;FALSE;44.792275;-0.591463
Toulenne;Gironde;FALSE;44.558706;-0.261587
Villenave%20d%27Ornon;Gironde;FALSE;44.7799813;-0.5672574
La%20Teste;Gironde;FALSE;44.627398;-0.236241
Montesquieu;Gironde;FALSE;44.846248;-0.63305
St%20Yzan%20de%20Soudiac;Gironde;FALSE;45.140119;-0.4101639
Agde;H%C3%A9rault;FALSE;43.3088031;3.4768109
Aniane;H%C3%A9rault;FALSE;43.684373;3.586748
Bedarieux;H%C3%A9rault;FALSE;43.610054;3.167373
B%C3%A9ziers%20Courbet;H%C3%A9rault;FALSE;43.3384297;3.2247561
B%C3%A9ziers%20Marne;H%C3%A9rault;FALSE;43.338524;3.215621
Cazouls%20les%20B%C3%A9ziers;H%C3%A9rault;FALSE;43.392108;3.101108
Clermont%20l%27Herault;H%C3%A9rault;FALSE;43.62759;3.429495
Cournonterral;H%C3%A9rault;FALSE;43.558067;3.719578
Fabregues;H%C3%A9rault;FALSE;43.549831;3.778935
Frontignan;H%C3%A9rault;FALSE;43.444815;3.755999
Gignac;H%C3%A9rault;FALSE;43.653241;3.551364
Lunel;H%C3%A9rault;FALSE;43.67445;4.135366
Magalas;H%C3%A9rault;FALSE;43.470887;3.222528
Marsillargues;H%C3%A9rault;FALSE;43.665346;4.178997
Meze;H%C3%A9rault;FALSE;43.4255939;3.606834
Montady;H%C3%A9rault;FALSE;43.327762;3.117645
Montarnaud;H%C3%A9rault;FALSE;43.649322;3.69797
Montpellier;H%C3%A9rault;FALSE;43.610769;3.876716
%288%20centres%29;H%C3%A9rault;FALSE;43.7332314;3.9812755
Pezenas;H%C3%A9rault;FALSE;43.461531;3.423193
Le%20Pouget;H%C3%A9rault;FALSE;43.592466;3.523704
Saint%20Andr%C3%A9%20de%20Sangonis;H%C3%A9rault;FALSE;43.6529839;3.508645
Saint%20Chinian;H%C3%A9rault;FALSE;43.418646;2.945129
Saint%20Georges%20d%27Orques;H%C3%A9rault;FALSE;43.610206;3.781252
Sete;H%C3%A9rault;FALSE;43.4078758;3.7008219
Valras;H%C3%A9rault;FALSE;43.2673517;3.2840733
Villeneuve%20les%20Maguelone;H%C3%A9rault;FALSE;43.5332397;3.8616165
CAMION%20DU%20COEUR%20%C3%A0%20Montpellier;H%C3%A9rault;FALSE;43.610769;3.876716
Antrain;Ille-et-Vilaine;FALSE;48.4614;-1.485501
Bain-De-Bretagne;Ille-et-Vilaine;FALSE;47.842697;-1.682073
Combourg;Ille-et-Vilaine;FALSE;48.410006;-1.752499
Dinard;Ille-et-Vilaine;FALSE;48.633024;-2.055125
Fougeres;Ille-et-Vilaine;FALSE;48.3515609;-1.204626
Guichen;Ille-et-Vilaine;FALSE;47.966038;-1.796747
Janze;Ille-et-Vilaine;FALSE;47.959272;-1.498302
La%20Guerche;Ille-et-Vilaine;FALSE;48.4663929;-1.634764
Maure-De-Bretagne;Ille-et-Vilaine;FALSE;47.891032;-1.986686
Messac;Ille-et-Vilaine;FALSE;47.824796;-1.807864
Montfort;Ille-et-Vilaine;FALSE;48.1426661;-1.9533241
Melesse;Ille-et-Vilaine;FALSE;48.216365;-1.697343
Redon;Ille-et-Vilaine;FALSE;47.650742;-2.083938
St-Malo;Ille-et-Vilaine;FALSE;48.649337;-2.025674
Rennes-Alma;Ille-et-Vilaine;FALSE;48.1000562;-1.6761218
Rennes-Villejean;Ille-et-Vilaine;FALSE;48.1212654;-1.7040414
Vitre;Ille-et-Vilaine;FALSE;48.124746;-1.21543
Liffr%C3%A9;Ille-et-Vilaine;FALSE;48.214048;-1.505816
Argenton%20sur%20Creuse;Indre;FALSE;46.586446;1.52282
Buzan%C3%A7ais;Indre;FALSE;46.888616;1.421823
Chateauroux%20%283%20centres%29;Indre;FALSE;46.812399;1.6944044
Chatillon-sur-indre;Indre;FALSE;46.987223;1.173521
Deols;Indre;FALSE;46.825648;1.700974
La%20Chatre;Indre;FALSE;46.581832;1.986165
Le%20Blanc;Indre;FALSE;46.633239;1.064289
Amboise;Indre-et-Loire;FALSE;47.413326;0.984407
Avoine;Indre-et-Loire;FALSE;47.205697;0.181982
Azay%20le%20Rideau;Indre-et-Loire;FALSE;47.26177;0.46574
Bourgueil;Indre-et-Loire;FALSE;47.282487;0.168611
Chateau%20la%20Valliere;Indre-et-Loire;FALSE;47.547464;0.321339
Chinon;Indre-et-Loire;FALSE;47.167296;0.240385
Descartes;Indre-et-Loire;FALSE;46.973539;0.698666
L%27Ile%20Bouchard;Indre-et-Loire;FALSE;47.119833;0.425897
Joue-Les-Tours;Indre-et-Loire;FALSE;47.351861;0.6613099
Langeais;Indre-et-Loire;FALSE;47.324847;0.406217
Loches;Indre-et-Loire;FALSE;47.128158;0.997664
Montlouis%20sur%20Loire;Indre-et-Loire;FALSE;47.388264;0.827383
Nazelles%20Negron;Indre-et-Loire;FALSE;47.433241;0.949045
Neuille%20Pont%20Pierre;Indre-et-Loire;FALSE;47.547414;0.546587
Richelieu;Indre-et-Loire;FALSE;47.0127047;0.3240159
Sainte%20Maure%20de%20Touraine;Indre-et-Loire;FALSE;47.1133219;0.622078
Tours%20centre;Indre-et-Loire;FALSE;47.394144;0.68484
Tours%20nord;Indre-et-Loire;FALSE;47.4209577;0.6750255
Bourgueil;Indre-et-Loire;FALSE;47.282487;0.168611
Echirolles;Is%C3%A8re;FALSE;45.142151;5.718034
L%27Isle%20d%27Abeau;Is%C3%A8re;FALSE;45.623157;5.2301149
St%20Maurice%20l%27Exil;Is%C3%A8re;FALSE;45.397062;4.77432
Vienne;Is%C3%A8re;FALSE;45.525587;4.874339
Fontaine;Is%C3%A8re;FALSE;45.192754;5.688211
La%20Mure;Is%C3%A8re;FALSE;44.906521;5.784528
Penol;Is%C3%A8re;FALSE;45.390453;5.191047
Villefontaine;Is%C3%A8re;FALSE;45.613538;5.150093
Grenoble%20nord;Is%C3%A8re;FALSE;45.1563696;5.7005682
Grenoble%20sud;Is%C3%A8re;FALSE;45.1650287;5.7261712
La%20Tour%20du%20Pin;Is%C3%A8re;FALSE;45.564026;5.445327
Tignieu%20Jameyzieu;Is%C3%A8re;FALSE;45.733945;5.185379
Morestel;Is%C3%A8re;FALSE;45.678043;5.469316
St%20Marcellin;Is%C3%A8re;FALSE;45.154119;5.3199379
Tullins;Is%C3%A8re;FALSE;45.297651;5.4827199
Arbois;Jura;FALSE;46.902851;5.772342
Champagnole;Jura;FALSE;46.746091;5.905725
Dole;Jura;FALSE;47.09534;5.49081
Lons%20le%20Saunier;Jura;FALSE;46.671361;5.550796
Morez;Jura;FALSE;46.5239422;6.0223705
Poligny;Jura;FALSE;46.836429;5.7091
Saint%20Claude;Jura;FALSE;46.387405;5.8677659
Salins%20les%20Bains;Jura;FALSE;46.939685;5.875801
Gastes;Landes;FALSE;44.325426;-1.147067
Grenade%2FAdour;Landes;FALSE;43.773106;-0.431053
Labouheyre;Landes;FALSE;44.211947;-0.919067
Peyrehorade;Landes;FALSE;43.545627;-1.097208
Pontonx%2FAdour;Landes;FALSE;43.787708;-0.924979
Roquefort;Landes;FALSE;44.034137;-0.322667
St%20Paul%20les%20Dax;Landes;FALSE;43.724934;-1.051409
St%20Pierre%20du%20Mont;Landes;FALSE;43.8818198;-0.5192546
St%20Vincent%20de%20Tyrosse;Landes;FALSE;43.6587109;-1.301187
Soustons;Landes;FALSE;43.75562;-1.326638
Tarnos;Landes;FALSE;43.5408;-1.461038
Tartas;Landes;FALSE;43.832059;-0.809343
Saint%20Sever;Landes;FALSE;43.759137;-0.574221
Aire%20sur%20Adour;Landes;TRUE;43.705639;-0.255851
Amou;Landes;TRUE;43.593004;-0.747187
Capbreton;Landes;TRUE;43.637844;-1.420939
Dax;Landes;TRUE;43.708608;-1.051945
Mont%20de%20Marsan;Landes;TRUE;43.893485;-0.499782
Peurehorade;Landes;TRUE;43.545627;-1.097208
Roquefort;Landes;TRUE;44.034137;-0.322667
Soustons;Landes;TRUE;43.75562;-1.326638
Tartas;Landes;TRUE;43.832059;-0.809343
Saint%20Sever;Landes;TRUE;43.759137;-0.574221
Blois;Loir-et-Cher;FALSE;47.5860921;1.3359475
Mer%20%28antenne%29;Loir-et-Cher;FALSE;47.6761905;1.4159072
Mondoubleau%20%28antenne%29;Loir-et-Cher;FALSE;47.6761905;1.4159072
Montrichard%20%28antenne%29;Loir-et-Cher;FALSE;47.6761905;1.4159072
Romorantin-Lanthenay;Loir-et-Cher;FALSE;47.358657;1.747259
Vend%C3%B4me;Loir-et-Cher;FALSE;47.792551;1.065343
Saint%20Aignan;Loir-et-Cher;FALSE;47.268553;1.373492
Andrezieux;Loire;FALSE;45.526237;4.255537
Firminy;Loire;FALSE;45.387638;4.287617
La%20Grand%20Croix;Loire;FALSE;45.50444;4.570513
Le%20Chambon%20Feugerolles;Loire;FALSE;45.395883;4.325413
L%27Horme;Loire;FALSE;45.493316;4.543359
Maclas;Loire;FALSE;45.361855;4.684872
Montbrison;Loire;FALSE;45.60745;4.063338
Rive%20de%20Gier;Loire;FALSE;45.527692;4.615349
Roanne;Loire;FALSE;46.034432;4.072695
St%20Bonnet%20le%20Chateau;Loire;FALSE;45.42656;4.065822
St%20Chamond;Loire;FALSE;45.476088;4.5127119
St%20Etienne;Loire;FALSE;45.439695;4.3871779
St%20Genest%20Lerpt;Loire;FALSE;45.452188;4.341445
Unieux;Loire;FALSE;45.40582;4.268712
St%20Germain%20Laval;Loire;FALSE;45.82963;4.01108
Aurec;Haute-Loire;FALSE;45.369468;4.200829
Bas%20en%20Basset;Haute-Loire;FALSE;45.305846;4.109558
Brives-Charensac;Haute-Loire;FALSE;45.046636;3.926905
Chadrac;Haute-Loire;FALSE;45.065497;3.903232
Craponne;Haute-Loire;FALSE;45.330005;3.845037
Yssingeaux;Haute-Loire;FALSE;45.142667;4.123734
Costaros;Haute-Loire;FALSE;44.8942089;3.850247
Lavoute%20sur%20Loire;Haute-Loire;FALSE;45.118609;3.906302
Le%20monastier;Haute-Loire;FALSE;44.939996;3.994968
Retournac;Haute-Loire;FALSE;45.204126;4.03262
Ste%20Florine;Haute-Loire;FALSE;45.4051509;3.319488
Saugues;Haute-Loire;FALSE;44.96027;3.546566
Brioude;Haute-Loire;TRUE;45.295564;3.386482
Le%20Monastier;Haute-Loire;TRUE;44.939996;3.994968
Le%20Puy%20en%20Velay;Haute-Loire;TRUE;45.042768;3.882936
Monistrol%20sur%20Loire;Haute-Loire;TRUE;45.292432;4.172183
Tence;Haute-Loire;TRUE;45.114696;4.290134
All%C3%A8gre;Haute-Loire;TRUE;45.200105;3.712038
La%20Chaise-Dieu;Haute-Loire;TRUE;45.320631;3.695845
Espaly;Haute-Loire;TRUE;45.03431;3.885314
Langeac;Haute-Loire;TRUE;45.098487;3.494353
St%20Didier;Haute-Loire;TRUE;45.3019589;4.273841
St%20Just%20Malmont;Haute-Loire;TRUE;45.3413899;4.313346
Ste%20Sigol%C3%A8ne;Haute-Loire;TRUE;45.2411559;4.235165
Ancenis;Loire-Atlantique;FALSE;47.365464;-1.177491
Chateaubriant;Loire-Atlantique;FALSE;47.720948;-1.3762239
Clisson;Loire-Atlantique;FALSE;47.0864509;-1.280468
Coueron;Loire-Atlantique;FALSE;47.210999;-1.72885
Guemene%20Penfao;Loire-Atlantique;FALSE;47.628671;-1.834333
Guerande;Loire-Atlantique;FALSE;47.328003;-2.4297589
La%20baule;Loire-Atlantique;FALSE;47.285448;-2.393236
La%20Bernerie%20en%20Retz;Loire-Atlantique;FALSE;47.081377;-2.0381999
La%20Chapelle%20sur%20Erdre;Loire-Atlantique;FALSE;47.299576;-1.550638
Le%20Croisic;Loire-Atlantique;FALSE;47.294319;-2.511908
Le%20Leroux%20Bottereau;Loire-Atlantique;FALSE;47.2378209;-1.348446
Le%20Pellerin;Loire-Atlantique;FALSE;47.200228;-1.75346
Le%20Pouliguen;Loire-Atlantique;FALSE;47.269852;-2.425372
Lege;Loire-Atlantique;FALSE;46.885184;-1.5963099
Machecoul;Loire-Atlantique;FALSE;46.992283;-1.817202
Malville;Loire-Atlantique;FALSE;47.356041;-1.861734
Nantes%20Roch;Loire-Atlantique;FALSE;47.2051802;-1.5477611
Nantes%20Dalby;Loire-Atlantique;FALSE;47.2226695;-1.530839
Nort%20sur%20Erdre;Loire-Atlantique;FALSE;47.439552;-1.5009189
Nozay;Loire-Atlantique;FALSE;47.564751;-1.626916
Pontchateau;Loire-Atlantique;FALSE;47.436929;-2.089536
Pornic;Loire-Atlantique;FALSE;47.115491;-2.104444
Pornichet;Loire-Atlantique;FALSE;47.263426;-2.340571
Saffre;Loire-Atlantique;FALSE;47.50117;-1.575718
St%20Gildas%20des%20Bois;Loire-Atlantique;FALSE;47.517319;-2.037288
St%20Herblain;Loire-Atlantique;FALSE;47.210335;-1.651444
St%20Mars%20la%20Jaille;Loire-Atlantique;FALSE;47.524938;-1.184397
St%20Nazaire;Loire-Atlantique;FALSE;47.2734979;-2.213848
St%20Philibert%20de%20Grand%20Lieu;Loire-Atlantique;FALSE;47.036878;-1.642905
St%20Sebastien;Loire-Atlantique;FALSE;47.205376;-1.503103
St%20Viaud;Loire-Atlantique;FALSE;47.256301;-2.018918
Vallet;Loire-Atlantique;FALSE;47.160929;-1.265138
Orvault;Loire-Atlantique;FALSE;47.274344;-1.619405
Amilly-%20Briare;Loiret;FALSE;47.9991722;2.7395733
Orleans%20Etienne%20Dolet;Loiret;FALSE;47.9007933;1.908558
Bonny%20sur%20Loire;Loiret;FALSE;47.560251;2.840359
Chalette%20sur%20Loing;Loiret;FALSE;48.014736;2.73203
Courtenay;Loiret;FALSE;48.039691;3.05856
Gien;Loiret;FALSE;47.698059;2.624758
Montargis;Loiret;FALSE;47.99729;2.736291
Orleans%20la%20Source;Loiret;FALSE;47.8364544;1.9325511
Pithiviers;Loiret;FALSE;48.173423;2.255849
St%20Jean%20de%20la%20Ruelle;Loiret;FALSE;47.912722;1.874149
Saran;Loiret;FALSE;47.94791;1.880734
Bretenoux;Lot;FALSE;44.91565;1.83836
Castelnau%20Montratier;Lot;FALSE;44.26764;1.35337
Gramat;Lot;FALSE;44.779271;1.723469
La%20Bastide%20Murat;Lot;FALSE;44.637474;2.024009
La%20Capelle%20Marival;Lot;FALSE;44.5379358;1.6760691
Limogne;Lot;FALSE;44.400708;1.763529
Luzech;Lot;FALSE;44.476911;1.289267
Martel;Lot;FALSE;44.936783;1.608582
Prayssac;Lot;FALSE;44.503852;1.188124
Puy%20l%27Ev%C3%AAque;Lot;FALSE;44.503914;1.136808
St%20Cere;Lot;FALSE;44.859439;1.892482
Salviac;Lot;FALSE;44.681254;1.265365
Souillac;Lot;FALSE;44.893626;1.478613
Bretenoux;Lot;TRUE;44.91565;1.83836
Cahors;Lot;TRUE;44.4475229;1.441989
Castelnau-Montratier-%20Catus%20-Figeac;Lot;TRUE;44.557392;1.336939
Gourdon;Lot;TRUE;44.736788;1.381867
Gramat;Lot;TRUE;44.779271;1.723469
Labastide-Murat;Lot;TRUE;44.647446;1.567915
Lacapelle-Marival;Lot;TRUE;44.72784;1.925505
Luzech;Lot;TRUE;44.476911;1.289267
Montcuq;Lot;TRUE;44.33862;1.209646
Puy-l%27Ev%C3%AAque;Lot;TRUE;44.503914;1.136808
Saint-C%C3%A9r%C3%A9;Lot;TRUE;44.859439;1.892482
Souillac;Lot;TRUE;44.893626;1.478613
Aiguillon;Lot-et-Garonne;FALSE;44.301656;0.338664
Barbaste;Lot-et-Garonne;FALSE;44.170718;0.287058
Bon-Encontre%20Jean%20Mal%C3%A8ze;Lot-et-Garonne;FALSE;44.5606;0.6050489
Bon-Encontre%20Jourdain;Lot-et-Garonne;FALSE;44.204178;0.644037
Casteljaloux;Lot-et-Garonne;FALSE;44.313746;0.088354
Fumel;Lot-et-Garonne;FALSE;44.497368;0.970743
Le%20Passage;Lot-et-Garonne;FALSE;44.200867;0.602179
Marmande;Lot-et-Garonne;FALSE;44.500484;0.159869
Miramont-de-Guyenne;Lot-et-Garonne;FALSE;44.601906;0.361093
Penne%20d%27Agenais;Lot-et-Garonne;FALSE;44.388664;0.819582
Sainte-Livrade-Sur-Lot;Lot-et-Garonne;FALSE;44.397824;0.588035
Villeneuve-Sur-Lot;Lot-et-Garonne;FALSE;44.4082053;0.7072568
Boe%20%E2%80%93;Lot-et-Garonne;FALSE;44.159599;0.628594
Florac;Loz%C3%A8re;FALSE;44.324014;3.593714
Langogne;Loz%C3%A8re;FALSE;44.727236;3.855416
Marvejols;Loz%C3%A8re;FALSE;44.550133;3.289894
Mende;Loz%C3%A8re;FALSE;44.517611;3.501873
St%20Chely%20d%27Apcher;Loz%C3%A8re;FALSE;44.801726;3.275227
Villefort;Loz%C3%A8re;FALSE;44.438581;3.932926
Allonnes;Maine-et-Loire;FALSE;47.293154;0.023646
Angers;Maine-et-Loire;FALSE;47.478419;-0.563166
Avrille;Maine-et-Loire;FALSE;47.505335;-0.590629
Bauge;Maine-et-Loire;FALSE;47.541019;-0.101234
Beaufort%20en%20vall%C3%A9e;Maine-et-Loire;FALSE;47.440591;-0.217616
Cande;Maine-et-Loire;FALSE;47.560436;-1.037911
Chalonnes;Maine-et-Loire;FALSE;47.3516079;-0.7637704
Chateauneuf%20sur%20Sarthe;Maine-et-Loire;FALSE;47.680214;-0.488878
Chemille;Maine-et-Loire;FALSE;47.2100819;-0.7274078
Cholet;Maine-et-Loire;FALSE;47.059407;-0.879787
Doue%20la%20Fontaine;Maine-et-Loire;FALSE;47.193616;-0.275184
Durtal;Maine-et-Loire;FALSE;47.670898;-0.243812
Gennes;Maine-et-Loire;FALSE;47.339678;-0.233325
Le%20Lion%20d%27Angers;Maine-et-Loire;FALSE;47.627851;-0.714564
Longue;Maine-et-Loire;FALSE;47.3786119;-0.110535
Montfaucon;Maine-et-Loire;FALSE;47.101355;-1.128084
Montreuil%20Bellay;Maine-et-Loire;FALSE;47.131424;-0.156119
Montrevault;Maine-et-Loire;FALSE;47.260375;-1.045807
Pouance;Maine-et-Loire;FALSE;47.740194;-1.172892
St%20Macaire%20en%20Mauge;Maine-et-Loire;FALSE;47.123434;-0.991415
Saint%20Georges%20sur%20Loire;Maine-et-Loire;FALSE;47.408813;-0.7606191
Saumur;Maine-et-Loire;FALSE;47.260135;-0.080893
Segre;Maine-et-Loire;FALSE;47.689224;-0.868363
Tierce;Maine-et-Loire;FALSE;47.615269;-0.468465
Trelaze;Maine-et-Loire;FALSE;47.445879;-0.466795
Vihiers;Maine-et-Loire;FALSE;47.144952;-0.535502
Avranches;Manche;FALSE;48.686843;-1.36166
Beaumont-Hague;Manche;FALSE;49.667074;-1.844943
Bricquebec;Manche;FALSE;49.470529;-1.633983
Carentan;Manche;FALSE;49.305666;-1.242834
Cherbourg;Manche;FALSE;49.6337308;-1.622137
Coutances;Manche;FALSE;49.047808;-1.4452609
La%20Glacerie;Manche;FALSE;49.6090607;-1.5722878
Mortain;Manche;FALSE;48.649222;-0.941546
Octeville;Manche;FALSE;49.626851;-1.651193
Pontorson;Manche;FALSE;48.553872;-1.509877
Port%20Bail;Manche;FALSE;49.461416;-1.268487
Saint%20Hilaire%20du%20Harcouet;Manche;FALSE;48.577086;-1.092034
Saint%20Lo;Manche;FALSE;49.1154686;-1.0828136
Saint%20Sauveur%20le%20Vicomte;Manche;FALSE;49.386916;-1.529958
Torigni%20sur%20Vire;Manche;FALSE;49.034127;-0.978918
Tourlaville;Manche;FALSE;49.643509;-1.569449
Valognes;Manche;FALSE;49.509594;-1.469216
Villedieu%20les%20Po%C3%AAles;Manche;FALSE;48.838032;-1.221714
Chalons%20en%20Champagne;Marne;FALSE;48.956682;4.363073
Dormans;Marne;FALSE;49.07464;3.638479
Epernay;Marne;FALSE;49.043411;3.956242
Fismes;Marne;FALSE;49.3073229;3.680304
Reims%20Marchandeau;Marne;FALSE;49.242315;4.0249094
Reims%20Orgeval;Marne;FALSE;49.280237;4.023477
Reims%20Poissoniers;Marne;FALSE;49.2530157;4.0244531
St%20Menehould;Marne;FALSE;49.2107361;4.1471114
Vitry-le-Fran%C3%A7ois;Marne;FALSE;48.726087;4.585745
Witry%20les%20Reims;Marne;FALSE;49.29282;4.122191
Bourbonne%20les%20Bains;Haute-Marne;FALSE;47.953937;5.749422
Bourmont;Haute-Marne;FALSE;48.192589;5.587345
Chaumont;Haute-Marne;FALSE;48.113748;5.1392559
Froncles;Haute-Marne;FALSE;48.300493;5.146931
Langres;Haute-Marne;FALSE;47.86683;5.334297
Nogent;Haute-Marne;FALSE;48.026938;5.341363
Saint%20Dizier;Haute-Marne;FALSE;48.637692;4.947418
Wassy;Haute-Marne;FALSE;48.499508;4.948753
Chevillon;Haute-Marne;FALSE;48.5285719;5.131394
Joinville;Haute-Marne;FALSE;48.4434759;5.137688
Chateau%20Gontier;Mayenne;FALSE;47.8267669;-0.7069
Ernee;Mayenne;FALSE;48.296902;-0.939978
Evron;Mayenne;FALSE;48.156427;-0.402864
Gorron;Mayenne;FALSE;48.4116799;-0.813055
Mayenne;Mayenne;FALSE;48.3061239;-0.620935
Villaines%20la%20Juhel;Mayenne;FALSE;48.345049;-0.280805
Laval;Mayenne;TRUE;48.0785146;-0.7669906
Renaze;Mayenne;TRUE;47.7932599;-1.055709
Auboue;Meurthe-et-Moselle;FALSE;49.215349;5.973955
Audun%20le%20Roman;Meurthe-et-Moselle;FALSE;49.366199;5.892764
Baccarat;Meurthe-et-Moselle;FALSE;48.449081;6.738029
Badonviller;Meurthe-et-Moselle;FALSE;48.497662;6.894479
Bayon;Meurthe-et-Moselle;FALSE;48.47758;6.314147
Briey;Meurthe-et-Moselle;FALSE;49.248466;5.936677
Cirey%20sur%20Vezouze;Meurthe-et-Moselle;FALSE;48.581217;6.945352
Crusnes;Meurthe-et-Moselle;FALSE;49.434418;5.921767
Dieulouard;Meurthe-et-Moselle;FALSE;48.8419669;6.067673
Frouard;Meurthe-et-Moselle;FALSE;48.761005;6.129582
Haroue;Meurthe-et-Moselle;FALSE;48.468342;6.177369
Homecourt;Meurthe-et-Moselle;FALSE;49.225282;5.99159
Hussigny%20Godbrange;Meurthe-et-Moselle;FALSE;49.492953;5.872779
Jarny;Meurthe-et-Moselle;FALSE;49.151784;5.8858499
Joeuf;Meurthe-et-Moselle;FALSE;49.23005;6.008858
Laxou;Meurthe-et-Moselle;FALSE;48.684256;6.152525
Liverdun;Meurthe-et-Moselle;FALSE;48.750161;6.062806
Longwy;Meurthe-et-Moselle;FALSE;49.519919;5.761773
Luneville;Meurthe-et-Moselle;FALSE;48.592237;6.492339
Moineville%2FValleroy;Meurthe-et-Moselle;FALSE;49.204795;5.930191
Moutiers;Meurthe-et-Moselle;FALSE;49.234007;5.965798
Nancy%20Haut%20du%20Li%C3%A8vre%20%28HDL%29;Meurthe-et-Moselle;FALSE;48.7997007;6.0947014
Nancy%20Meurthe;Meurthe-et-Moselle;FALSE;48.7054419;6.182098
Nancy%20Nabecor;Meurthe-et-Moselle;FALSE;48.6795925;6.1897752
